r,phi,phi',Phi,s
11.34,-4.67008,-0.499927,-0.411824,0
11.36,-4.68008,-0.499928,-0.411979,0
11.38,-4.69008,-0.499929,-0.412133,0
11.4,-4.70008,-0.499931,-0.412287,0
11.42,-4.71007,-0.499932,-0.412441,0
11.44,-4.72007,-0.499933,-0.412594,0
11.46,-4.73007,-0.499934,-0.412746,0
11.48,-4.74007,-0.499936,-0.412898,0
11.5,-4.75007,-0.499937,-0.413049,0
11.52,-4.76007,-0.499938,-0.4132,0
11.54,-4.77007,-0.499939,-0.413351,0
11.56,-4.78006,-0.49994,-0.4135,0
11.58,-4.79006,-0.499941,-0.41365,0
11.6,-4.80006,-0.499942,-0.413798,0
11.62,-4.81006,-0.499943,-0.413947,0
11.64,-4.82006,-0.499944,-0.414095,0
11.66,-4.83006,-0.499945,-0.414242,0
11.68,-4.84006,-0.499946,-0.414389,0
11.7,-4.85006,-0.499947,-0.414535,0
11.72,-4.86006,-0.499948,-0.414681,0
11.74,-4.87005,-0.499949,-0.414826,0
11.76,-4.88005,-0.49995,-0.414971,0
11.78,-4.89005,-0.499951,-0.415115,0
11.8,-4.90005,-0.499952,-0.415259,0
11.82,-4.91005,-0.499953,-0.415402,0
11.84,-4.92005,-0.499954,-0.415545,0
11.86,-4.93005,-0.499955,-0.415687,0
11.88,-4.94005,-0.499955,-0.415829,0
11.9,-4.95005,-0.499956,-0.41597,0
11.92,-4.96005,-0.499957,-0.416111,0
11.94,-4.97005,-0.499958,-0.416252,0
11.96,-4.98004,-0.499959,-0.416392,0
11.98,-4.99004,-0.499959,-0.416531,0
12,-5.00004,-0.49996,-0.41667,0
12.02,-5.01004,-0.499961,-0.416809,0
12.04,-5.02004,-0.499962,-0.416947,0
12.06,-5.03004,-0.499962,-0.417085,0
12.08,-5.04004,-0.499963,-0.417222,0
12.1,-5.05004,-0.499964,-0.417359,0
12.12,-5.06004,-0.499964,-0.417495,0
12.14,-5.07004,-0.499965,-0.417631,0
12.16,-5.08004,-0.499966,-0.417766,0
12.18,-5.09004,-0.499966,-0.417901,0
12.2,-5.10004,-0.499967,-0.418036,0
12.22,-5.11004,-0.499967,-0.41817,0
12.24,-5.12003,-0.499968,-0.418303,0
12.26,-5.13003,-0.499969,-0.418437,0
12.28,-5.14003,-0.499969,-0.418569,0
12.3,-5.15003,-0.49997,-0.418702,0
12.32,-5.16003,-0.49997,-0.418834,0
12.34,-5.17003,-0.499971,-0.418965,0
12.36,-5.18003,-0.499971,-0.419096,0
12.38,-5.19003,-0.499972,-0.419227,0
12.4,-5.20003,-0.499972,-0.419357,0
12.42,-5.21003,-0.499973,-0.419487,0
12.44,-5.22003,-0.499973,-0.419616,0
12.46,-5.23003,-0.499974,-0.419745,0
12.48,-5.24003,-0.499974,-0.419874,0
12.5,-5.25003,-0.499975,-0.420002,0
12.52,-5.26003,-0.499975,-0.42013,0
12.54,-5.27003,-0.499976,-0.420257,0
12.56,-5.28003,-0.499976,-0.420384,0
12.58,-5.29003,-0.499977,-0.420511,0
12.6,-5.30002,-0.499977,-0.420637,0
12.62,-5.31002,-0.499977,-0.420763,0
12.64,-5.32002,-0.499978,-0.420888,0
12.66,-5.33002,-0.499978,-0.421013,0
12.68,-5.34002,-0.499979,-0.421137,0
12.7,-5.35002,-0.499979,-0.421262,0
12.72,-5.36002,-0.499979,-0.421385,0
12.74,-5.37002,-0.49998,-0.421509,0
12.76,-5.38002,-0.49998,-0.421632,0
12.78,-5.39002,-0.499981,-0.421754,0
12.8,-5.40002,-0.499981,-0.421877,0
12.82,-5.41002,-0.499981,-0.421998,0
12.84,-5.42002,-0.499982,-0.42212,0
12.86,-5.43002,-0.499982,-0.422241,0
12.88,-5.44002,-0.499982,-0.422362,0
12.9,-5.45002,-0.499983,-0.422482,0
12.92,-5.46002,-0.499983,-0.422602,0
12.94,-5.47002,-0.499983,-0.422722,0
12.96,-5.48002,-0.499984,-0.422841,0
12.98,-5.49002,-0.499984,-0.42296,0
13,-5.50002,-0.499984,-0.423078,0
13.02,-5.51002,-0.499984,-0.423196,0
13.04,-5.52002,-0.499985,-0.423314,0
13.06,-5.53002,-0.499985,-0.423432,0
13.08,-5.54002,-0.499985,-0.423549,0
13.1,-5.55002,-0.499986,-0.423665,0
13.12,-5.56002,-0.499986,-0.423782,0
13.14,-5.57001,-0.499986,-0.423898,0
13.16,-5.58001,-0.499986,-0.424013,0
13.18,-5.59001,-0.499987,-0.424129,0
13.2,-5.60001,-0.499987,-0.424243,0
13.22,-5.61001,-0.499987,-0.424358,0
13.24,-5.62001,-0.499987,-0.424472,0
13.26,-5.63001,-0.499988,-0.424586,0
13.28,-5.64001,-0.499988,-0.4247,0
13.3,-5.65001,-0.499988,-0.424813,0
13.32,-5.66001,-0.499988,-0.424926,0
13.34,-5.67001,-0.499988,-0.425038,0
13.36,-5.68001,-0.499989,-0.425151,0
13.38,-5.69001,-0.499989,-0.425262,0
13.4,-5.70001,-0.499989,-0.425374,0
13.42,-5.71001,-0.499989,-0.425485,0
13.44,-5.72001,-0.499989,-0.425596,0
13.46,-5.73001,-0.49999,-0.425707,0
13.48,-5.74001,-0.49999,-0.425817,0
13.5,-5.75001,-0.49999,-0.425927,0
13.52,-5.76001,-0.49999,-0.426036,0
13.54,-5.77001,-0.49999,-0.426146,0
13.56,-5.78001,-0.499991,-0.426254,0
13.58,-5.79001,-0.499991,-0.426363,0
13.6,-5.80001,-0.499991,-0.426471,0
13.62,-5.81001,-0.499991,-0.426579,0
13.64,-5.82001,-0.499991,-0.426687,0
13.66,-5.83001,-0.499991,-0.426794,0
13.68,-5.84001,-0.499992,-0.426901,0
13.7,-5.85001,-0.499992,-0.427008,0
13.72,-5.86001,-0.499992,-0.427114,0
13.74,-5.87001,-0.499992,-0.42722,0
13.76,-5.88001,-0.499992,-0.427326,0
13.78,-5.89001,-0.499992,-0.427432,0
13.8,-5.90001,-0.499992,-0.427537,0
13.82,-5.91001,-0.499993,-0.427642,0
13.84,-5.92001,-0.499993,-0.427746,0
13.86,-5.93001,-0.499993,-0.42785,0
13.88,-5.94001,-0.499993,-0.427954,0
13.9,-5.95001,-0.499993,-0.428058,0
13.92,-5.96001,-0.499993,-0.428161,0
13.94,-5.97001,-0.499993,-0.428264,0
13.96,-5.98001,-0.499994,-0.428367,0
13.98,-5.99001,-0.499994,-0.42847,0
14,-6.00001,-0.499994,-0.428572,0
14.02,-6.01001,-0.499994,-0.428674,0
14.04,-6.02001,-0.499994,-0.428775,0
14.06,-6.03001,-0.499994,-0.428877,0
14.08,-6.04001,-0.499994,-0.428978,0
14.1,-6.05001,-0.499994,-0.429078,0
14.12,-6.06001,-0.499994,-0.429179,0
14.14,-6.07001,-0.499995,-0.429279,0
14.16,-6.08001,-0.499995,-0.429379,0
14.18,-6.09001,-0.499995,-0.429479,0
14.2,-6.10001,-0.499995,-0.429578,0
14.22,-6.11001,-0.499995,-0.429677,0
14.24,-6.12001,-0.499995,-0.429776,0
14.26,-6.13001,-0.499995,-0.429874,0
14.28,-6.14001,-0.499995,-0.429972,0
14.3,-6.15001,-0.499995,-0.43007,0
14.32,-6.16,-0.499995,-0.430168,0
14.34,-6.17,-0.499995,-0.430265,0
14.36,-6.18,-0.499996,-0.430362,0
14.38,-6.19,-0.499996,-0.430459,0
14.4,-6.2,-0.499996,-0.430556,0
14.42,-6.21,-0.499996,-0.430652,0
14.44,-6.22,-0.499996,-0.430748,0
14.46,-6.23,-0.499996,-0.430844,0
14.48,-6.24,-0.499996,-0.43094,0
14.5,-6.25,-0.499996,-0.431035,0
14.52,-6.26,-0.499996,-0.43113,0
14.54,-6.27,-0.499996,-0.431224,0
14.56,-6.28,-0.499996,-0.431319,0
14.58,-6.29,-0.499996,-0.431413,0
14.6,-6.3,-0.499996,-0.431507,0
14.62,-6.31,-0.499997,-0.431601,0
14.64,-6.32,-0.499997,-0.431694,0
14.66,-6.33,-0.499997,-0.431787,0
14.68,-6.34,-0.499997,-0.43188,0
14.7,-6.35,-0.499997,-0.431973,0
14.72,-6.36,-0.499997,-0.432065,0
14.74,-6.37,-0.499997,-0.432158,0
14.76,-6.38,-0.499997,-0.43225,0
14.78,-6.39,-0.499997,-0.432341,0
14.8,-6.4,-0.499997,-0.432433,0
14.82,-6.41,-0.499997,-0.432524,0
14.84,-6.42,-0.499997,-0.432615,0
14.86,-6.43,-0.499997,-0.432705,0
14.88,-6.44,-0.499997,-0.432796,0
14.9,-6.45,-0.499997,-0.432886,0
14.92,-6.46,-0.499997,-0.432976,0
14.94,-6.47,-0.499997,-0.433066,0
14.96,-6.48,-0.499997,-0.433155,0
14.98,-6.49,-0.499998,-0.433245,0
15,-6.5,-0.499998,-0.433334,0
15.02,-6.51,-0.499998,-0.433422,0
15.04,-6.52,-0.499998,-0.433511,0
15.06,-6.53,-0.499998,-0.433599,0
15.08,-6.54,-0.499998,-0.433687,0
15.1,-6.55,-0.499998,-0.433775,0
15.12,-6.56,-0.499998,-0.433863,0
15.14,-6.57,-0.499998,-0.43395,0
15.16,-6.58,-0.499998,-0.434037,0
15.18,-6.59,-0.499998,-0.434124,0
15.2,-6.6,-0.499998,-0.434211,0
15.22,-6.61,-0.499998,-0.434297,0
15.24,-6.62,-0.499998,-0.434383,0
15.26,-6.63,-0.499998,-0.434469,0
15.28,-6.64,-0.499998,-0.434555,0
15.3,-6.65,-0.499998,-0.434641,0
15.32,-6.66,-0.499998,-0.434726,0
15.34,-6.67,-0.499998,-0.434811,0
15.36,-6.68,-0.499998,-0.434896,0
15.38,-6.69,-0.499998,-0.434981,0
15.4,-6.7,-0.499998,-0.435065,0
15.42,-6.71,-0.499998,-0.435149,0
15.44,-6.72,-0.499998,-0.435233,0
15.46,-6.73,-0.499998,-0.435317,0
15.48,-6.74,-0.499998,-0.435401,0
15.5,-6.75,-0.499998,-0.435484,0
15.52,-6.76,-0.499998,-0.435567,0
15.54,-6.77,-0.499999,-0.43565,0
15.56,-6.78,-0.499999,-0.435733,0
15.58,-6.79,-0.499999,-0.435815,0
15.6,-6.8,-0.499999,-0.435898,0
15.62,-6.81,-0.499999,-0.43598,0
15.64,-6.82,-0.499999,-0.436061,0
15.66,-6.83,-0.499999,-0.436143,0
15.68,-6.84,-0.499999,-0.436225,0
15.7,-6.85,-0.499999,-0.436306,0
15.72,-6.86,-0.499999,-0.436387,0
15.74,-6.87,-0.499999,-0.436468,0
15.76,-6.88,-0.499999,-0.436548,0
15.78,-6.89,-0.499999,-0.436629,0
15.8,-6.9,-0.499999,-0.436709,0
15.82,-6.91,-0.499999,-0.436789,0
15.84,-6.92,-0.499999,-0.436869,0
15.86,-6.93,-0.499999,-0.436948,0
15.88,-6.94,-0.499999,-0.437028,0
15.9,-6.95,-0.499999,-0.437107,0
15.92,-6.96,-0.499999,-0.437186,0
15.94,-6.97,-0.499999,-0.437265,0
15.96,-6.98,-0.499999,-0.437343,0
15.98,-6.99,-0.499999,-0.437422,0
16,-7,-0.499999,-0.4375,0
16.02,-7.01,-0.499999,-0.437578,0
16.04,-7.02,-0.499999,-0.437656,0
16.06,-7.03,-0.499999,-0.437734,0
16.08,-7.04,-0.499999,-0.437811,0
16.1,-7.05,-0.499999,-0.437888,0
16.12,-7.06,-0.499999,-0.437965,0
16.14,-7.07,-0.499999,-0.438042,0
16.16,-7.08,-0.499999,-0.438119,0
16.18,-7.09,-0.499999,-0.438195,0
16.2,-7.1,-0.499999,-0.438272,0
16.22,-7.11,-0.499999,-0.438348,0
16.24,-7.12,-0.499999,-0.438424,0
16.26,-7.13,-0.499999,-0.438499,0
16.28,-7.14,-0.499999,-0.438575,0
16.3,-7.15,-0.499999,-0.43865,0
16.32,-7.16,-0.499999,-0.438726,0
16.34,-7.17,-0.499999,-0.438801,0
16.36,-7.18,-0.499999,-0.438875,0
16.38,-7.19,-0.499999,-0.43895,0
16.4,-7.2,-0.499999,-0.439024,0
16.42,-7.21,-0.499999,-0.439099,0
16.44,-7.22,-0.499999,-0.439173,0
16.46,-7.23,-0.499999,-0.439247,0
16.48,-7.24,-0.499999,-0.43932,0
16.5,-7.25,-0.499999,-0.439394,0
16.52,-7.26,-0.499999,-0.439467,0
16.54,-7.27,-0.499999,-0.439541,0
16.56,-7.28,-0.499999,-0.439614,0
16.58,-7.29,-0.499999,-0.439686,0
16.6,-7.3,-0.499999,-0.439759,0
16.62,-7.31,-0.499999,-0.439832,0
16.64,-7.32,-0.499999,-0.439904,0
16.66,-7.33,-0.499999,-0.439976,0
16.68,-7.34,-0.499999,-0.440048,0
16.7,-7.35,-0.5,-0.44012,0
16.72,-7.36,-0.5,-0.440191,0
16.74,-7.37,-0.5,-0.440263,0
16.76,-7.38,-0.5,-0.440334,0
16.78,-7.39,-0.5,-0.440405,0
16.8,-7.4,-0.5,-0.440476,0
16.82,-7.41,-0.5,-0.440547,0
16.84,-7.42,-0.5,-0.440618,0
16.86,-7.43,-0.5,-0.440688,0
16.88,-7.44,-0.5,-0.440758,0
16.9,-7.45,-0.5,-0.440828,0
16.92,-7.46,-0.5,-0.440898,0
16.94,-7.47,-0.5,-0.440968,0
16.96,-7.48,-0.5,-0.441038,0
16.98,-7.49,-0.5,-0.441107,0
17,-7.5,-0.5,-0.441176,0
17.02,-7.51,-0.5,-0.441246,0
17.04,-7.52,-0.5,-0.441315,0
17.06,-7.53,-0.5,-0.441383,0
17.08,-7.54,-0.5,-0.441452,0
17.1,-7.55,-0.5,-0.44152,0
17.12,-7.56,-0.5,-0.441589,0
17.14,-7.57,-0.5,-0.441657,0
17.16,-7.58,-0.5,-0.441725,0
17.18,-7.59,-0.5,-0.441793,0
17.2,-7.6,-0.5,-0.44186,0
17.22,-7.61,-0.5,-0.441928,0
17.24,-7.62,-0.5,-0.441995,0
17.26,-7.63,-0.5,-0.442063,0
17.28,-7.64,-0.5,-0.44213,0
17.3,-7.65,-0.5,-0.442197,0
17.32,-7.66,-0.5,-0.442263,0
17.34,-7.67,-0.5,-0.44233,0
17.36,-7.68,-0.5,-0.442396,0
17.38,-7.69,-0.5,-0.442463,0
17.4,-7.7,-0.5,-0.442529,0
17.42,-7.71,-0.5,-0.442595,0
17.44,-7.72,-0.5,-0.442661,0
17.46,-7.73,-0.5,-0.442726,0
17.48,-7.74,-0.5,-0.442792,0
17.5,-7.75,-0.5,-0.442857,0
17.52,-7.76,-0.5,-0.442922,0
17.54,-7.77,-0.5,-0.442987,0
17.56,-7.78,-0.5,-0.443052,0
17.58,-7.79,-0.5,-0.443117,0
17.6,-7.8,-0.5,-0.443182,0
17.62,-7.81,-0.5,-0.443246,0
17.64,-7.82,-0.5,-0.443311,0
17.66,-7.83,-0.5,-0.443375,0
17.68,-7.84,-0.5,-0.443439,0
17.7,-7.85,-0.5,-0.443503,0
17.72,-7.86,-0.5,-0.443567,0
17.74,-7.87,-0.5,-0.44363,0
17.76,-7.88,-0.5,-0.443694,0
17.78,-7.89,-0.5,-0.443757,0
17.8,-7.9,-0.5,-0.44382,0
17.82,-7.91,-0.5,-0.443883,0
17.84,-7.92,-0.5,-0.443946,0
17.86,-7.93,-0.5,-0.444009,0
17.88,-7.94,-0.5,-0.444072,0
17.9,-7.95,-0.5,-0.444134,0
17.92,-7.96,-0.5,-0.444196,0
17.94,-7.97,-0.5,-0.444259,0
17.96,-7.98,-0.5,-0.444321,0
17.98,-7.99,-0.5,-0.444383,0
18,-8,-0.5,-0.444444,0
18.02,-8.01,-0.5,-0.444506,0
18.04,-8.02,-0.5,-0.444568,0
18.06,-8.03,-0.5,-0.444629,0
18.08,-8.04,-0.5,-0.44469,0
18.1,-8.05,-0.5,-0.444751,0
18.12,-8.06,-0.5,-0.444812,0
18.14,-8.07,-0.5,-0.444873,0
18.16,-8.08,-0.5,-0.444934,0
18.18,-8.09,-0.5,-0.444995,0
18.2,-8.1,-0.5,-0.445055,0
18.22,-8.11,-0.5,-0.445115,0
18.24,-8.12,-0.5,-0.445175,0
18.26,-8.13,-0.5,-0.445235,0
18.28,-8.14,-0.5,-0.445295,0
18.3,-8.15,-0.5,-0.445355,0
18.32,-8.16,-0.5,-0.445415,0
18.34,-8.17,-0.5,-0.445474,0
18.36,-8.18,-0.5,-0.445534,0
18.38,-8.19,-0.5,-0.445593,0
18.4,-8.2,-0.5,-0.445652,0
18.42,-8.21,-0.5,-0.445711,0
18.44,-8.22,-0.5,-0.44577,0
18.46,-8.23,-0.5,-0.445829,0
18.48,-8.24,-0.5,-0.445887,0
18.5,-8.25,-0.5,-0.445946,0
18.52,-8.26,-0.5,-0.446004,0
18.54,-8.27,-0.5,-0.446063,0
18.56,-8.28,-0.5,-0.446121,0
18.58,-8.29,-0.5,-0.446179,0
18.6,-8.3,-0.5,-0.446237,0
18.62,-8.31,-0.5,-0.446294,0
18.64,-8.32,-0.5,-0.446352,0
18.66,-8.33,-0.5,-0.446409,0
18.68,-8.34,-0.5,-0.446467,0
18.7,-8.35,-0.5,-0.446524,0
18.72,-8.36,-0.5,-0.446581,0
18.74,-8.37,-0.5,-0.446638,0
18.76,-8.38,-0.5,-0.446695,0
18.78,-8.39,-0.5,-0.446752,0
18.8,-8.4,-0.5,-0.446809,0
18.82,-8.41,-0.5,-0.446865,0
18.84,-8.42,-0.5,-0.446921,0
18.86,-8.43,-0.5,-0.446978,0
18.88,-8.44,-0.5,-0.447034,0
18.9,-8.45,-0.5,-0.44709,0
18.92,-8.46,-0.5,-0.447146,0
18.94,-8.47,-0.5,-0.447202,0
18.96,-8.48,-0.5,-0.447257,0
18.98,-8.49,-0.5,-0.447313,0
19,-8.5,-0.5,-0.447368,0
19.02,-8.51,-0.5,-0.447424,0
19.04,-8.52,-0.5,-0.447479,0
19.06,-8.53,-0.5,-0.447534,0
19.08,-8.54,-0.5,-0.447589,0
19.1,-8.55,-0.5,-0.447644,0
19.12,-8.56,-0.5,-0.447699,0
19.14,-8.57,-0.5,-0.447753,0
19.16,-8.58,-0.5,-0.447808,0
19.18,-8.59,-0.5,-0.447862,0
19.2,-8.6,-0.5,-0.447917,0
19.22,-8.61,-0.5,-0.447971,0
19.24,-8.62,-0.5,-0.448025,0
19.26,-8.63,-0.5,-0.448079,0
19.28,-8.64,-0.5,-0.448133,0
19.3,-8.65,-0.5,-0.448187,0
19.32,-8.66,-0.5,-0.44824,0
19.34,-8.67,-0.5,-0.448294,0
19.36,-8.68,-0.5,-0.448347,0
19.38,-8.69,-0.5,-0.4484,0
19.4,-8.7,-0.5,-0.448454,0
19.42,-8.71,-0.5,-0.448507,0
19.44,-8.72,-0.5,-0.44856,0
19.46,-8.73,-0.5,-0.448613,0
19.48,-8.74,-0.5,-0.448665,0
19.5,-8.75,-0.5,-0.448718,0
19.52,-8.76,-0.5,-0.44877,0
19.54,-8.77,-0.5,-0.448823,0
19.56,-8.78,-0.5,-0.448875,0
19.58,-8.79,-0.5,-0.448927,0
19.6,-8.8,-0.5,-0.44898,0
19.62,-8.81,-0.5,-0.449032,0
19.64,-8.82,-0.5,-0.449084,0
19.66,-8.83,-0.5,-0.449135,0
19.68,-8.84,-0.5,-0.449187,0
19.7,-8.85,-0.5,-0.449239,0
19.72,-8.86,-0.5,-0.44929,0
19.74,-8.87,-0.5,-0.449341,0
19.76,-8.88,-0.5,-0.449393,0
19.78,-8.89,-0.5,-0.449444,0
19.8,-8.9,-0.5,-0.449495,0
19.82,-8.91,-0.5,-0.449546,0
19.84,-8.92,-0.5,-0.449597,0
19.86,-8.93,-0.5,-0.449648,0
19.88,-8.94,-0.5,-0.449698,0
19.9,-8.95,-0.5,-0.449749,0
19.92,-8.96,-0.5,-0.449799,0
19.94,-8.97,-0.5,-0.44985,0
19.96,-8.98,-0.5,-0.4499,0
19.98,-8.99,-0.5,-0.44995,0
20,-9,-0.5,-0.45,0
0.02,0.00399934,0.199901,0.199967,0.2
0.04,0.00799477,0.199611,0.199869,0.2
0.06,0.0119825,0.199135,0.199709,0.2
0.08,0.015959,0.198483,0.199487,0.2
0.1,0.0199207,0.197661,0.199207,0.2
0.12,0.0238643,0.196675,0.198869,0.2
0.14,0.0277867,0.195534,0.198476,0.2
0.16,0.0316847,0.194243,0.198029,0.2
0.18,0.0355555,0.192809,0.19753,0.2
0.2,0.0393962,0.191238,0.196981,0.2
0.22,0.0432041,0.189536,0.196382,0.2
0.24,0.0469768,0.187709,0.195737,0.2
0.26,0.0507117,0.185762,0.195045,0.2
0.28,0.0544065,0.183702,0.194309,0.2
0.3,0.058059,0.181532,0.19353,0.2
0.32,0.0616671,0.179258,0.19271,0.2
0.34,0.0652287,0.176886,0.191849,0.2
0.36,0.0687419,0.17442,0.19095,0.2
0.38,0.0722049,0.171864,0.190013,0.2
0.4,0.0756159,0.169224,0.18904,0.2
0.42,0.0789733,0.166503,0.188032,0.2
0.44,0.0822756,0.163706,0.18699,0.2
0.46,0.0855211,0.160837,0.185915,0.2
0.48,0.0887086,0.1579,0.18481,0.2
0.5,0.0918367,0.154898,0.183673,0.2
0.52,0.0949041,0.151836,0.182508,0.2
0.54,0.0979097,0.148716,0.181314,0.2
0.56,0.100852,0.145543,0.180094,0.2
0.58,0.103731,0.14232,0.178847,0.2
0.6,0.106545,0.139049,0.177575,0.2
0.62,0.109293,0.135735,0.176279,0.2
0.64,0.111974,0.13238,0.174959,0.2
0.66,0.114588,0.128987,0.173618,0.2
0.68,0.117133,0.125558,0.172255,0.2
0.7,0.11961,0.122098,0.170871,0.2
0.72,0.122017,0.118607,0.169468,0.2
0.74,0.124354,0.115089,0.168046,0.2
0.76,0.12662,0.111546,0.166606,0.2
0.78,0.128816,0.107981,0.165148,0.2
0.8,0.130939,0.104396,0.163674,0.2
0.82,0.132991,0.100793,0.162185,0.2
0.84,0.134971,0.0971737,0.16068,0.2
0.86,0.136878,0.0935407,0.159161,0.2
0.88,0.138713,0.0898959,0.157628,0.2
0.9,0.140474,0.0862412,0.156082,0.2
0.92,0.142162,0.0825783,0.154524,0.2
0.94,0.143777,0.078909,0.152954,0.2
0.96,0.145319,0.075235,0.151373,0.2
0.98,0.146786,0.071558,0.149782,0.2
1,0.148181,0.0678794,0.148181,0.2
1.02,0.149502,0.0642009,0.14657,0.2
1.04,0.150749,0.0605238,0.144951,0.2
1.06,0.151923,0.0568495,0.143323,0.2
1.08,0.153023,0.0531793,0.141688,0.2
1.1,0.15405,0.0495146,0.140045,0.2
1.12,0.155004,0.0458566,0.138396,0.2
1.14,0.155884,0.0422064,0.13674,0.2
1.16,0.156692,0.0385651,0.135079,0.2
1.18,0.157427,0.0349338,0.133413,0.2
1.2,0.158089,0.0313136,0.131741,0.2
1.22,0.158679,0.0277055,0.130065,0.2
1.24,0.159198,0.0241103,0.128385,0.2
1.26,0.159644,0.0205291,0.126702,0.2
1.28,0.160019,0.0169625,0.125015,0.2
1.3,0.160323,0.0134116,0.123325,0.2
1.32,0.160555,0.00987695,0.121633,0.2
1.34,0.160718,0.00635943,0.119939,0.2
1.36,0.16081,0.00285972,0.118243,0.2
1.38,0.160832,-0.000621522,0.116545,0.2
1.4,0.160785,-0.00408364,0.114847,0.2
1.42,0.160669,-0.00752604,0.113147,0.2
1.44,0.160484,-0.0109481,0.111447,0.2
1.46,0.160231,-0.0143494,0.109747,0.2
1.48,0.15991,-0.0177293,0.108048,0.2
1.5,0.159522,-0.0210873,0.106348,0.2
1.52,0.159067,-0.024423,0.104649,0.2
1.54,0.158545,-0.027736,0.102952,0.2
1.56,0.157958,-0.0310258,0.101255,0.2
1.58,0.157305,-0.0342921,0.0995599,0.2
1.6,0.156586,-0.0375345,0.0978664,0.2
1.62,0.155803,-0.0407527,0.0961749,0.2
1.64,0.154956,-0.0439463,0.0944856,0.2
1.66,0.154046,-0.0471152,0.0927986,0.2
1.68,0.153072,-0.0502589,0.0911142,0.2
1.7,0.152035,-0.0533772,0.0894326,0.2
1.72,0.150937,-0.05647,0.087754,0.2
1.74,0.149777,-0.0595371,0.0860787,0.2
1.76,0.148556,-0.0625781,0.0844066,0.2
1.78,0.147274,-0.065593,0.0827381,0.2
1.8,0.145932,-0.0685816,0.0810734,0.2
1.82,0.144531,-0.0715437,0.0794125,0.2
1.84,0.143071,-0.0744793,0.0777557,0.2
1.86,0.141552,-0.0773881,0.0761031,0.2
1.88,0.139975,-0.0802702,0.0744549,0.2
1.9,0.138341,-0.0831255,0.0728112,0.2
1.92,0.13665,-0.0859538,0.0711721,0.2
1.94,0.134903,-0.0887552,0.0695377,0.2
1.96,0.1331,-0.0915295,0.0679083,0.2
1.98,0.131242,-0.0942768,0.0662839,0.2
2,0.129329,-0.0969971,0.0646647,0.2
2.02,0.127363,-0.0996902,0.0630508,0.2
2.04,0.125342,-0.102356,0.0614422,0.2
2.06,0.123268,-0.104995,0.059839,0.2
2.08,0.121142,-0.107607,0.0582415,0.2
2.1,0.118964,-0.110193,0.0566497,0.2
2.12,0.116735,-0.112751,0.0550636,0.2
2.14,0.114454,-0.115282,0.0534834,0.2
2.16,0.112124,-0.117786,0.0519091,0.2
2.18,0.109743,-0.120264,0.0503409,0.2
2.2,0.107313,-0.122715,0.0487788,0.2
2.22,0.104835,-0.125139,0.0472229,0.2
2.24,0.102308,-0.127537,0.0456732,0.2
2.26,0.0997335,-0.129909,0.0441299,0.2
2.28,0.0971118,-0.132254,0.0425929,0.2
2.3,0.0944435,-0.134573,0.0410624,0.2
2.32,0.0917291,-0.136866,0.0395384,0.2
2.34,0.088969,-0.139133,0.038021,0.2
2.36,0.0861639,-0.141374,0.0365101,0.2
2.38,0.0833142,-0.14359,0.035006,0.2
2.4,0.0804205,-0.145779,0.0335085,0.2
2.42,0.0774832,-0.147944,0.0320179,0.2
2.44,0.0745029,-0.150083,0.030534,0.2
2.46,0.0714801,-0.152198,0.0290569,0.2
2.48,0.0684152,-0.154287,0.0275868,0.2
2.5,0.0653088,-0.156351,0.0261235,0.2
2.52,0.0621613,-0.158391,0.0246672,0.2
2.54,0.0589733,-0.160406,0.0232178,0.2
2.56,0.0557452,-0.162398,0.0217755,0.2
2.58,0.0524775,-0.164365,0.0203401,0.2
2.6,0.0491708,-0.166308,0.0189118,0.2
2.62,0.0458254,-0.168227,0.0174906,0.2
2.64,0.0424419,-0.170122,0.0160765,0.2
2.66,0.0390206,-0.171995,0.0146694,0.2
2.68,0.0355622,-0.173844,0.0132695,0.2
2.7,0.032067,-0.17567,0.0118767,0.2
2.72,0.0285356,-0.177473,0.010491,0.2
2.74,0.0249683,-0.179253,0.00911251,0.2
2.76,0.0213656,-0.181011,0.00774116,0.2
2.78,0.017728,-0.182747,0.00637697,0.2
2.8,0.0140559,-0.184461,0.00501995,0.2
2.82,0.0103497,-0.186153,0.0036701,0.2
2.84,0.00660989,-0.187823,0.00232743,0.2
2.86,0.00283691,-0.189471,0.000991928,0.2
2.88,-0.000968821,-0.191099,-0.000336396,0.2
2.9,-0.00480689,-0.192705,-0.00165755,0.2
2.92,-0.00867687,-0.19429,-0.00297153,0.2
2.94,-0.0125783,-0.195855,-0.00427835,0.2
2.96,-0.0165109,-0.197399,-0.00557801,0.2
2.98,-0.0204742,-0.198922,-0.00687052,0.2
3,-0.0244677,-0.200426,-0.00815589,0.2
3.02,-0.0284911,-0.20191,-0.00943413,0.2
3.04,-0.0325439,-0.203374,-0.0107052,0.2
3.06,-0.0366259,-0.204818,-0.0119692,0.2
3.08,-0.0407365,-0.206243,-0.0132261,0.2
3.1,-0.0448755,-0.207649,-0.014476,0.2
3.12,-0.0490424,-0.209036,-0.0157187,0.2
3.14,-0.0532368,-0.210405,-0.0169544,0.2
3.16,-0.0574584,-0.211754,-0.018183,0.2
3.18,-0.0617068,-0.213086,-0.0194047,0.2
3.2,-0.0659817,-0.214399,-0.0206193,0.2
3.22,-0.0702827,-0.215695,-0.0218269,0.2
