x,y,M,S
-0.937008,-0.84252,-0.0151733,0
-0.937008,-0.826772,-0.0151321,0
-0.937008,-0.811024,-0.0150909,0
-0.937008,-0.795276,-0.0150498,0
-0.937008,-0.779528,-0.0150089,0
-0.937008,-0.76378,-0.0149681,0
-0.937008,-0.748031,-0.0149274,0
-0.937008,-0.732283,-0.014887,0
-0.937008,-0.716535,-0.0148468,0
-0.937008,-0.700787,-0.0148068,0
-0.937008,-0.685039,-0.0147671,0
-0.937008,-0.669291,-0.0147276,0
-0.937008,-0.653543,-0.0146885,0
-0.937008,-0.637795,-0.0146497,0
-0.937008,-0.622047,-0.0146112,0
-0.937008,-0.606299,-0.0145731,0
-0.937008,-0.590551,-0.0145354,0
-0.937008,-0.574803,-0.0144982,0
-0.937008,-0.559055,-0.0144614,0
-0.937008,-0.543307,-0.0144251,0
-0.937008,-0.527559,-0.0143893,0
-0.937008,-0.511811,-0.0143541,0
-0.937008,-0.496063,-0.0143194,0
-0.937008,-0.480315,-0.0142854,0
-0.937008,-0.464567,-0.014252,0
-0.937008,-0.448819,-0.0142193,0
-0.937008,-0.433071,-0.0141873,0
-0.937008,-0.417323,-0.0141561,0
-0.937008,-0.401575,-0.0141256,0
-0.937008,-0.385827,-0.014096,0
-0.937008,-0.370079,-0.0140672,0
-0.937008,-0.354331,-0.0140393,0
-0.937008,-0.338583,-0.0140123,0
-0.937008,-0.322835,-0.0139862,0
-0.937008,-0.307087,-0.0139612,0
-0.937008,-0.291339,-0.0139371,0
-0.937008,-0.275591,-0.0139141,0
-0.937008,-0.259843,-0.0138922,0
-0.937008,-0.244094,-0.0138714,0
-0.937008,-0.228346,-0.0138518,0
-0.937008,-0.212598,-0.0138333,0
-0.937008,-0.19685,-0.013816,0
-0.937008,-0.181102,-0.0137999,0
-0.937008,-0.165354,-0.0137851,0
-0.937008,-0.149606,-0.0137715,0
-0.937008,-0.133858,-0.0137592,0
-0.937008,-0.11811,-0.0137483,0
-0.937008,-0.102362,-0.0137387,0
-0.937008,-0.0866142,-0.0137304,0
-0.937008,-0.0708661,-0.0137235,0
-0.937008,-0.0551181,-0.0137179,0
-0.937008,-0.0393701,-0.0137137,0
-0.937008,-0.023622,-0.013711,0
-0.937008,-0.00787402,-0.0137096,0
-0.937008,0.00787402,-0.0137096,0
-0.937008,0.023622,-0.013711,0
-0.937008,0.0393701,-0.0137137,0
-0.937008,0.0551181,-0.0137179,0
-0.937008,0.0708661,-0.0137235,0
-0.937008,0.0866142,-0.0137304,0
-0.937008,0.102362,-0.0137387,0
-0.937008,0.11811,-0.0137483,0
-0.937008,0.133858,-0.0137592,0
-0.937008,0.149606,-0.0137715,0
-0.937008,0.165354,-0.0137851,0
-0.937008,0.181102,-0.0137999,0
-0.937008,0.19685,-0.013816,0
-0.937008,0.212598,-0.0138333,0
-0.937008,0.228346,-0.0138518,0
