t,x,v,E,method
38.8301,1,0,0.5,pVerlet
38.9557,1,0,0.5,pVerlet
39.0814,1,0,0.5,pVerlet
39.2071,1,0,0.5,pVerlet
39.3327,1,0,0.5,pVerlet
39.4584,1,0,0.5,pVerlet
39.5841,1,0,0.5,pVerlet
39.7097,1,0,0.5,pVerlet
39.8354,1,0,0.5,pVerlet
39.9611,1,0,0.5,pVerlet
40.0867,1,0,0.5,pVerlet
40.2124,1,0,0.5,pVerlet
40.338,1,0,0.5,pVerlet
40.4637,1,0,0.5,pVerlet
40.5894,1,0,0.5,pVerlet
40.715,1,0,0.5,pVerlet
40.8407,1,0,0.5,pVerlet
40.9664,1,0,0.5,pVerlet
41.092,1,0,0.5,pVerlet
41.2177,1,0,0.5,pVerlet
41.3434,1,0,0.5,pVerlet
41.469,1,0,0.5,pVerlet
41.5947,1,0,0.5,pVerlet
41.7204,1,0,0.5,pVerlet
41.846,1,0,0.5,pVerlet
41.9717,1,0,0.5,pVerlet
42.0973,1,0,0.5,pVerlet
42.223,1,0,0.5,pVerlet
42.3487,1,0,0.5,pVerlet
42.4743,1,0,0.5,pVerlet
42.6,1,0,0.5,pVerlet
42.7257,1,0,0.5,pVerlet
42.8513,1,0,0.5,pVerlet
42.977,1,0,0.5,pVerlet
43.1027,1,0,0.5,pVerlet
43.2283,1,0,0.5,pVerlet
43.354,1,0,0.5,pVerlet
43.4796,1,0,0.5,pVerlet
43.6053,1,0,0.5,pVerlet
43.731,1,0,0.5,pVerlet
43.8566,1,0,0.5,pVerlet
43.9823,1,0,0.5,pVerlet
44.108,1,0,0.5,pVerlet
44.2336,1,0,0.5,pVerlet
44.3593,1,0,0.5,pVerlet
44.485,1,0,0.5,pVerlet
44.6106,1,0,0.5,pVerlet
44.7363,1,0,0.5,pVerlet
44.8619,1,0,0.5,pVerlet
44.9876,1,0,0.5,pVerlet
45.1133,1,0,0.5,pVerlet
45.2389,1,0,0.5,pVerlet
45.3646,1,0,0.5,pVerlet
45.4903,1,0,0.5,pVerlet
45.6159,1,0,0.5,pVerlet
45.7416,1,0,0.5,pVerlet
45.8673,1,0,0.5,pVerlet
45.9929,1,0,0.5,pVerlet
46.1186,1,0,0.5,pVerlet
46.2442,1,0,0.5,pVerlet
46.3699,1,0,0.5,pVerlet
46.4956,1,0,0.5,pVerlet
46.6212,1,0,0.5,pVerlet
46.7469,1,0,0.5,pVerlet
46.8726,1,0,0.5,pVerlet
46.9982,1,0,0.5,pVerlet
47.1239,1,0,0.5,pVerlet
47.2496,1,0,0.5,pVerlet
47.3752,1,0,0.5,pVerlet
47.5009,1,0,0.5,pVerlet
47.6265,1,0,0.5,pVerlet
47.7522,1,0,0.5,pVerlet
47.8779,1,0,0.5,pVerlet
48.0035,1,0,0.5,pVerlet
48.1292,1,0,0.5,pVerlet
48.2549,1,0,0.5,pVerlet
48.3805,1,0,0.5,pVerlet
48.5062,1,0,0.5,pVerlet
48.6319,1,0,0.5,pVerlet
48.7575,1,0,0.5,pVerlet
48.8832,1,0,0.5,pVerlet
49.0088,1,0,0.5,pVerlet
49.1345,1,0,0.5,pVerlet
49.2602,1,0,0.5,pVerlet
49.3858,1,0,0.5,pVerlet
49.5115,1,0,0.5,pVerlet
49.6372,1,0,0.5,pVerlet
49.7628,1,0,0.5,pVerlet
49.8885,1,0,0.5,pVerlet
50.0142,1,0,0.5,pVerlet
50.1398,1,0,0.5,pVerlet
50.2655,1,0,0.5,pVerlet
50.3911,1,0,0.5,pVerlet
50.5168,1,0,0.5,pVerlet
50.6425,1,0,0.5,pVerlet
50.7681,1,0,0.5,pVerlet
50.8938,1,0,0.5,pVerlet
51.0195,1,0,0.5,pVerlet
51.1451,1,0,0.5,pVerlet
51.2708,1,0,0.5,pVerlet
51.3965,1,0,0.5,pVerlet
51.5221,1,0,0.5,pVerlet
51.6478,1,0,0.5,pVerlet
51.7734,1,0,0.5,pVerlet
51.8991,1,0,0.5,pVerlet
52.0248,1,0,0.5,pVerlet
52.1504,1,0,0.5,pVerlet
52.2761,1,0,0.5,pVerlet
52.4018,1,0,0.5,pVerlet
52.5274,1,0,0.5,pVerlet
52.6531,1,0,0.5,pVerlet
52.7788,1,0,0.5,pVerlet
52.9044,1,0,0.5,pVerlet
53.0301,1,0,0.5,pVerlet
53.1557,1,0,0.5,pVerlet
53.2814,1,0,0.5,pVerlet
53.4071,1,0,0.5,pVerlet
53.5327,1,0,0.5,pVerlet
53.6584,1,0,0.5,pVerlet
53.7841,1,0,0.5,pVerlet
53.9097,1,0,0.5,pVerlet
54.0354,1,0,0.5,pVerlet
54.1611,1,0,0.5,pVerlet
54.2867,1,0,0.5,pVerlet
54.4124,1,0,0.5,pVerlet
54.538,1,0,0.5,pVerlet
54.6637,1,0,0.5,pVerlet
54.7894,1,0,0.5,pVerlet
54.915,1,0,0.5,pVerlet
55.0407,1,0,0.5,pVerlet
55.1664,1,0,0.5,pVerlet
55.292,1,0,0.5,pVerlet
55.4177,1,0,0.5,pVerlet
55.5434,1,0,0.5,pVerlet
55.669,1,0,0.5,pVerlet
55.7947,1,0,0.5,pVerlet
55.9203,1,0,0.5,pVerlet
56.046,1,0,0.5,pVerlet
56.1717,1,0,0.5,pVerlet
56.2973,1,0,0.5,pVerlet
56.423,1,0,0.5,pVerlet
56.5487,1,0,0.5,pVerlet
56.6743,1,0,0.5,pVerlet
56.8,1,0,0.5,pVerlet
56.9257,1,0,0.5,pVerlet
57.0513,1,0,0.5,pVerlet
57.177,1,0,0.5,pVerlet
57.3027,1,0,0.5,pVerlet
57.4283,1,0,0.5,pVerlet
57.554,1,0,0.5,pVerlet
57.6796,1,0,0.5,pVerlet
57.8053,1,0,0.5,pVerlet
57.931,1,0,0.5,pVerlet
58.0566,1,0,0.5,pVerlet
58.1823,1,0,0.5,pVerlet
58.308,1,0,0.5,pVerlet
58.4336,1,0,0.5,pVerlet
58.5593,1,0,0.5,pVerlet
58.685,1,0,0.5,pVerlet
58.8106,1,0,0.5,pVerlet
58.9363,1,0,0.5,pVerlet
59.0619,1,0,0.5,pVerlet
59.1876,1,0,0.5,pVerlet
59.3133,1,0,0.5,pVerlet
59.4389,1,0,0.5,pVerlet
59.5646,1,0,0.5,pVerlet
59.6903,1,0,0.5,pVerlet
59.8159,1,0,0.5,pVerlet
59.9416,1,0,0.5,pVerlet
60.0673,1,0,0.5,pVerlet
60.1929,1,0,0.5,pVerlet
60.3186,1,0,0.5,pVerlet
60.4442,1,0,0.5,pVerlet
60.5699,1,0,0.5,pVerlet
60.6956,1,0,0.5,pVerlet
60.8212,1,0,0.5,pVerlet
60.9469,1,0,0.5,pVerlet
61.0726,1,0,0.5,pVerlet
61.1982,1,0,0.5,pVerlet
61.3239,1,0,0.5,pVerlet
61.4496,1,0,0.5,pVerlet
61.5752,1,0,0.5,pVerlet
61.7009,1,0,0.5,pVerlet
61.8265,1,0,0.5,pVerlet
61.9522,1,0,0.5,pVerlet
62.0779,1,0,0.5,pVerlet
62.2035,1,0,0.5,pVerlet
62.3292,1,0,0.5,pVerlet
62.4549,1,0,0.5,pVerlet
62.5805,1,0,0.5,pVerlet
62.7062,1,0,0.5,pVerlet
