t,y,abs_err,rel_err,h
0.949219,0.638133,0.00153382,0.00239784,0.00390625
0.953125,0.635767,0.00153738,0.00241232,0.00390625
0.957031,0.6334,0.00154092,0.00242687,0.00390625
0.960938,0.631032,0.00154441,0.00244147,0.00390625
0.964844,0.628663,0.00154788,0.00245612,0.00390625
0.96875,0.626294,0.0015513,0.00247084,0.00390625
0.972656,0.623924,0.00155469,0.00248561,0.00390625
0.976562,0.621553,0.00155805,0.00250043,0.00390625
0.980469,0.619182,0.00156137,0.00251532,0.00390625
0.984375,0.616811,0.00156465,0.00253027,0.00390625
0.988281,0.614439,0.0015679,0.00254527,0.00390625
0.992188,0.612067,0.00157112,0.00256033,0.00390625
0.996094,0.609695,0.00157429,0.00257545,0.00390625
1,0.607322,0.00157743,0.00259063,0.00390625
1.00391,0.60495,0.00158054,0.00260587,0.00390625
1.00781,0.602578,0.00158361,0.00262117,0.00390625
1.01172,0.600206,0.00158664,0.00263653,0.00390625
1.01562,0.597834,0.00158964,0.00265195,0.00390625
1.01953,0.595462,0.0015926,0.00266742,0.00390625
1.02344,0.59309,0.00159552,0.00268296,0.00390625
1.02734,0.590719,0.00159841,0.00269856,0.00390625
1.03125,0.588349,0.00160126,0.00271422,0.00390625
1.03516,0.585979,0.00160407,0.00272995,0.00390625
1.03906,0.583609,0.00160684,0.00274573,0.00390625
1.04297,0.58124,0.00160958,0.00276157,0.00390625
1.04688,0.578872,0.00161229,0.00277748,0.00390625
1.05078,0.576505,0.00161495,0.00279345,0.00390625
1.05469,0.574139,0.00161758,0.00280948,0.00390625
1.05859,0.571773,0.00162017,0.00282558,0.00390625
1.0625,0.569409,0.00162272,0.00284173,0.00390625
1.06641,0.567046,0.00162523,0.00285795,0.00390625
1.07031,0.564684,0.00162771,0.00287424,0.00390625
1.07422,0.562323,0.00163015,0.00289058,0.00390625
1.07812,0.559963,0.00163255,0.00290699,0.00390625
1.08203,0.557605,0.00163492,0.00292347,0.00390625
1.08594,0.555248,0.00163725,0.00294,0.00390625
1.08984,0.552893,0.00163953,0.00295661,0.00390625
1.09375,0.550539,0.00164179,0.00297328,0.00390625
1.09766,0.548187,0.001644,0.00299001,0.00390625
1.10156,0.545836,0.00164617,0.00300681,0.00390625
1.10547,0.543488,0.00164831,0.00302367,0.00390625
1.10938,0.541141,0.00165041,0.0030406,0.00390625
1.11328,0.538796,0.00165247,0.00305759,0.00390625
1.11719,0.536453,0.00165449,0.00307465,0.00390625
1.12109,0.534112,0.00165648,0.00309178,0.00390625
1.125,0.531773,0.00165842,0.00310897,0.00390625
1.12891,0.529436,0.00166033,0.00312623,0.00390625
1.13281,0.527101,0.0016622,0.00314356,0.00390625
1.13672,0.524769,0.00166403,0.00316095,0.00390625
1.14062,0.522438,0.00166582,0.00317841,0.00390625
1.14453,0.520111,0.00166757,0.00319594,0.00390625
1.14844,0.517785,0.00166929,0.00321354,0.00390625
1.15234,0.515462,0.00167096,0.0032312,0.00390625
1.15625,0.513142,0.0016726,0.00324894,0.00390625
1.16016,0.510825,0.0016742,0.00326674,0.00390625
1.16406,0.50851,0.00167576,0.00328461,0.00390625
1.16797,0.506197,0.00167728,0.00330255,0.00390625
1.17188,0.503888,0.00167876,0.00332056,0.00390625
1.17578,0.501581,0.00168021,0.00333864,0.00390625
1.17969,0.499278,0.00168161,0.00335678,0.00390625
1.18359,0.496977,0.00168298,0.003375,0.00390625
1.1875,0.494679,0.00168431,0.00339329,0.00390625
1.19141,0.492384,0.00168559,0.00341165,0.00390625
1.19531,0.490093,0.00168684,0.00343008,0.00390625
1.19922,0.487805,0.00168805,0.00344858,0.00390625
1.20312,0.485519,0.00168923,0.00346715,0.00390625
1.20703,0.483238,0.00169036,0.00348579,0.00390625
1.21094,0.480959,0.00169145,0.00350451,0.00390625
1.21484,0.478684,0.00169251,0.00352329,0.00390625
1.21875,0.476413,0.00169352,0.00354215,0.00390625
1.22266,0.474144,0.0016945,0.00356108,0.00390625
1.22656,0.47188,0.00169544,0.00358008,0.00390625
1.23047,0.469619,0.00169634,0.00359916,0.00390625
1.23438,0.467362,0.0016972,0.00361831,0.00390625
1.23828,0.465108,0.00169802,0.00363753,0.00390625
1.24219,0.462859,0.00169881,0.00365683,0.00390625
1.24609,0.460613,0.00169955,0.00367619,0.00390625
1.25,0.458371,0.00170025,0.00369564,0.00390625
1.25391,0.456132,0.00170092,0.00371515,0.00390625
1.25781,0.453898,0.00170155,0.00373474,0.00390625
1.26172,0.451668,0.00170214,0.00375441,0.00390625
1.26562,0.449442,0.00170269,0.00377415,0.00390625
1.26953,0.44722,0.0017032,0.00379397,0.00390625
1.27344,0.445002,0.00170367,0.00381386,0.00390625
1.27734,0.442789,0.00170411,0.00383382,0.00390625
1.28125,0.440579,0.0017045,0.00385386,0.00390625
1.28516,0.438374,0.00170486,0.00387398,0.00390625
1.28906,0.436174,0.00170518,0.00389418,0.00390625
1.29297,0.433977,0.00170546,0.00391445,0.00390625
1.29688,0.431785,0.0017057,0.00393479,0.00390625
1.30078,0.429598,0.0017059,0.00395522,0.00390625
1.30469,0.427415,0.00170606,0.00397572,0.00390625
1.30859,0.425237,0.00170619,0.0039963,0.00390625
1.3125,0.423063,0.00170628,0.00401695,0.00390625
1.31641,0.420894,0.00170633,0.00403768,0.00390625
1.32031,0.41873,0.00170634,0.0040585,0.00390625
1.32422,0.41657,0.00170631,0.00407939,0.00390625
1.32812,0.414415,0.00170625,0.00410035,0.00390625
1.33203,0.412265,0.00170614,0.0041214,0.00390625
1.33594,0.41012,0.001706,0.00414253,0.00390625
1.33984,0.40798,0.00170582,0.00416373,0.00390625
1.34375,0.405845,0.00170561,0.00418502,0.00390625
1.34766,0.403715,0.00170535,0.00420638,0.00390625
1.35156,0.401589,0.00170506,0.00422782,0.00390625
1.35547,0.399469,0.00170473,0.00424935,0.00390625
1.35938,0.397354,0.00170436,0.00427095,0.00390625
1.36328,0.395244,0.00170395,0.00429264,0.00390625
1.36719,0.393139,0.00170351,0.0043144,0.00390625
1.37109,0.39104,0.00170303,0.00433625,0.00390625
1.375,0.388945,0.00170251,0.00435818,0.00390625
1.37891,0.386856,0.00170196,0.00438018,0.00390625
1.38281,0.384772,0.00170136,0.00440228,0.00390625
1.38672,0.382694,0.00170073,0.00442445,0.00390625
1.39062,0.380621,0.00170007,0.0044467,0.00390625
1.39453,0.378553,0.00169936,0.00446904,0.00390625
1.39844,0.376491,0.00169862,0.00449146,0.00390625
1.40234,0.374435,0.00169785,0.00451396,0.00390625
1.40625,0.372384,0.00169703,0.00453655,0.00390625
1.41016,0.370338,0.00169618,0.00455922,0.00390625
1.41406,0.368298,0.0016953,0.00458197,0.00390625
1.41797,0.366264,0.00169437,0.0046048,0.00390625
1.42188,0.364235,0.00169342,0.00462772,0.00390625
1.42578,0.362212,0.00169242,0.00465073,0.00390625
1.42969,0.360195,0.00169139,0.00467382,0.00390625
1.43359,0.358183,0.00169032,0.00469699,0.00390625
1.4375,0.356177,0.00168922,0.00472025,0.00390625
1.44141,0.354177,0.00168808,0.00474359,0.00390625
1.44531,0.352183,0.0016869,0.00476702,0.00390625
1.44922,0.350195,0.00168569,0.00479053,0.00390625
1.45312,0.348212,0.00168445,0.00481413,0.00390625
1.45703,0.346236,0.00168317,0.00483782,0.00390625
1.46094,0.344265,0.00168185,0.00486159,0.00390625
1.46484,0.3423,0.0016805,0.00488545,0.00390625
1.46875,0.340342,0.00167912,0.00490939,0.00390625
1.47266,0.338389,0.00167769,0.00493343,0.00390625
1.47656,0.336442,0.00167624,0.00495755,0.00390625
1.48047,0.334502,0.00167475,0.00498175,0.00390625
1.48438,0.332567,0.00167322,0.00500605,0.00390625
1.48828,0.330639,0.00167167,0.00503043,0.00390625
1.49219,0.328717,0.00167007,0.0050549,0.00390625
1.49609,0.326801,0.00166845,0.00507946,0.00390625
1.5,0.324891,0.00166679,0.0051041,0.00390625
1.50391,0.322987,0.00166509,0.00512884,0.00390625
1.50781,0.32109,0.00166336,0.00515366,0.00390625
1.51172,0.319199,0.0016616,0.00517858,0.00390625
1.51562,0.317314,0.00165981,0.00520358,0.00390625
1.51953,0.315435,0.00165798,0.00522867,0.00390625
1.52344,0.313563,0.00165612,0.00525386,0.00390625
1.52734,0.311697,0.00165422,0.00527913,0.00390625
1.53125,0.309837,0.00165229,0.00530449,0.00390625
1.53516,0.307984,0.00165033,0.00532995,0.00390625
1.53906,0.306137,0.00164834,0.00535549,0.00390625
1.54297,0.304297,0.00164632,0.00538113,0.00390625
1.54688,0.302463,0.00164426,0.00540685,0.00390625
1.55078,0.300635,0.00164217,0.00543267,0.00390625
1.55469,0.298814,0.00164005,0.00545858,0.00390625
1.55859,0.296999,0.0016379,0.00548458,0.00390625
1.5625,0.295191,0.00163572,0.00551068,0.00390625
1.56641,0.293389,0.0016335,0.00553687,0.00390625
1.57031,0.291594,0.00163125,0.00556314,0.00390625
1.57422,0.289805,0.00162898,0.00558952,0.00390625
1.57812,0.288023,0.00162667,0.00561598,0.00390625
1.58203,0.286248,0.00162433,0.00564254,0.00390625
1.58594,0.284479,0.00162196,0.00566919,0.00390625
1.58984,0.282716,0.00161956,0.00569594,0.00390625
1.59375,0.280961,0.00161713,0.00572278,0.00390625
1.59766,0.279211,0.00161467,0.00574971,0.00390625
1.60156,0.277469,0.00161218,0.00577674,0.00390625
1.60547,0.275733,0.00160966,0.00580386,0.00390625
1.60938,0.274004,0.00160711,0.00583108,0.00390625
1.61328,0.272281,0.00160453,0.00585839,0.00390625
1.61719,0.270565,0.00160192,0.0058858,0.00390625
1.62109,0.268856,0.00159929,0.0059133,0.00390625
1.625,0.267154,0.00159662,0.0059409,0.00390625
1.62891,0.265458,0.00159393,0.0059686,0.00390625
1.63281,0.263769,0.0015912,0.00599639,0.00390625
1.63672,0.262086,0.00158845,0.00602428,0.00390625
1.64062,0.260411,0.00158567,0.00605226,0.00390625
1.64453,0.258742,0.00158286,0.00608035,0.00390625
1.64844,0.25708,0.00158003,0.00610853,0.00390625
1.65234,0.255424,0.00157717,0.0061368,0.00390625
1.65625,0.253776,0.00157428,0.00616518,0.00390625
1.66016,0.252134,0.00157136,0.00619365,0.00390625
1.66406,0.250499,0.00156842,0.00622222,0.00390625
1.66797,0.248871,0.00156545,0.00625088,0.00390625
1.67188,0.247249,0.00156245,0.00627965,0.00390625
1.67578,0.245634,0.00155943,0.00630852,0.00390625
1.67969,0.244026,0.00155638,0.00633748,0.00390625
1.68359,0.242425,0.0015533,0.00636654,0.00390625
1.6875,0.240831,0.0015502,0.00639571,0.00390625
1.69141,0.239243,0.00154707,0.00642497,0.00390625
1.69531,0.237663,0.00154392,0.00645433,0.00390625
1.69922,0.236089,0.00154074,0.00648379,0.00390625
1.70312,0.234522,0.00153754,0.00651336,0.00390625
1.70703,0.232962,0.00153431,0.00654302,0.00390625
1.71094,0.231408,0.00153106,0.00657278,0.00390625
1.71484,0.229862,0.00152778,0.00660265,0.00390625
1.71875,0.228322,0.00152448,0.00663262,0.00390625
1.72266,0.226789,0.00152116,0.00666268,0.00390625
1.72656,0.225263,0.00151781,0.00669285,0.00390625
1.73047,0.223744,0.00151444,0.00672312,0.00390625
1.73438,0.222231,0.00151104,0.0067535,0.00390625
1.73828,0.220726,0.00150762,0.00678397,0.00390625
1.74219,0.219227,0.00150418,0.00681455,0.00390625
1.74609,0.217735,0.00150072,0.00684523,0.00390625
1.75,0.21625,0.00149723,0.00687601,0.00390625
1.75391,0.214771,0.00149372,0.0069069,0.00390625
1.75781,0.2133,0.00149019,0.00693789,0.00390625
1.76172,0.211835,0.00148664,0.00696899,0.00390625
1.76562,0.210378,0.00148306,0.00700018,0.00390625
1.76953,0.208927,0.00147947,0.00703149,0.00390625
1.77344,0.207482,0.00147585,0.00706289,0.00390625
1.77734,0.206045,0.00147221,0.00709441,0.00390625
1.78125,0.204615,0.00146855,0.00712602,0.00390625
1.78516,0.203191,0.00146487,0.00715774,0.00390625
1.78906,0.201774,0.00146117,0.00718957,0.00390625
1.79297,0.200364,0.00145745,0.0072215,0.00390625
1.79688,0.198961,0.00145371,0.00725354,0.00390625
1.80078,0.197564,0.00144995,0.00728568,0.00390625
1.80469,0.196174,0.00144617,0.00731793,0.00390625
1.80859,0.194791,0.00144237,0.00735029,0.00390625
1.8125,0.193415,0.00143856,0.00738275,0.00390625
1.81641,0.192046,0.00143472,0.00741532,0.00390625
1.82031,0.190683,0.00143086,0.00744799,0.00390625
1.82422,0.189327,0.00142699,0.00748078,0.00390625
1.82812,0.187978,0.0014231,0.00751367,0.00390625
1.83203,0.186636,0.00141919,0.00754667,0.00390625
1.83594,0.1853,0.00141526,0.00757977,0.00390625
1.83984,0.183971,0.00141132,0.00761299,0.00390625
1.84375,0.182649,0.00140735,0.00764631,0.00390625
1.84766,0.181334,0.00140337,0.00767974,0.00390625
1.85156,0.180025,0.00139938,0.00771329,0.00390625
1.85547,0.178723,0.00139536,0.00774694,0.00390625
1.85938,0.177427,0.00139133,0.00778069,0.00390625
1.86328,0.176139,0.00138729,0.00781456,0.00390625
1.86719,0.174857,0.00138323,0.00784854,0.00390625
1.87109,0.173581,0.00137915,0.00788263,0.00390625
1.875,0.172313,0.00137506,0.00791683,0.00390625
1.87891,0.171051,0.00137095,0.00795114,0.00390625
1.88281,0.169795,0.00136682,0.00798556,0.00390625
1.88672,0.168546,0.00136269,0.00802009,0.00390625
1.89062,0.167304,0.00135853,0.00805473,0.00390625
1.89453,0.166069,0.00135437,0.00808948,0.00390625
1.89844,0.16484,0.00135018,0.00812434,0.00390625
1.90234,0.163617,0.00134599,0.00815932,0.00390625
1.90625,0.162401,0.00134178,0.00819441,0.00390625
1.91016,0.161192,0.00133756,0.00822961,0.00390625
1.91406,0.159989,0.00133332,0.00826492,0.00390625
1.91797,0.158793,0.00132907,0.00830035,0.00390625
1.92188,0.157604,0.00132481,0.00833588,0.00390625
1.92578,0.15642,0.00132053,0.00837153,0.00390625
1.92969,0.155244,0.00131625,0.0084073,0.00390625
1.93359,0.154073,0.00131195,0.00844318,0.00390625
1.9375,0.15291,0.00130763,0.00847917,0.00390625
1.94141,0.151752,0.00130331,0.00851527,0.00390625
1.94531,0.150602,0.00129898,0.00855149,0.00390625
1.94922,0.149457,0.00129463,0.00858783,0.00390625
1.95312,0.148319,0.00129027,0.00862427,0.00390625
1.95703,0.147188,0.00128591,0.00866084,0.00390625
1.96094,0.146062,0.00128153,0.00869752,0.00390625
1.96484,0.144944,0.00127714,0.00873431,0.00390625
1.96875,0.143831,0.00127274,0.00877122,0.00390625
1.97266,0.142725,0.00126833,0.00880824,0.00390625
1.97656,0.141625,0.00126391,0.00884538,0.00390625
1.98047,0.140532,0.00125948,0.00888264,0.00390625
1.98438,0.139445,0.00125504,0.00892002,0.00390625
1.98828,0.138364,0.0012506,0.00895751,0.00390625
1.99219,0.137289,0.00124614,0.00899511,0.00390625
1.99609,0.136221,0.00124167,0.00903284,0.00390625
2,0.135158,0.0012372,0.00907068,0.00390625
2.00391,0.134103,0.00123272,0.00910864,0.00390625
2.00781,0.133053,0.00122823,0.00914671,0.00390625
2.01172,0.132009,0.00122373,0.00918491,0.00390625
2.01562,0.130972,0.00121923,0.00922322,0.00390625
2.01953,0.129941,0.00121472,0.00926165,0.00390625
2.02344,0.128916,0.0012102,0.0093002,0.00390625
2.02734,0.127897,0.00120567,0.00933887,0.00390625
2.03125,0.126884,0.00120114,0.00937765,0.00390625
2.03516,0.125877,0.0011966,0.00941656,0.00390625
2.03906,0.124876,0.00119205,0.00945559,0.00390625
2.04297,0.123882,0.0011875,0.00949473,0.00390625
2.04688,0.122893,0.00118294,0.009534,0.00390625
2.05078,0.12191,0.00117838,0.00957338,0.00390625
2.05469,0.120934,0.00117381,0.00961289,0.00390625
2.05859,0.119963,0.00116923,0.00965252,0.00390625
2.0625,0.118999,0.00116465,0.00969226,0.00390625
2.06641,0.11804,0.00116007,0.00973213,0.00390625
2.07031,0.117087,0.00115548,0.00977212,0.00390625
2.07422,0.11614,0.00115089,0.00981223,0.00390625
2.07812,0.115199,0.00114629,0.00985247,0.00390625
2.08203,0.114264,0.00114169,0.00989282,0.00390625
2.08594,0.113335,0.00113708,0.0099333,0.00390625
2.08984,0.112411,0.00113247,0.0099739,0.00390625
2.09375,0.111494,0.00112786,0.0100146,0.00390625
2.09766,0.110582,0.00112324,0.0100555,0.00390625
2.10156,0.109676,0.00111863,0.0100964,0.00390625
2.10547,0.108775,0.001114,0.0101375,0.00390625
2.10938,0.107881,0.00110938,0.0101787,0.00390625
2.11328,0.106992,0.00110475,0.0102201,0.00390625
2.11719,0.106108,0.00110012,0.0102615,0.00390625
2.12109,0.105231,0.00109549,0.0103031,0.00390625
2.125,0.104359,0.00109086,0.0103448,0.00390625
2.12891,0.103493,0.00108623,0.0103867,0.00390625
2.13281,0.102632,0.00108159,0.0104286,0.00390625
2.13672,0.101777,0.00107695,0.0104707,0.00390625
2.14062,0.100928,0.00107232,0.0105129,0.00390625
2.14453,0.100084,0.00106768,0.0105553,0.00390625
2.14844,0.0992452,0.00106304,0.0105977,0.00390625
2.15234,0.0984123,0.0010584,0.0106403,0.00390625
2.15625,0.0975849,0.00105376,0.010683,0.00390625
2.16016,0.096763,0.00104912,0.0107259,0.00390625
2.16406,0.0959465,0.00104448,0.0107688,0.00390625
2.16797,0.0951354,0.00103984,0.0108119,0.00390625
2.17188,0.0943297,0.0010352,0.0108551,0.00390625
2.17578,0.0935295,0.00103056,0.0108985,0.00390625
2.17969,0.0927345,0.00102592,0.0109419,0.00390625
2.18359,0.091945,0.00102128,0.0109855,0.00390625
2.1875,0.0911607,0.00101665,0.0110293,0.00390625
2.19141,0.0903817,0.00101202,0.0110731,0.00390625
2.19531,0.0896081,0.00100738,0.0111171,0.00390625
2.19922,0.0888396,0.00100275,0.0111612,0.00390625
2.20312,0.0880764,0.000998122,0.0112055,0.00390625
2.20703,0.0873185,0.000993495,0.0112498,0.00390625
2.21094,0.0865657,0.000988871,0.0112943,0.00390625
2.21484,0.085818,0.000984249,0.011339,0.00390625
2.21875,0.0850756,0.000979629,0.0113837,0.00390625
2.22266,0.0843382,0.000975012,0.0114286,0.00390625
2.22656,0.083606,0.000970398,0.0114736,0.00390625
2.23047,0.0828788,0.000965788,0.0115188,0.00390625
2.23438,0.0821567,0.00096118,0.0115641,0.00390625
2.23828,0.0814396,0.000956576,0.0116095,0.00390625
2.24219,0.0807276,0.000951976,0.011655,0.00390625
2.24609,0.0800205,0.00094738,0.0117007,0.00390625
2.25,0.0793184,0.000942787,0.0117465,0.00390625
2.25391,0.0786213,0.000938199,0.0117924,0.00390625
2.25781,0.0779291,0.000933615,0.0118385,0.00390625
2.26172,0.0772418,0.000929036,0.0118847,0.00390625
2.26562,0.0765594,0.000924461,0.011931,0.00390625
2.26953,0.0758818,0.000919891,0.0119775,0.00390625
2.27344,0.0752091,0.000915325,0.0120241,0.00390625
2.27734,0.0745412,0.000910765,0.0120708,0.00390625
2.28125,0.0738781,0.00090621,0.0121177,0.00390625
2.28516,0.0732198,0.000901661,0.0121646,0.00390625
2.28906,0.0725662,0.000897117,0.0122118,0.00390625
2.29297,0.0719173,0.000892579,0.012259,0.00390625
2.29688,0.0712731,0.000888047,0.0123064,0.00390625
2.30078,0.0706337,0.000883521,0.012354,0.00390625
2.30469,0.0699989,0.000879,0.0124016,0.00390625
2.30859,0.0693687,0.000874487,0.0124494,0.00390625
2.3125,0.0687431,0.000869979,0.0124974,0.00390625
2.31641,0.0681221,0.000865479,0.0125454,0.00390625
2.32031,0.0675057,0.000860985,0.0125936,0.00390625
2.32422,0.0668939,0.000856497,0.012642,0.00390625
2.32812,0.0662866,0.000852017,0.0126904,0.00390625
2.33203,0.0656837,0.000847545,0.012739,0.00390625
2.33594,0.0650854,0.000843079,0.0127878,0.00390625
2.33984,0.0644915,0.000838621,0.0128367,0.00390625
2.34375,0.0639021,0.00083417,0.0128857,0.00390625
2.34766,0.063317,0.000829727,0.0129348,0.00390625
2.35156,0.0627364,0.000825292,0.0129841,0.00390625
2.35547,0.0621601,0.000820865,0.0130336,0.00390625
2.35938,0.0615881,0.000816446,0.0130831,0.00390625
2.36328,0.0610205,0.000812036,0.0131328,0.00390625
2.36719,0.0604572,0.000807633,0.0131827,0.00390625
2.37109,0.0598982,0.00080324,0.0132326,0.00390625
2.375,0.0593434,0.000798854,0.0132828,0.00390625
2.37891,0.0587928,0.000794478,0.013333,0.00390625
2.38281,0.0582465,0.000790111,0.0133834,0.00390625
2.38672,0.0577044,0.000785752,0.0134339,0.00390625
2.39062,0.0571664,0.000781403,0.0134846,0.00390625
2.39453,0.0566325,0.000777062,0.0135354,0.00390625
2.39844,0.0561028,0.000772731,0.0135864,0.00390625
2.40234,0.0555772,0.00076841,0.0136374,0.00390625
2.40625,0.0550556,0.000764098,0.0136887,0.00390625
2.41016,0.0545381,0.000759796,0.01374,0.00390625
2.41406,0.0540247,0.000755504,0.0137916,0.00390625
2.41797,0.0535152,0.000751222,0.0138432,0.00390625
2.42188,0.0530098,0.000746949,0.013895,0.00390625
2.42578,0.0525083,0.000742687,0.0139469,0.00390625
2.42969,0.0520107,0.000738435,0.013999,0.00390625
2.43359,0.0515171,0.000734194,0.0140512,0.00390625
2.4375,0.0510274,0.000729963,0.0141036,0.00390625
2.44141,0.0505415,0.000725742,0.0141561,0.00390625
2.44531,0.0500595,0.000721532,0.0142087,0.00390625
2.44922,0.0495813,0.000717333,0.0142615,0.00390625
2.45312,0.049107,0.000713145,0.0143144,0.00390625
2.45703,0.0486364,0.000708968,0.0143675,0.00390625
2.46094,0.0481696,0.000704802,0.0144207,0.00390625
2.46484,0.0477066,0.000700647,0.014474,0.00390625
2.46875,0.0472472,0.000696503,0.0145275,0.00390625
2.47266,0.0467916,0.000692371,0.0145812,0.00390625
2.47656,0.0463396,0.00068825,0.0146349,0.00390625
2.48047,0.0458913,0.000684141,0.0146889,0.00390625
2.48438,0.0454467,0.000680043,0.0147429,0.00390625
2.48828,0.0450056,0.000675957,0.0147971,0.00390625
2.49219,0.0445682,0.000671883,0.0148515,0.00390625
2.49609,0.0441343,0.000667821,0.014906,0.00390625
2.5,0.043704,0.000663771,0.0149606,0.00390625
2.50391,0.0432772,0.000659732,0.0150154,0.00390625
2.50781,0.0428539,0.000655706,0.0150704,0.00390625
2.51172,0.0424341,0.000651693,0.0151255,0.00390625
2.51562,0.0420178,0.000647691,0.0151807,0.00390625
2.51953,0.0416049,0.000643702,0.0152361,0.00390625
2.52344,0.0411954,0.000639725,0.0152916,0.00390625
2.52734,0.0407893,0.000635761,0.0153473,0.00390625
2.53125,0.0403866,0.00063181,0.0154031,0.00390625
2.53516,0.0399873,0.000627871,0.015459,0.00390625
2.53906,0.0395913,0.000623945,0.0155151,0.00390625
2.54297,0.0391986,0.000620032,0.0155714,0.00390625
2.54688,0.0388093,0.000616132,0.0156278,0.00390625
2.55078,0.0384232,0.000612245,0.0156843,0.00390625
2.55469,0.0380403,0.00060837,0.015741,0.00390625
2.55859,0.0376607,0.000604509,0.0157979,0.00390625
2.5625,0.0372843,0.000600661,0.0158549,0.00390625
2.56641,0.0369111,0.000596827,0.015912,0.00390625
2.57031,0.0365411,0.000593005,0.0159693,0.00390625
2.57422,0.0361742,0.000589197,0.0160267,0.00390625
2.57812,0.0358104,0.000585403,0.0160843,0.00390625
2.58203,0.0354498,0.000581621,0.0161421,0.00390625
2.58594,0.0350922,0.000577854,0.0162,0.00390625
2.58984,0.0347378,0.0005741,0.016258,0.00390625
2.59375,0.0343863,0.00057036,0.0163162,0.00390625
2.59766,0.0340379,0.000566633,0.0163745,0.00390625
2.60156,0.0336926,0.00056292,0.016433,0.00390625
2.60547,0.0333502,0.000559221,0.0164916,0.00390625
2.60938,0.0330107,0.000555536,0.0165504,0.00390625
2.61328,0.0326743,0.000551865,0.0166094,0.00390625
2.61719,0.0323407,0.000548208,0.0166685,0.00390625
2.62109,0.0320101,0.000544564,0.0167277,0.00390625
2.625,0.0316823,0.000540935,0.0167871,0.00390625
2.62891,0.0313575,0.00053732,0.0168466,0.00390625
2.63281,0.0310355,0.000533719,0.0169063,0.00390625
2.63672,0.0307163,0.000530132,0.0169662,0.00390625
2.64062,0.0303999,0.00052656,0.0170262,0.00390625
2.64453,0.0300863,0.000523001,0.0170863,0.00390625
2.64844,0.0297755,0.000519457,0.0171466,0.00390625
2.65234,0.0294675,0.000515928,0.0172071,0.00390625
2.65625,0.0291622,0.000512412,0.0172677,0.00390625
2.66016,0.0288596,0.000508912,0.0173285,0.00390625
2.66406,0.0285597,0.000505425,0.0173894,0.00390625
2.66797,0.0282625,0.000501953,0.0174505,0.00390625
2.67188,0.027968,0.000498496,0.0175117,0.00390625
2.67578,0.0276761,0.000495053,0.0175731,0.00390625
2.67969,0.0273868,0.000491625,0.0176346,0.00390625
2.68359,0.0271001,0.000488211,0.0176963,0.00390625
2.6875,0.026816,0.000484812,0.0177581,0.00390625
2.69141,0.0265345,0.000481428,0.0178201,0.00390625
2.69531,0.0262555,0.000478058,0.0178823,0.00390625
2.69922,0.0259791,0.000474703,0.0179446,0.00390625
2.70312,0.0257052,0.000471363,0.0180071,0.00390625
2.70703,0.0254338,0.000468038,0.0180697,0.00390625
2.71094,0.0251648,0.000464727,0.0181325,0.00390625
2.71484,0.0248983,0.000461431,0.0181954,0.00390625
2.71875,0.0246343,0.00045815,0.0182585,0.00390625
2.72266,0.0243727,0.000454884,0.0183217,0.00390625
2.72656,0.0241135,0.000451633,0.0183852,0.00390625
2.73047,0.0238566,0.000448397,0.0184487,0.00390625
2.73438,0.0236022,0.000445175,0.0185124,0.00390625
2.73828,0.0233501,0.000441969,0.0185763,0.00390625
2.74219,0.0231003,0.000438777,0.0186403,0.00390625
2.74609,0.0228529,0.0004356,0.0187045,0.00390625
2.75,0.0226077,0.000432438,0.0187689,0.00390625
2.75391,0.0223649,0.000429292,0.0188334,0.00390625
2.75781,0.0221243,0.00042616,0.0188981,0.00390625
2.76172,0.021886,0.000423043,0.0189629,0.00390625
2.76562,0.0216499,0.000419941,0.0190279,0.00390625
2.76953,0.021416,0.000416854,0.019093,0.00390625
2.77344,0.0211843,0.000413782,0.0191583,0.00390625
2.77734,0.0209548,0.000410725,0.0192238,0.00390625
2.78125,0.0207274,0.000407683,0.0192894,0.00390625
2.78516,0.0205022,0.000404657,0.0193552,0.00390625
2.78906,0.0202792,0.000401645,0.0194211,0.00390625
2.79297,0.0200583,0.000398648,0.0194872,0.00390625
2.79688,0.0198394,0.000395666,0.0195535,0.00390625
2.80078,0.0196227,0.000392699,0.0196199,0.00390625
2.80469,0.019408,0.000389747,0.0196865,0.00390625
2.80859,0.0191954,0.000386811,0.0197532,0.00390625
2.8125,0.0189848,0.000383889,0.0198201,0.00390625
2.81641,0.0187762,0.000380982,0.0198872,0.00390625
2.82031,0.0185696,0.00037809,0.0199544,0.00390625
2.82422,0.018365,0.000375214,0.0200218,0.00390625
2.82812,0.0181624,0.000372352,0.0200894,0.00390625
2.83203,0.0179618,0.000369505,0.0201571,0.00390625
2.83594,0.0177631,0.000366673,0.0202249,0.00390625
2.83984,0.0175663,0.000363857,0.020293,0.00390625
2.84375,0.0173714,0.000361055,0.0203612,0.00390625
2.84766,0.0171785,0.000358268,0.0204296,0.00390625
2.85156,0.0169874,0.000355496,0.0204981,0.00390625
2.85547,0.0167982,0.000352739,0.0205668,0.00390625
2.85938,0.0166108,0.000349997,0.0206356,0.00390625
2.86328,0.0164253,0.000347269,0.0207046,0.00390625
2.86719,0.0162416,0.000344557,0.0207738,0.00390625
2.87109,0.0160596,0.000341859,0.0208432,0.00390625
2.875,0.0158795,0.000339177,0.0209127,0.00390625
