t,y,abs_err,rel_err,h
1.03906,0.584372,0.00321025,0.00546349,0.0078125
1.04688,0.579629,0.00322128,0.00552678,0.0078125
1.05469,0.574888,0.00323202,0.00559057,0.0078125
1.0625,0.570151,0.00324246,0.00565486,0.0078125
1.07031,0.565418,0.0032526,0.00571965,0.0078125
1.07812,0.560691,0.00326244,0.00578495,0.0078125
1.08594,0.555968,0.00327197,0.00585075,0.0078125
1.09375,0.551251,0.00328121,0.00591707,0.0078125
1.10156,0.546541,0.00329014,0.0059839,0.0078125
1.10938,0.541837,0.00329876,0.00605126,0.0078125
1.11719,0.537141,0.00330708,0.00611914,0.0078125
1.125,0.532453,0.00331509,0.00618754,0.0078125
1.13281,0.527773,0.00332279,0.00625648,0.0078125
1.14062,0.523102,0.00333019,0.00632595,0.0078125
1.14844,0.518441,0.00333728,0.00639597,0.0078125
1.15625,0.513789,0.00334405,0.00646652,0.0078125
1.16406,0.509148,0.00335052,0.00653762,0.0078125
1.17188,0.504518,0.00335668,0.00660927,0.0078125
1.17969,0.499899,0.00336252,0.00668147,0.0078125
1.1875,0.495292,0.00336806,0.00675423,0.0078125
1.19531,0.490697,0.00337328,0.00682754,0.0078125
1.20312,0.486114,0.0033782,0.00690143,0.0078125
1.21094,0.481545,0.0033828,0.00697588,0.0078125
1.21875,0.47699,0.00338709,0.0070509,0.0078125
1.22656,0.472448,0.00339107,0.0071265,0.0078125
1.23438,0.467921,0.00339473,0.00720267,0.0078125
1.24219,0.463408,0.00339808,0.00727943,0.0078125
1.25,0.458911,0.00340113,0.00735677,0.0078125
1.25781,0.45443,0.00340386,0.00743471,0.0078125
1.26562,0.449964,0.00340628,0.00751323,0.0078125
1.27344,0.445515,0.00340839,0.00759236,0.0078125
1.28125,0.441083,0.00341018,0.00767208,0.0078125
1.28906,0.436667,0.00341167,0.00775241,0.0078125
1.29688,0.43227,0.00341285,0.00783334,0.0078125
1.30469,0.42789,0.00341372,0.00791489,0.0078125
1.3125,0.423529,0.00341429,0.00799705,0.0078125
1.32031,0.419186,0.00341454,0.00807983,0.0078125
1.32812,0.414862,0.00341449,0.00816324,0.0078125
1.33594,0.410557,0.00341413,0.00824726,0.0078125
1.34375,0.406272,0.00341347,0.00833192,0.0078125
1.35156,0.402007,0.00341251,0.00841721,0.0078125
1.35938,0.397763,0.00341124,0.00850314,0.0078125
1.36719,0.393538,0.00340967,0.00858971,0.0078125
1.375,0.389335,0.0034078,0.00867692,0.0078125
1.38281,0.385153,0.00340562,0.00876478,0.0078125
1.39062,0.380992,0.00340316,0.00885329,0.0078125
1.39844,0.376852,0.00340039,0.00894245,0.0078125
1.40625,0.372735,0.00339733,0.00903227,0.0078125
1.41406,0.36864,0.00339398,0.00912276,0.0078125
1.42188,0.364568,0.00339033,0.00921391,0.0078125
1.42969,0.360518,0.00338639,0.00930572,0.0078125
1.4375,0.356491,0.00338217,0.00939821,0.0078125
1.44531,0.352488,0.00337765,0.00949138,0.0078125
1.45312,0.348507,0.00337285,0.00958523,0.0078125
1.46094,0.344551,0.00336777,0.00967976,0.0078125
1.46875,0.340618,0.0033624,0.00977498,0.0078125
1.47656,0.33671,0.00335676,0.00987088,0.0078125
1.48438,0.332826,0.00335084,0.00996748,0.0078125
1.49219,0.328966,0.00334464,0.0100648,0.0078125
1.5,0.325131,0.00333816,0.0101628,0.0078125
1.50781,0.321321,0.00333142,0.0102615,0.0078125
1.51562,0.317536,0.0033244,0.0103609,0.0078125
1.52344,0.313776,0.00331712,0.010461,0.0078125
1.53125,0.310042,0.00330957,0.0105619,0.0078125
1.53906,0.306333,0.00330176,0.0106634,0.0078125
1.54688,0.302649,0.00329369,0.0107657,0.0078125
1.55469,0.298992,0.00328536,0.0108687,0.0078125
1.5625,0.29536,0.00327678,0.0109725,0.0078125
1.57031,0.291755,0.00326794,0.0110769,0.0078125
1.57812,0.288175,0.00325886,0.0111821,0.0078125
1.58594,0.284623,0.00324952,0.0112881,0.0078125
1.59375,0.281096,0.00323994,0.0113948,0.0078125
1.60156,0.277596,0.00323012,0.0115022,0.0078125
1.60938,0.274123,0.00322006,0.0116104,0.0078125
1.61719,0.270676,0.00320976,0.0117193,0.0078125
1.625,0.267256,0.00319923,0.011829,0.0078125
1.63281,0.263863,0.00318847,0.0119395,0.0078125
1.64062,0.260497,0.00317748,0.0120507,0.0078125
1.64844,0.257159,0.00316626,0.0121627,0.0078125
1.65625,0.253847,0.00315482,0.0122755,0.0078125
1.66406,0.250562,0.00314317,0.012389,0.0078125
1.67188,0.247305,0.00313129,0.0125034,0.0078125
1.67969,0.244075,0.00311921,0.0126185,0.0078125
1.6875,0.240872,0.00310691,0.0127344,0.0078125
1.69531,0.237696,0.00309441,0.012851,0.0078125
1.70312,0.234548,0.0030817,0.0129685,0.0078125
1.71094,0.231427,0.0030688,0.0130868,0.0078125
1.71875,0.228334,0.00305569,0.0132059,0.0078125
1.72656,0.225268,0.0030424,0.0133257,0.0078125
1.73438,0.222229,0.00302891,0.0134464,0.0078125
1.74219,0.219218,0.00301524,0.0135679,0.0078125
1.75,0.216234,0.00300138,0.0136902,0.0078125
1.75781,0.213278,0.00298734,0.0138133,0.0078125
1.76562,0.210349,0.00297313,0.0139373,0.0078125
1.77344,0.207447,0.00295874,0.014062,0.0078125
1.78125,0.204573,0.00294418,0.0141876,0.0078125
1.78906,0.201726,0.00292945,0.0143141,0.0078125
1.79688,0.198907,0.00291457,0.0144413,0.0078125
1.80469,0.196115,0.00289952,0.0145694,0.0078125
1.8125,0.193349,0.00288431,0.0146984,0.0078125
1.82031,0.190612,0.00286896,0.0148281,0.0078125
1.82812,0.187901,0.00285345,0.0149588,0.0078125
1.83594,0.185217,0.0028378,0.0150903,0.0078125
1.84375,0.182561,0.00282201,0.0152226,0.0078125
1.85156,0.179931,0.00280607,0.0153558,0.0078125
1.85938,0.177328,0.00279001,0.0154899,0.0078125
1.86719,0.174752,0.00277381,0.0156248,0.0078125
1.875,0.172203,0.00275748,0.0157606,0.0078125
1.88281,0.169681,0.00274103,0.0158972,0.0078125
1.89062,0.167185,0.00272446,0.0160348,0.0078125
1.89844,0.164715,0.00270777,0.0161732,0.0078125
1.90625,0.162272,0.00269097,0.0163125,0.0078125
1.91406,0.159856,0.00267405,0.0164527,0.0078125
1.92188,0.157465,0.00265703,0.0165938,0.0078125
1.92969,0.155101,0.00263991,0.0167358,0.0078125
1.9375,0.152763,0.00262269,0.0168786,0.0078125
1.94531,0.15045,0.00260537,0.0170224,0.0078125
1.95312,0.148164,0.00258797,0.0171671,0.0078125
1.96094,0.145903,0.00257047,0.0173126,0.0078125
1.96875,0.143668,0.00255289,0.0174591,0.0078125
1.97656,0.141458,0.00253522,0.0176065,0.0078125
1.98438,0.139274,0.00251748,0.0177548,0.0078125
1.99219,0.137115,0.00249966,0.0179041,0.0078125
2,0.134981,0.00248178,0.0180542,0.0078125
2.00781,0.132871,0.00246382,0.0182053,0.0078125
2.01562,0.130787,0.0024458,0.0183573,0.0078125
2.02344,0.128728,0.00242772,0.0185103,0.0078125
2.03125,0.126693,0.00240959,0.0186642,0.0078125
2.03906,0.124682,0.0023914,0.018819,0.0078125
2.04688,0.122696,0.00237316,0.0189748,0.0078125
2.05469,0.120734,0.00235487,0.0191315,0.0078125
2.0625,0.118796,0.00233654,0.0192891,0.0078125
2.07031,0.116882,0.00231817,0.0194477,0.0078125
2.07812,0.114991,0.00229976,0.0196073,0.0078125
2.08594,0.113124,0.00228132,0.0197678,0.0078125
2.09375,0.111281,0.00226285,0.0199293,0.0078125
2.10156,0.109461,0.00224435,0.0200918,0.0078125
2.10938,0.107663,0.00222583,0.0202552,0.0078125
2.11719,0.105889,0.00220729,0.0204196,0.0078125
2.125,0.104138,0.00218873,0.020585,0.0078125
2.13281,0.102409,0.00217016,0.0207514,0.0078125
2.14062,0.100702,0.00215157,0.0209187,0.0078125
2.14844,0.0990183,0.00213298,0.021087,0.0078125
2.15625,0.0973563,0.00211438,0.0212563,0.0078125
2.16406,0.0957163,0.00209579,0.0214267,0.0078125
2.17188,0.0940981,0.00207719,0.021598,0.0078125
2.17969,0.0925014,0.0020586,0.0217703,0.0078125
2.1875,0.0909262,0.00204001,0.0219436,0.0078125
2.19531,0.0893723,0.00202144,0.0221179,0.0078125
2.20312,0.0878395,0.00200287,0.0222932,0.0078125
2.21094,0.0863276,0.00198433,0.0224695,0.0078125
2.21875,0.0848365,0.0019658,0.0226469,0.0078125
2.22656,0.0833659,0.00194729,0.0228252,0.0078125
2.23438,0.0819158,0.00192881,0.0230046,0.0078125
2.24219,0.0804859,0.00191036,0.023185,0.0078125
2.25,0.079076,0.00189193,0.0233664,0.0078125
2.25781,0.077686,0.00187354,0.0235489,0.0078125
2.26562,0.0763157,0.00185518,0.0237324,0.0078125
2.27344,0.0749649,0.00183686,0.0239169,0.0078125
2.28125,0.0736334,0.00181858,0.0241025,0.0078125
2.28906,0.0723211,0.00180034,0.0242891,0.0078125
2.29688,0.0710277,0.00178215,0.0244768,0.0078125
2.30469,0.0697532,0.00176401,0.0246655,0.0078125
2.3125,0.0684973,0.00174591,0.0248553,0.0078125
2.32031,0.0672598,0.00172787,0.0250461,0.0078125
2.32812,0.0660405,0.00170988,0.025238,0.0078125
2.33594,0.0648393,0.00169195,0.0254309,0.0078125
2.34375,0.063656,0.00167408,0.0256249,0.0078125
2.35156,0.0624905,0.00165627,0.02582,0.0078125
2.35938,0.0613424,0.00163852,0.0260162,0.0078125
2.36719,0.0602117,0.00162084,0.0262134,0.0078125
2.375,0.0590982,0.00160323,0.0264117,0.0078125
2.38281,0.0580016,0.00158568,0.0266111,0.0078125
2.39062,0.0569219,0.00156821,0.0268116,0.0078125
2.39844,0.0558588,0.00155081,0.0270131,0.0078125
2.40625,0.0548121,0.00153349,0.0272158,0.0078125
2.41406,0.0537817,0.00151624,0.0274195,0.0078125
2.42188,0.0527674,0.00149908,0.0276243,0.0078125
2.42969,0.051769,0.00148199,0.0278303,0.0078125
2.4375,0.0507863,0.00146499,0.0280373,0.0078125
2.44531,0.0498192,0.00144807,0.0282455,0.0078125
2.45312,0.0488674,0.00143123,0.0284547,0.0078125
2.46094,0.0479309,0.00141449,0.0286651,0.0078125
2.46875,0.0470094,0.00139783,0.0288766,0.0078125
2.47656,0.0461027,0.00138127,0.0290891,0.0078125
2.48438,0.0452107,0.0013648,0.0293029,0.0078125
2.49219,0.0443332,0.00134842,0.0295177,0.0078125
2.5,0.04347,0.00133213,0.0297337,0.0078125
2.50781,0.042621,0.00131594,0.0299508,0.0078125
2.51562,0.0417859,0.00129986,0.030169,0.0078125
2.52344,0.0409647,0.00128386,0.0303884,0.0078125
2.53125,0.0401571,0.00126797,0.0306089,0.0078125
2.53906,0.039363,0.00125219,0.0308305,0.0078125
2.54688,0.0385822,0.0012365,0.0310533,0.0078125
2.55469,0.0378145,0.00122092,0.0312772,0.0078125
2.5625,0.0370598,0.00120544,0.0315023,0.0078125
2.57031,0.0363179,0.00119007,0.0317285,0.0078125
2.57812,0.0355886,0.00117481,0.0319559,0.0078125
2.58594,0.0348718,0.00115965,0.0321845,0.0078125
2.59375,0.0341673,0.00114461,0.0324142,0.0078125
2.60156,0.0334749,0.00112967,0.0326451,0.0078125
2.60938,0.0327945,0.00111484,0.0328771,0.0078125
2.61719,0.032126,0.00110013,0.0331103,0.0078125
2.625,0.0314691,0.00108553,0.0333447,0.0078125
2.63281,0.0308238,0.00107104,0.0335803,0.0078125
2.64062,0.0301897,0.00105666,0.033817,0.0078125
2.64844,0.0295669,0.0010424,0.034055,0.0078125
2.65625,0.0289552,0.00102825,0.0342941,0.0078125
2.66406,0.0283543,0.00101422,0.0345344,0.0078125
2.67188,0.0277642,0.00100031,0.0347759,0.0078125
2.67969,0.0271846,0.000986512,0.0350186,0.0078125
2.6875,0.0266155,0.000972832,0.0352624,0.0078125
2.69531,0.0260567,0.000959269,0.0355075,0.0078125
2.70312,0.025508,0.000945825,0.0357538,0.0078125
2.71094,0.0249693,0.000932499,0.0360013,0.0078125
2.71875,0.0244405,0.000919292,0.03625,0.0078125
2.72656,0.0239214,0.000906203,0.0364999,0.0078125
2.73438,0.0234118,0.000893235,0.036751,0.0078125
2.74219,0.0229117,0.000880386,0.0370033,0.0078125
2.75,0.0224208,0.000867657,0.0372569,0.0078125
2.75781,0.0219391,0.000855048,0.0375117,0.0078125
2.76562,0.0214664,0.000842559,0.0377677,0.0078125
2.77344,0.0210026,0.000830191,0.0380249,0.0078125
2.78125,0.0205476,0.000817943,0.0382833,0.0078125
2.78906,0.0201011,0.000805815,0.038543,0.0078125
2.79688,0.0196631,0.000793808,0.0388039,0.0078125
2.80469,0.0192334,0.000781922,0.0390661,0.0078125
2.8125,0.018812,0.000770157,0.0393295,0.0078125
2.82031,0.0183987,0.000758512,0.0395941,0.0078125
2.82812,0.0179933,0.000746987,0.03986,0.0078125
2.83594,0.0175957,0.000735583,0.0401272,0.0078125
2.84375,0.0172059,0.000724299,0.0403955,0.0078125
2.85156,0.0168236,0.000713135,0.0406652,0.0078125
2.85938,0.0164488,0.000702091,0.0409361,0.0078125
2.86719,0.0160814,0.000691166,0.0412082,0.0078125
2.875,0.0157211,0.000680361,0.0414816,0.0078125
2.88281,0.015368,0.000669676,0.0417563,0.0078125
2.89062,0.0150219,0.000659109,0.0420323,0.0078125
2.89844,0.0146827,0.000648661,0.0423095,0.0078125
2.90625,0.0143502,0.000638331,0.042588,0.0078125
2.91406,0.0140244,0.000628119,0.0428677,0.0078125
2.92188,0.0137051,0.000618025,0.0431488,0.0078125
2.92969,0.0133922,0.000608048,0.0434311,0.0078125
2.9375,0.0130857,0.000598188,0.0437147,0.0078125
2.94531,0.0127854,0.000588444,0.0439996,0.0078125
2.95312,0.0124912,0.000578816,0.0442857,0.0078125
2.96094,0.012203,0.000569304,0.0445732,0.0078125
2.96875,0.0119207,0.000559906,0.0448619,0.0078125
2.97656,0.0116443,0.000550623,0.045152,0.0078125
2.98438,0.0113735,0.000541455,0.0454433,0.0078125
2.99219,0.0111083,0.000532399,0.045736,0.0078125
3,0.0108486,0.000523456,0.0460299,0.0078125
3.00781,0.0105944,0.000514626,0.0463252,0.0078125
0,1,0,0,0.00390625
0.00390625,1,0,0,0.00390625
0.0078125,0.999985,7.62942e-06,7.62948e-06,0.00390625
0.0117188,0.999954,1.52588e-05,1.52593e-05,0.00390625
0.015625,0.999908,2.2888e-05,2.28896e-05,0.00390625
0.0195312,0.999847,3.05169e-05,3.05206e-05,0.00390625
0.0234375,0.999771,3.81454e-05,3.81526e-05,0.00390625
0.0273438,0.99968,4.57733e-05,4.57859e-05,0.00390625
0.03125,0.999573,5.34007e-05,5.34206e-05,0.00390625
0.0351562,0.999451,6.10272e-05,6.1057e-05,0.00390625
0.0390625,0.999314,6.86529e-05,6.86954e-05,0.00390625
0.0429688,0.999161,7.62776e-05,7.63359e-05,0.00390625
0.046875,0.998993,8.39012e-05,8.39787e-05,0.00390625
0.0507812,0.99881,9.15236e-05,9.16242e-05,0.00390625
0.0546875,0.998612,9.91446e-05,9.92726e-05,0.00390625
0.0585938,0.998399,0.000106764,0.000106924,0.00390625
0.0625,0.99817,0.000114382,0.000114579,0.00390625
0.0664062,0.997927,0.000121999,0.000122237,0.00390625
0.0703125,0.997668,0.000129613,0.000129899,0.00390625
0.0742188,0.997394,0.000137226,0.000137565,0.00390625
0.078125,0.997105,0.000144836,0.000145236,0.00390625
0.0820312,0.9968,0.000152444,0.00015291,0.00390625
0.0859375,0.996481,0.00016005,0.00016059,0.00390625
0.0898438,0.996147,0.000167654,0.000168274,0.00390625
0.09375,0.995797,0.000175255,0.000175964,0.00390625
0.0976562,0.995432,0.000182854,0.000183659,0.00390625
0.101562,0.995053,0.00019045,0.00019136,0.00390625
0.105469,0.994658,0.000198042,0.000199066,0.00390625
0.109375,0.994248,0.000205632,0.000206779,0.00390625
0.113281,0.993823,0.000213219,0.000214498,0.00390625
0.117188,0.993383,0.000220803,0.000222224,0.00390625
0.121094,0.992929,0.000228383,0.000229956,0.00390625
0.125,0.992459,0.000235959,0.000237696,0.00390625
0.128906,0.991974,0.000243533,0.000245443,0.00390625
0.132812,0.991475,0.000251102,0.000253197,0.00390625
0.136719,0.990961,0.000258667,0.000260959,0.00390625
0.140625,0.990431,0.000266229,0.000268729,0.00390625
0.144531,0.989887,0.000273787,0.000276507,0.00390625
0.148438,0.989328,0.00028134,0.000284294,0.00390625
0.152344,0.988755,0.000288889,0.000292089,0.00390625
0.15625,0.988166,0.000296433,0.000299893,0.00390625
0.160156,0.987563,0.000303973,0.000307707,0.00390625
0.164062,0.986945,0.000311509,0.000315529,0.00390625
0.167969,0.986313,0.000319039,0.000323362,0.00390625
0.171875,0.985666,0.000326564,0.000331204,0.00390625
0.175781,0.985004,0.000334085,0.000339056,0.00390625
0.179688,0.984328,0.0003416,0.000346919,0.00390625
0.183594,0.983637,0.00034911,0.000354792,0.00390625
0.1875,0.982931,0.000356615,0.000362676,0.00390625
0.191406,0.982211,0.000364113,0.00037057,0.00390625
0.195312,0.981477,0.000371607,0.000378477,0.00390625
0.199219,0.980728,0.000379094,0.000386394,0.00390625
0.203125,0.979965,0.000386576,0.000394323,0.00390625
0.207031,0.979187,0.000394051,0.000402265,0.00390625
0.210938,0.978396,0.00040152,0.000410218,0.00390625
0.214844,0.977589,0.000408983,0.000418184,0.00390625
0.21875,0.976769,0.000416439,0.000426162,0.00390625
0.222656,0.975934,0.000423889,0.000434153,0.00390625
0.226562,0.975085,0.000431332,0.000442158,0.00390625
0.230469,0.974223,0.000438768,0.000450175,0.00390625
0.234375,0.973345,0.000446198,0.000458207,0.00390625
0.238281,0.972454,0.00045362,0.000466252,0.00390625
0.242188,0.971549,0.000461035,0.000474311,0.00390625
0.246094,0.97063,0.000468442,0.000482384,0.00390625
0.25,0.969697,0.000475842,0.000490472,0.00390625
0.253906,0.96875,0.000483235,0.000498574,0.00390625
0.257812,0.967789,0.000490619,0.000506692,0.00390625
0.261719,0.966815,0.000497996,0.000514824,0.00390625
0.265625,0.965826,0.000505365,0.000522973,0.00390625
0.269531,0.964824,0.000512725,0.000531136,0.00390625
0.273438,0.963808,0.000520078,0.000539316,0.00390625
0.277344,0.962779,0.000527421,0.000547512,0.00390625
0.28125,0.961736,0.000534757,0.000555724,0.00390625
0.285156,0.960679,0.000542083,0.000563953,0.00390625
0.289062,0.959609,0.000549401,0.000572198,0.00390625
0.292969,0.958525,0.00055671,0.000580461,0.00390625
0.296875,0.957428,0.000564009,0.000588741,0.00390625
0.300781,0.956318,0.000571299,0.000597038,0.00390625
0.304688,0.955195,0.00057858,0.000605353,0.00390625
0.308594,0.954058,0.000585852,0.000613686,0.00390625
0.3125,0.952908,0.000593113,0.000622038,0.00390625
0.316406,0.951744,0.000600365,0.000630408,0.00390625
0.320312,0.950568,0.000607607,0.000638796,0.00390625
0.324219,0.949379,0.000614839,0.000647203,0.00390625
0.328125,0.948176,0.000622061,0.00065563,0.00390625
0.332031,0.946961,0.000629272,0.000664076,0.00390625
0.335938,0.945733,0.000636473,0.000672541,0.00390625
0.339844,0.944492,0.000643663,0.000681027,0.00390625
0.34375,0.943238,0.000650842,0.000689532,0.00390625
0.347656,0.941971,0.00065801,0.000698058,0.00390625
0.351562,0.940692,0.000665167,0.000706605,0.00390625
0.355469,0.9394,0.000672313,0.000715172,0.00390625
0.359375,0.938096,0.000679448,0.00072376,0.00390625
0.363281,0.936779,0.000686571,0.000732369,0.00390625
0.367188,0.93545,0.000693682,0.000741,0.00390625
0.371094,0.934108,0.000700782,0.000749653,0.00390625
0.375,0.932754,0.000707869,0.000758327,0.00390625
0.378906,0.931388,0.000714945,0.000767024,0.00390625
0.382812,0.930009,0.000722008,0.000775743,0.00390625
0.386719,0.928618,0.000729059,0.000784485,0.00390625
0.390625,0.927216,0.000736097,0.000793249,0.00390625
0.394531,0.925801,0.000743122,0.000802037,0.00390625
0.398438,0.924374,0.000750135,0.000810848,0.00390625
0.402344,0.922935,0.000757135,0.000819683,0.00390625
0.40625,0.921485,0.000764121,0.000828541,0.00390625
0.410156,0.920022,0.000771094,0.000837424,0.00390625
0.414062,0.918548,0.000778054,0.00084633,0.00390625
0.417969,0.917063,0.000785,0.000855262,0.00390625
0.421875,0.915565,0.000791932,0.000864218,0.00390625
0.425781,0.914057,0.00079885,0.000873199,0.00390625
0.429688,0.912536,0.000805755,0.000882205,0.00390625
0.433594,0.911005,0.000812645,0.000891236,0.00390625
0.4375,0.909462,0.00081952,0.000900293,0.00390625
0.441406,0.907907,0.000826381,0.000909377,0.00390625
0.445312,0.906342,0.000833228,0.000918486,0.00390625
0.449219,0.904765,0.000840059,0.000927622,0.00390625
0.453125,0.903178,0.000846876,0.000936784,0.00390625
0.457031,0.901579,0.000853677,0.000945973,0.00390625
0.460938,0.899969,0.000860463,0.000955189,0.00390625
0.464844,0.898349,0.000867233,0.000964432,0.00390625
0.46875,0.896718,0.000873988,0.000973703,0.00390625
0.472656,0.895076,0.000880727,0.000983002,0.00390625
0.476562,0.893423,0.00088745,0.000992329,0.00390625
0.480469,0.89176,0.000894157,0.00100168,0.00390625
0.484375,0.890086,0.000900848,0.00101107,0.00390625
0.488281,0.888402,0.000907522,0.00102048,0.00390625
0.492188,0.886708,0.00091418,0.00102992,0.00390625
0.496094,0.885003,0.000920821,0.00103939,0.00390625
0.5,0.883288,0.000927445,0.00104889,0.00390625
0.503906,0.881563,0.000934052,0.00105842,0.00390625
0.507812,0.879828,0.000940641,0.00106798,0.00390625
0.511719,0.878082,0.000947214,0.00107757,0.00390625
0.515625,0.876327,0.000953768,0.00108719,0.00390625
0.519531,0.874562,0.000960305,0.00109684,0.00390625
0.523438,0.872787,0.000966824,0.00110652,0.00390625
0.527344,0.871003,0.000973325,0.00111623,0.00390625
0.53125,0.869208,0.000979808,0.00112597,0.00390625
0.535156,0.867405,0.000986272,0.00113575,0.00390625
0.539062,0.865591,0.000992718,0.00114555,0.00390625
0.542969,0.863769,0.000999145,0.00115539,0.00390625
0.546875,0.861937,0.00100555,0.00116526,0.00390625
0.550781,0.860095,0.00101194,0.00117516,0.00390625
0.554688,0.858245,0.00101831,0.0011851,0.00390625
0.558594,0.856385,0.00102466,0.00119507,0.00390625
0.5625,0.854517,0.00103099,0.00120507,0.00390625
0.566406,0.852639,0.00103731,0.0012151,0.00390625
0.570312,0.850753,0.0010436,0.00122517,0.00390625
0.574219,0.848857,0.00104987,0.00123527,0.00390625
0.578125,0.846953,0.00105612,0.00124541,0.00390625
0.582031,0.845041,0.00106235,0.00125558,0.00390625
0.585938,0.843119,0.00106856,0.00126579,0.00390625
0.589844,0.84119,0.00107475,0.00127603,0.00390625
0.59375,0.839251,0.00108092,0.0012863,0.00390625
0.597656,0.837305,0.00108707,0.00129661,0.00390625
0.601562,0.83535,0.00109319,0.00130696,0.00390625
0.605469,0.833387,0.0010993,0.00131734,0.00390625
0.609375,0.831416,0.00110538,0.00132775,0.00390625
0.613281,0.829437,0.00111145,0.00133821,0.00390625
0.617188,0.82745,0.00111749,0.0013487,0.00390625
0.621094,0.825455,0.0011235,0.00135922,0.00390625
0.625,0.823452,0.0011295,0.00136979,0.00390625
0.628906,0.821442,0.00113547,0.00138039,0.00390625
0.632812,0.819424,0.00114142,0.00139102,0.00390625
0.636719,0.817399,0.00114735,0.0014017,0.00390625
0.640625,0.815366,0.00115326,0.00141241,0.00390625
0.644531,0.813325,0.00115914,0.00142316,0.00390625
0.648438,0.811277,0.001165,0.00143395,0.00390625
0.652344,0.809222,0.00117084,0.00144478,0.00390625
0.65625,0.80716,0.00117665,0.00145564,0.00390625
0.660156,0.805091,0.00118244,0.00146655,0.00390625
0.664062,0.803015,0.0011882,0.00147749,0.00390625
0.667969,0.800932,0.00119394,0.00148847,0.00390625
0.671875,0.798842,0.00119966,0.0014995,0.00390625
0.675781,0.796746,0.00120535,0.00151056,0.00390625
0.679688,0.794642,0.00121102,0.00152166,0.00390625
0.683594,0.792533,0.00121666,0.00153281,0.00390625
0.6875,0.790416,0.00122228,0.00154399,0.00390625
0.691406,0.788294,0.00122787,0.00155521,0.00390625
0.695312,0.786165,0.00123344,0.00156648,0.00390625
0.699219,0.784029,0.00123899,0.00157779,0.00390625
0.703125,0.781888,0.0012445,0.00158913,0.00390625
0.707031,0.77974,0.00124999,0.00160052,0.00390625
0.710938,0.777587,0.00125546,0.00161196,0.00390625
0.714844,0.775427,0.0012609,0.00162343,0.00390625
0.71875,0.773262,0.00126631,0.00163495,0.00390625
0.722656,0.771091,0.0012717,0.00164651,0.00390625
0.726562,0.768914,0.00127706,0.00165811,0.00390625
0.730469,0.766732,0.00128239,0.00166975,0.00390625
0.734375,0.764544,0.0012877,0.00168144,0.00390625
0.738281,0.762351,0.00129298,0.00169317,0.00390625
0.742188,0.760153,0.00129824,0.00170495,0.00390625
0.746094,0.757949,0.00130346,0.00171677,0.00390625
0.75,0.75574,0.00130866,0.00172863,0.00390625
0.753906,0.753526,0.00131383,0.00174054,0.00390625
0.757812,0.751307,0.00131897,0.0017525,0.00390625
0.761719,0.749083,0.00132409,0.00176449,0.00390625
0.765625,0.746854,0.00132918,0.00177654,0.00390625
0.769531,0.74462,0.00133423,0.00178863,0.00390625
0.773438,0.742382,0.00133926,0.00180076,0.00390625
0.777344,0.740139,0.00134427,0.00181294,0.00390625
0.78125,0.737891,0.00134924,0.00182517,0.00390625
0.785156,0.73564,0.00135418,0.00183744,0.00390625
0.789062,0.733383,0.0013591,0.00184976,0.00390625
0.792969,0.731123,0.00136398,0.00186213,0.00390625
0.796875,0.728858,0.00136884,0.00187454,0.00390625
0.800781,0.726589,0.00137367,0.001887,0.00390625
0.804688,0.724317,0.00137846,0.00189951,0.00390625
0.808594,0.72204,0.00138323,0.00191207,0.00390625
0.8125,0.719759,0.00138797,0.00192467,0.00390625
0.816406,0.717475,0.00139268,0.00193732,0.00390625
0.820312,0.715187,0.00139736,0.00195002,0.00390625
0.824219,0.712895,0.001402,0.00196277,0.00390625
0.828125,0.7106,0.00140662,0.00197557,0.00390625
0.832031,0.708301,0.0014112,0.00198842,0.00390625
0.835938,0.705999,0.00141576,0.00200131,0.00390625
0.839844,0.703694,0.00142028,0.00201426,0.00390625
0.84375,0.701385,0.00142478,0.00202726,0.00390625
0.847656,0.699073,0.00142924,0.0020403,0.00390625
0.851562,0.696759,0.00143367,0.0020534,0.00390625
0.855469,0.694441,0.00143807,0.00206655,0.00390625
0.859375,0.69212,0.00144243,0.00207974,0.00390625
0.863281,0.689797,0.00144677,0.00209299,0.00390625
0.867188,0.687471,0.00145107,0.00210629,0.00390625
0.871094,0.685142,0.00145534,0.00211964,0.00390625
0.875,0.682811,0.00145958,0.00213305,0.00390625
0.878906,0.680477,0.00146379,0.0021465,0.00390625
0.882812,0.678141,0.00146796,0.00216001,0.00390625
0.886719,0.675802,0.0014721,0.00217357,0.00390625
0.890625,0.673461,0.00147621,0.00218718,0.00390625
0.894531,0.671118,0.00148029,0.00220085,0.00390625
0.898438,0.668773,0.00148433,0.00221457,0.00390625
0.902344,0.666426,0.00148834,0.00222834,0.00390625
0.90625,0.664077,0.00149231,0.00224216,0.00390625
0.910156,0.661726,0.00149626,0.00225604,0.00390625
0.914062,0.659374,0.00150017,0.00226997,0.00390625
0.917969,0.657019,0.00150404,0.00228396,0.00390625
0.921875,0.654663,0.00150788,0.002298,0.00390625
0.925781,0.652306,0.00151169,0.0023121,0.00390625
0.929688,0.649947,0.00151546,0.00232625,0.00390625
0.933594,0.647587,0.0015192,0.00234046,0.00390625
0.9375,0.645225,0.00152291,0.00235472,0.00390625
0.941406,0.642862,0.00152658,0.00236904,0.00390625
0.945312,0.640498,0.00153022,0.00238341,0.00390625
