t,x,y,method
+1.570796e+01,-9.996696e-01,-1.230026e-03,RK4
+1.602212e+01,-9.511237e-01,+3.077196e-01,RK4
+1.633628e+01,-8.094909e-01,+5.865484e-01,RK4
+1.665044e+01,-5.886342e-01,+8.079673e-01,RK4
+1.696460e+01,-3.101701e-01,+9.503066e-01,RK4
+1.727876e+01,-1.352984e-03,+9.996365e-01,RK4
+1.759292e+01,+3.075925e-01,+9.511302e-01,RK4
+1.790708e+01,+5.864294e-01,+8.095364e-01,RK4
+1.822124e+01,+8.078682e-01,+5.887142e-01,RK4
+1.853540e+01,+9.502371e-01,+3.102768e-01,RK4
+1.884956e+01,+9.996033e-01,+1.475934e-03,RK4
+1.916372e+01,+9.511367e-01,-3.074653e-01,RK4
+1.947787e+01,+8.095818e-01,-5.863105e-01,RK4
+1.979203e+01,+5.887942e-01,-8.077691e-01,RK4
+2.010619e+01,+3.103835e-01,-9.501676e-01,RK4
+2.042035e+01,+1.598876e-03,-9.995702e-01,RK4
+2.073451e+01,-3.073381e-01,-9.511431e-01,RK4
+2.104867e+01,-5.861915e-01,-8.096273e-01,RK4
+2.136283e+01,-8.076700e-01,-5.888741e-01,RK4
+2.167699e+01,-9.500981e-01,-3.104901e-01,RK4
+2.199115e+01,-9.995370e-01,-1.721809e-03,RK4
+2.230531e+01,-9.511496e-01,+3.072110e-01,RK4
+2.261947e+01,-8.096727e-01,+5.860726e-01,RK4
+2.293363e+01,-5.889541e-01,+8.075709e-01,RK4
+2.324779e+01,-3.105968e-01,+9.500285e-01,RK4
+2.356194e+01,-1.844734e-03,+9.995039e-01,RK4
+2.387610e+01,+3.070838e-01,+9.511560e-01,RK4
+2.419026e+01,+5.859536e-01,+8.097181e-01,RK4
+2.450442e+01,+8.074719e-01,+5.890340e-01,RK4
+2.481858e+01,+9.499590e-01,+3.107034e-01,RK4
+2.513274e+01,+9.994707e-01,+1.967652e-03,RK4
+2.544690e+01,+9.511624e-01,-3.069566e-01,RK4
+2.576106e+01,+8.097635e-01,-5.858347e-01,RK4
+2.607522e+01,+5.891139e-01,-8.073727e-01,RK4
+2.638938e+01,+3.108101e-01,-9.498894e-01,RK4
+2.670354e+01,+2.090561e-03,-9.994375e-01,RK4
+2.701770e+01,-3.068295e-01,-9.511688e-01,RK4
+2.733186e+01,-5.857157e-01,-8.098089e-01,RK4
+2.764602e+01,-8.072736e-01,-5.891939e-01,RK4
+2.796017e+01,-9.498199e-01,-3.109167e-01,RK4
+2.827433e+01,-9.994043e-01,-2.213462e-03,RK4
+2.858849e+01,-9.511752e-01,+3.067023e-01,RK4
+2.890265e+01,-8.098542e-01,+5.855968e-01,RK4
+2.921681e+01,-5.892738e-01,+8.071745e-01,RK4
+2.953097e+01,-3.110233e-01,+9.497503e-01,RK4
+2.984513e+01,-2.336355e-03,+9.993710e-01,RK4
+3.015929e+01,+3.065752e-01,+9.511816e-01,RK4
+3.047345e+01,+5.854778e-01,+8.098996e-01,RK4
+3.078761e+01,+8.070754e-01,+5.893536e-01,RK4
+3.110177e+01,+9.496807e-01,+3.111299e-01,RK4
+3.141593e+01,+9.993378e-01,+2.459239e-03,RK4
+3.173009e+01,+9.511879e-01,-3.064481e-01,RK4
+3.204425e+01,+8.099449e-01,-5.853589e-01,RK4
+3.235840e+01,+5.894335e-01,-8.069763e-01,RK4
+3.267256e+01,+3.112365e-01,-9.496111e-01,RK4
+3.298672e+01,+2.582116e-03,-9.993045e-01,RK4
+3.330088e+01,-3.063209e-01,-9.511943e-01,RK4
+3.361504e+01,-5.852399e-01,-8.099902e-01,RK4
+3.392920e+01,-8.068771e-01,-5.895134e-01,RK4
+3.424336e+01,-9.495415e-01,-3.113431e-01,RK4
+3.455752e+01,-9.992713e-01,-2.704984e-03,RK4
+3.487168e+01,-9.512006e-01,+3.061938e-01,RK4
+3.518584e+01,-8.100355e-01,+5.851209e-01,RK4
+3.550000e+01,-5.895932e-01,+8.067780e-01,RK4
+3.581416e+01,-3.114496e-01,+9.494719e-01,RK4
+3.612832e+01,-2.827845e-03,+9.992380e-01,RK4
+3.644247e+01,+3.060667e-01,+9.512069e-01,RK4
+3.675663e+01,+5.850020e-01,+8.100808e-01,RK4
+3.707079e+01,+8.066788e-01,+5.896730e-01,RK4
+3.738495e+01,+9.494022e-01,+3.115562e-01,RK4
+3.769911e+01,+9.992047e-01,+2.950697e-03,RK4
+3.801327e+01,+9.512132e-01,-3.059395e-01,RK4
+3.832743e+01,+8.101260e-01,-5.848830e-01,RK4
+3.864159e+01,+5.897528e-01,-8.065797e-01,RK4
+3.895575e+01,+3.116627e-01,-9.493326e-01,RK4
+3.926991e+01,+3.073541e-03,-9.991714e-01,RK4
+3.958407e+01,-3.058124e-01,-9.512195e-01,RK4
+3.989823e+01,-5.847641e-01,-8.101713e-01,RK4
+4.021239e+01,-8.064805e-01,-5.898326e-01,RK4
+4.052655e+01,-9.492629e-01,-3.117693e-01,RK4
+4.084070e+01,-9.991380e-01,-3.196377e-03,RK4
+4.115486e+01,-9.512257e-01,+3.056853e-01,RK4
+4.146902e+01,-8.102165e-01,+5.846451e-01,RK4
+4.178318e+01,-5.899124e-01,+8.063814e-01,RK4
+4.209734e+01,-3.118758e-01,+9.491933e-01,RK4
+4.241150e+01,-3.319204e-03,+9.991047e-01,RK4
+4.272566e+01,+3.055582e-01,+9.512320e-01,RK4
+4.303982e+01,+5.845261e-01,+8.102617e-01,RK4
+4.335398e+01,+8.062822e-01,+5.899922e-01,RK4
+4.366814e+01,+9.491236e-01,+3.119823e-01,RK4
+4.398230e+01,+9.990713e-01,+3.442024e-03,RK4
+4.429646e+01,+9.512382e-01,-3.054310e-01,RK4
+4.461062e+01,+8.103069e-01,-5.844072e-01,RK4
+4.492477e+01,+5.900719e-01,-8.061830e-01,RK4
+4.523893e+01,+3.120888e-01,-9.490539e-01,RK4
+4.555309e+01,+3.564835e-03,-9.990380e-01,RK4
+4.586725e+01,-3.053039e-01,-9.512444e-01,RK4
+4.618141e+01,-5.842882e-01,-8.103521e-01,RK4
+4.649557e+01,-8.060838e-01,-5.901516e-01,RK4
+4.680973e+01,-9.489842e-01,-3.121953e-01,RK4
+4.712389e+01,-9.990046e-01,-3.687638e-03,RK4
+4.743805e+01,-9.512506e-01,+3.051768e-01,RK4
+4.775221e+01,-8.103973e-01,+5.841692e-01,RK4
+4.806637e+01,-5.902314e-01,+8.059846e-01,RK4
+4.838053e+01,-3.123017e-01,+9.489145e-01,RK4
+4.869469e+01,-3.810434e-03,+9.989712e-01,RK4
+4.900885e+01,+3.050497e-01,+9.512568e-01,RK4
+4.932300e+01,+5.840502e-01,+8.104424e-01,RK4
+4.963716e+01,+8.058854e-01,+5.903111e-01,RK4
+4.995132e+01,+9.488448e-01,+3.124082e-01,RK4
+5.026548e+01,+9.989378e-01,+3.933220e-03,RK4
+5.057964e+01,+9.512629e-01,-3.049226e-01,RK4
+5.089380e+01,+8.104876e-01,-5.839313e-01,RK4
+5.120796e+01,+5.903907e-01,-8.057862e-01,RK4
+5.152212e+01,+3.125146e-01,-9.487751e-01,RK4
+5.183628e+01,+4.055999e-03,-9.989043e-01,RK4
+5.215044e+01,-3.047955e-01,-9.512691e-01,RK4
+5.246460e+01,-5.838123e-01,-8.105327e-01,RK4
+5.277876e+01,-8.056870e-01,-5.904704e-01,RK4
+5.309292e+01,-9.487053e-01,-3.126210e-01,RK4
+5.340708e+01,-9.988709e-01,-4.178770e-03,RK4
+5.372123e+01,-9.512752e-01,+3.046684e-01,RK4
+5.403539e+01,-8.105778e-01,+5.836933e-01,RK4
+5.434955e+01,-5.905501e-01,+8.055878e-01,RK4
+5.466371e+01,-3.127275e-01,+9.486356e-01,RK4
+5.497787e+01,-4.301532e-03,+9.988375e-01,RK4
+5.529203e+01,+3.045413e-01,+9.512813e-01,RK4
+5.560619e+01,+5.835743e-01,+8.106229e-01,RK4
+5.592035e+01,+8.054886e-01,+5.906297e-01,RK4
+5.623451e+01,+9.485658e-01,+3.128339e-01,RK4
+5.654867e+01,+9.988040e-01,+4.424286e-03,RK4
+5.686283e+01,+9.512874e-01,-3.044142e-01,RK4
+5.717699e+01,+8.106680e-01,-5.834553e-01,RK4
+5.749115e+01,+5.907094e-01,-8.053893e-01,RK4
+5.780530e+01,+3.129403e-01,-9.484960e-01,RK4
+5.811946e+01,+4.547033e-03,-9.987705e-01,RK4
+5.843362e+01,-3.042872e-01,-9.512935e-01,RK4
+5.874778e+01,-5.833364e-01,-8.107130e-01,RK4
+5.906194e+01,-8.052901e-01,-5.907890e-01,RK4
+5.937610e+01,-9.484263e-01,-3.130466e-01,RK4
+5.969026e+01,-9.987370e-01,-4.669770e-03,RK4
+6.000442e+01,-9.512996e-01,+3.041601e-01,RK4
+6.031858e+01,-8.107580e-01,+5.832174e-01,RK4
+6.063274e+01,-5.908686e-01,+8.051908e-01,RK4
+6.094690e+01,-3.131530e-01,+9.483565e-01,RK4
+6.126106e+01,-4.792500e-03,+9.987035e-01,RK4
+6.157522e+01,+3.040330e-01,+9.513056e-01,RK4
+6.188938e+01,+5.830984e-01,+8.108031e-01,RK4
+6.220353e+01,+8.050916e-01,+5.909482e-01,RK4
+6.251769e+01,+9.482867e-01,+3.132594e-01,RK4
+6.283185e+01,+9.986700e-01,+4.915222e-03,RK4
