t,x,y,u,v,theta
1.09,0.870444,0.0793289,0.798572,-0.472221,0.658438
1.1,0.878429,0.0745567,0.798572,-0.482221,0.658438
1.11,0.886415,0.0696845,0.798572,-0.492221,0.658438
1.12,0.894401,0.0647122,0.798572,-0.502221,0.658438
1.13,0.902386,0.05964,0.798572,-0.512221,0.658438
1.14,0.910372,0.0544678,0.798572,-0.522221,0.658438
1.15,0.918358,0.0491956,0.798572,-0.532221,0.658438
1.16,0.926344,0.0438234,0.798572,-0.542221,0.658438
1.17,0.934329,0.0383512,0.798572,-0.552221,0.658438
1.18,0.942315,0.032779,0.798572,-0.562221,0.658438
1.19,0.950301,0.0271068,0.798572,-0.572221,0.658438
1.2,0.958286,0.0213345,0.798572,-0.582221,0.658438
1.21,0.966272,0.0154623,0.798572,-0.592221,0.658438
1.22,0.974258,0.00949012,0.798572,-0.602221,0.658438
1.23,0.982244,0.00341791,0.798572,-0.612221,0.658438
1.24,0.990229,-0.00275431,0.798572,-0.622221,0.658438
1.25,0.998215,-0.00902652,0.798572,-0.632221,0.658438
1.26,1.0062,-0.0153987,0.798572,-0.642221,0.658438
0,0,0,0.793331,0.624495,0.666875
0.01,0.00793331,0.00619495,0.793331,0.614495,0.666875
0.02,0.0158666,0.0122899,0.793331,0.604495,0.666875
0.03,0.0237999,0.0182848,0.793331,0.594495,0.666875
0.04,0.0317332,0.0241798,0.793331,0.584495,0.666875
0.05,0.0396666,0.0299747,0.793331,0.574495,0.666875
0.06,0.0475999,0.0356697,0.793331,0.564495,0.666875
0.07,0.0555332,0.0412646,0.793331,0.554495,0.666875
0.08,0.0634665,0.0467596,0.793331,0.544495,0.666875
0.09,0.0713998,0.0521545,0.793331,0.534495,0.666875
0.1,0.0793331,0.0574495,0.793331,0.524495,0.666875
0.11,0.0872664,0.0626444,0.793331,0.514495,0.666875
0.12,0.0951997,0.0677394,0.793331,0.504495,0.666875
0.13,0.103133,0.0727343,0.793331,0.494495,0.666875
0.14,0.111066,0.0776293,0.793331,0.484495,0.666875
0.15,0.119,0.0824242,0.793331,0.474495,0.666875
0.16,0.126933,0.0871191,0.793331,0.464495,0.666875
0.17,0.134866,0.0917141,0.793331,0.454495,0.666875
0.18,0.1428,0.096209,0.793331,0.444495,0.666875
0.19,0.150733,0.100604,0.793331,0.434495,0.666875
0.2,0.158666,0.104899,0.793331,0.424495,0.666875
0.21,0.1666,0.109094,0.793331,0.414495,0.666875
0.22,0.174533,0.113189,0.793331,0.404495,0.666875
0.23,0.182466,0.117184,0.793331,0.394495,0.666875
0.24,0.190399,0.121079,0.793331,0.384495,0.666875
0.25,0.198333,0.124874,0.793331,0.374495,0.666875
0.26,0.206266,0.128569,0.793331,0.364495,0.666875
0.27,0.214199,0.132164,0.793331,0.354495,0.666875
0.28,0.222133,0.135659,0.793331,0.344495,0.666875
0.29,0.230066,0.139053,0.793331,0.334495,0.666875
0.3,0.237999,0.142348,0.793331,0.324495,0.666875
0.31,0.245933,0.145543,0.793331,0.314495,0.666875
0.32,0.253866,0.148638,0.793331,0.304495,0.666875
0.33,0.261799,0.151633,0.793331,0.294495,0.666875
0.34,0.269733,0.154528,0.793331,0.284495,0.666875
0.35,0.277666,0.157323,0.793331,0.274495,0.666875
0.36,0.285599,0.160018,0.793331,0.264495,0.666875
0.37,0.293533,0.162613,0.793331,0.254495,0.666875
0.38,0.301466,0.165108,0.793331,0.244495,0.666875
0.39,0.309399,0.167503,0.793331,0.234495,0.666875
0.4,0.317332,0.169798,0.793331,0.224495,0.666875
0.41,0.325266,0.171993,0.793331,0.214495,0.666875
0.42,0.333199,0.174088,0.793331,0.204495,0.666875
0.43,0.341132,0.176083,0.793331,0.194495,0.666875
0.44,0.349066,0.177978,0.793331,0.184495,0.666875
0.45,0.356999,0.179773,0.793331,0.174495,0.666875
0.46,0.364932,0.181468,0.793331,0.164495,0.666875
0.47,0.372866,0.183062,0.793331,0.154495,0.666875
0.48,0.380799,0.184557,0.793331,0.144495,0.666875
0.49,0.388732,0.185952,0.793331,0.134495,0.666875
0.5,0.396666,0.187247,0.793331,0.124495,0.666875
0.51,0.404599,0.188442,0.793331,0.114495,0.666875
0.52,0.412532,0.189537,0.793331,0.104495,0.666875
0.53,0.420466,0.190532,0.793331,0.0944947,0.666875
