t,x,delta_y,u,v,theta
0.43,0.335446,9.35918e-14,0.780107,0.210938,0.687775
0.431,0.336226,9.37028e-14,0.780107,0.209938,0.687775
0.432,0.337006,9.38138e-14,0.780107,0.208938,0.687775
0.433,0.337786,9.39526e-14,0.780107,0.207938,0.687775
0.434,0.338566,9.40914e-14,0.780107,0.206938,0.687775
0.435,0.339346,9.42024e-14,0.780107,0.205938,0.687775
0.436,0.340127,9.43134e-14,0.780107,0.204938,0.687775
0.437,0.340907,9.44522e-14,0.780107,0.203938,0.687775
0.438,0.341687,9.4591e-14,0.780107,0.202938,0.687775
0.439,0.342467,9.4702e-14,0.780107,0.201938,0.687775
0.44,0.343247,9.48408e-14,0.780107,0.200938,0.687775
0.441,0.344027,9.49518e-14,0.780107,0.199938,0.687775
0.442,0.344807,9.50906e-14,0.780107,0.198938,0.687775
0.443,0.345587,9.52849e-14,0.780107,0.197938,0.687775
0.444,0.346367,9.54237e-14,0.780107,0.196938,0.687775
0.445,0.347148,9.55624e-14,0.780107,0.195938,0.687775
0.446,0.347928,9.56735e-14,0.780107,0.194938,0.687775
0.447,0.348708,9.58122e-14,0.780107,0.193938,0.687775
0.448,0.349488,9.5951e-14,0.780107,0.192938,0.687775
0.449,0.350268,9.60898e-14,0.780107,0.191938,0.687775
0.45,0.351048,9.62008e-14,0.780107,0.190938,0.687775
0.451,0.351828,9.63396e-14,0.780107,0.189938,0.687775
0.452,0.352608,9.64784e-14,0.780107,0.188938,0.687775
0.453,0.353388,9.66172e-14,0.780107,0.187938,0.687775
0.454,0.354168,9.67559e-14,0.780107,0.186938,0.687775
0.455,0.354949,9.6867e-14,0.780107,0.185938,0.687775
0.456,0.355729,9.70335e-14,0.780107,0.184938,0.687775
0.457,0.356509,9.71723e-14,0.780107,0.183938,0.687775
0.458,0.357289,9.72833e-14,0.780107,0.182938,0.687775
0.459,0.358069,9.74221e-14,0.780107,0.181938,0.687775
0.46,0.358849,9.75608e-14,0.780107,0.180938,0.687775
0.461,0.359629,9.76719e-14,0.780107,0.179938,0.687775
0.462,0.360409,9.77829e-14,0.780107,0.178938,0.687775
0.463,0.361189,9.79217e-14,0.780107,0.177938,0.687775
0.464,0.36197,9.80327e-14,0.780107,0.176938,0.687775
0.465,0.36275,9.81437e-14,0.780107,0.175938,0.687775
0.466,0.36353,9.82547e-14,0.780107,0.174938,0.687775
0.467,0.36431,9.83658e-14,0.780107,0.173938,0.687775
0.468,0.36509,9.84768e-14,0.780107,0.172938,0.687775
0.469,0.36587,9.86156e-14,0.780107,0.171938,0.687775
0.47,0.36665,9.87266e-14,0.780107,0.170938,0.687775
0.471,0.36743,9.88654e-14,0.780107,0.169938,0.687775
0.472,0.36821,9.89764e-14,0.780107,0.168938,0.687775
0.473,0.368991,9.90874e-14,0.780107,0.167938,0.687775
0.474,0.369771,9.92817e-14,0.780107,0.166938,0.687775
0.475,0.370551,9.93927e-14,0.780107,0.165938,0.687775
0.476,0.371331,9.95315e-14,0.780107,0.164938,0.687775
0.477,0.372111,9.96703e-14,0.780107,0.163938,0.687775
0.478,0.372891,9.97813e-14,0.780107,0.162938,0.687775
0.479,0.373671,9.98923e-14,0.780107,0.161938,0.687775
0.48,0.374451,1.00031e-13,0.780107,0.160938,0.687775
0.481,0.375231,1.0017e-13,0.780107,0.159938,0.687775
0.482,0.376011,1.00281e-13,0.780107,0.158938,0.687775
0.483,0.376792,1.0042e-13,0.780107,0.157938,0.687775
0.484,0.377572,1.00531e-13,0.780107,0.156938,0.687775
0.485,0.378352,1.00669e-13,0.780107,0.155938,0.687775
0.486,0.379132,1.0078e-13,0.780107,0.154938,0.687775
0.487,0.379912,1.00864e-13,0.780107,0.153938,0.687775
0.488,0.380692,1.00975e-13,0.780107,0.152938,0.687775
0.489,0.381472,1.01086e-13,0.780107,0.151938,0.687775
0.49,0.382252,1.01252e-13,0.780107,0.150938,0.687775
0.491,0.383032,1.01336e-13,0.780107,0.149938,0.687775
0.492,0.383813,1.01447e-13,0.780107,0.148938,0.687775
0.493,0.384593,1.01558e-13,0.780107,0.147938,0.687775
0.494,0.385373,1.01669e-13,0.780107,0.146938,0.687775
0.495,0.386153,1.0178e-13,0.780107,0.145938,0.687775
0.496,0.386933,1.01863e-13,0.780107,0.144938,0.687775
0.497,0.387713,1.02002e-13,0.780107,0.143938,0.687775
0.498,0.388493,1.02085e-13,0.780107,0.142938,0.687775
0.499,0.389273,1.02224e-13,0.780107,0.141938,0.687775
0.5,0.390053,1.02335e-13,0.780107,0.140938,0.687775
0.501,0.390834,1.02418e-13,0.780107,0.139938,0.687775
0.502,0.391614,1.02585e-13,0.780107,0.138938,0.687775
0.503,0.392394,1.02668e-13,0.780107,0.137938,0.687775
0.504,0.393174,1.02751e-13,0.780107,0.136938,0.687775
0.505,0.393954,1.0289e-13,0.780107,0.135938,0.687775
0.506,0.394734,1.03056e-13,0.780107,0.134938,0.687775
0.507,0.395514,1.0314e-13,0.780107,0.133938,0.687775
0.508,0.396294,1.03306e-13,0.780107,0.132938,0.687775
0.509,0.397074,1.0339e-13,0.780107,0.131938,0.687775
0.51,0.397854,1.03556e-13,0.780107,0.130938,0.687775
0.511,0.398635,1.03639e-13,0.780107,0.129938,0.687775
0.512,0.399415,1.0375e-13,0.780107,0.128938,0.687775
0.513,0.400195,1.03889e-13,0.780107,0.127938,0.687775
0.514,0.400975,1.03972e-13,0.780107,0.126938,0.687775
0.515,0.401755,1.04083e-13,0.780107,0.125938,0.687775
0.516,0.402535,1.04167e-13,0.780107,0.124938,0.687775
0.517,0.403315,1.04222e-13,0.780107,0.123938,0.687775
0.518,0.404095,1.04361e-13,0.780107,0.122938,0.687775
0.519,0.404875,1.04444e-13,0.780107,0.121938,0.687775
0.52,0.405656,1.04555e-13,0.780107,0.120938,0.687775
0.521,0.406436,1.04694e-13,0.780107,0.119938,0.687775
0.522,0.407216,1.04777e-13,0.780107,0.118938,0.687775
0.523,0.407996,1.04916e-13,0.780107,0.117938,0.687775
0.524,0.408776,1.04972e-13,0.780107,0.116938,0.687775
0.525,0.409556,1.05055e-13,0.780107,0.115938,0.687775
0.526,0.410336,1.05194e-13,0.780107,0.114938,0.687775
0.527,0.411116,1.05277e-13,0.780107,0.113938,0.687775
0.528,0.411896,1.05416e-13,0.780107,0.112938,0.687775
0.529,0.412677,1.05499e-13,0.780107,0.111938,0.687775
0.53,0.413457,1.05582e-13,0.780107,0.110938,0.687775
0.531,0.414237,1.05721e-13,0.780107,0.109938,0.687775
0.532,0.415017,1.05776e-13,0.780107,0.108938,0.687775
0.533,0.415797,1.05943e-13,0.780107,0.107938,0.687775
0.534,0.416577,1.05999e-13,0.780107,0.106938,0.687775
0.535,0.417357,1.06082e-13,0.780107,0.105938,0.687775
0.536,0.418137,1.06248e-13,0.780107,0.104938,0.687775
0.537,0.418917,1.06387e-13,0.780107,0.103938,0.687775
0.538,0.419697,1.06526e-13,0.780107,0.102938,0.687775
0.539,0.420478,1.06609e-13,0.780107,0.101938,0.687775
0.54,0.421258,1.06692e-13,0.780107,0.100938,0.687775
0.541,0.422038,1.06831e-13,0.780107,0.0999379,0.687775
0.542,0.422818,1.06887e-13,0.780107,0.0989379,0.687775
0.543,0.423598,1.07025e-13,0.780107,0.0979379,0.687775
0.544,0.424378,1.07081e-13,0.780107,0.0969379,0.687775
0.545,0.425158,1.07137e-13,0.780107,0.0959379,0.687775
0.546,0.425938,1.07248e-13,0.780107,0.0949379,0.687775
0.547,0.426718,1.07331e-13,0.780107,0.0939379,0.687775
0.548,0.427499,1.07386e-13,0.780107,0.0929379,0.687775
0.549,0.428279,1.07497e-13,0.780107,0.0919379,0.687775
0.55,0.429059,1.07581e-13,0.780107,0.0909379,0.687775
0.551,0.429839,1.07692e-13,0.780107,0.0899379,0.687775
0.552,0.430619,1.07775e-13,0.780107,0.0889379,0.687775
0.553,0.431399,1.07886e-13,0.780107,0.0879379,0.687775
0.554,0.432179,1.08025e-13,0.780107,0.0869379,0.687775
0.555,0.432959,1.0808e-13,0.780107,0.0859379,0.687775
0.556,0.433739,1.08219e-13,0.780107,0.0849379,0.687775
0.557,0.434519,1.08275e-13,0.780107,0.0839379,0.687775
0.558,0.4353,1.08358e-13,0.780107,0.0829379,0.687775
0.559,0.43608,1.08469e-13,0.780107,0.0819379,0.687775
0.56,0.43686,1.08552e-13,0.780107,0.0809379,0.687775
0.561,0.43764,1.08691e-13,0.780107,0.0799379,0.687775
0.562,0.43842,1.08746e-13,0.780107,0.0789379,0.687775
0.563,0.4392,1.0883e-13,0.780107,0.0779379,0.687775
0.564,0.43998,1.08968e-13,0.780107,0.0769379,0.687775
0.565,0.44076,1.09024e-13,0.780107,0.0759379,0.687775
0.566,0.44154,1.09107e-13,0.780107,0.0749379,0.687775
0.567,0.442321,1.09246e-13,0.780107,0.0739379,0.687775
0.568,0.443101,1.09385e-13,0.780107,0.0729379,0.687775
0.569,0.443881,1.09524e-13,0.780107,0.0719379,0.687775
0.57,0.444661,1.09551e-13,0.780107,0.0709379,0.687775
0.571,0.445441,1.09607e-13,0.780107,0.0699379,0.687775
0.572,0.446221,1.09718e-13,0.780107,0.0689379,0.687775
0.573,0.447001,1.09773e-13,0.780107,0.0679379,0.687775
0.574,0.447781,1.09884e-13,0.780107,0.0669379,0.687775
0.575,0.448561,1.0994e-13,0.780107,0.0659379,0.687775
0.576,0.449342,1.09995e-13,0.780107,0.0649379,0.687775
0.577,0.450122,1.10106e-13,0.780107,0.0639379,0.687775
0.578,0.450902,1.10162e-13,0.780107,0.0629379,0.687775
0.579,0.451682,1.10273e-13,0.780107,0.0619379,0.687775
0.58,0.452462,1.10328e-13,0.780107,0.0609379,0.687775
0.581,0.453242,1.10384e-13,0.780107,0.0599379,0.687775
0.582,0.454022,1.10495e-13,0.780107,0.0589379,0.687775
0.583,0.454802,1.1055e-13,0.780107,0.0579379,0.687775
0.584,0.455582,1.10745e-13,0.780107,0.0569379,0.687775
0.585,0.456362,1.108e-13,0.780107,0.0559379,0.687775
0.586,0.457143,1.10856e-13,0.780107,0.0549379,0.687775
0.587,0.457923,1.10967e-13,0.780107,0.0539379,0.687775
0.588,0.458703,1.11022e-13,0.780107,0.0529379,0.687775
0.589,0.459483,1.11106e-13,0.780107,0.0519379,0.687775
0.59,0.460263,1.11217e-13,0.780107,0.0509379,0.687775
0.591,0.461043,1.11272e-13,0.780107,0.0499379,0.687775
0.592,0.461823,1.11411e-13,0.780107,0.0489379,0.687775
0.593,0.462603,1.11466e-13,0.780107,0.0479379,0.687775
0.594,0.463383,1.11522e-13,0.780107,0.0469379,0.687775
0.595,0.464164,1.11661e-13,0.780107,0.0459379,0.687775
0.596,0.464944,1.11716e-13,0.780107,0.0449379,0.687775
0.597,0.465724,1.11827e-13,0.780107,0.0439379,0.687775
0.598,0.466504,1.11855e-13,0.780107,0.0429379,0.687775
0.599,0.467284,1.11966e-13,0.780107,0.0419379,0.687775
0.6,0.468064,1.12049e-13,0.780107,0.0409379,0.687775
0.601,0.468844,1.12105e-13,0.780107,0.0399379,0.687775
0.602,0.469624,1.12216e-13,0.780107,0.0389379,0.687775
0.603,0.470404,1.12244e-13,0.780107,0.0379379,0.687775
0.604,0.471185,1.12299e-13,0.780107,0.0369379,0.687775
0.605,0.471965,1.12382e-13,0.780107,0.0359379,0.687775
0.606,0.472745,1.12438e-13,0.780107,0.0349379,0.687775
0.607,0.473525,1.12493e-13,0.780107,0.0339379,0.687775
0.608,0.474305,1.12604e-13,0.780107,0.0329379,0.687775
0.609,0.475085,1.12632e-13,0.780107,0.0319379,0.687775
0.61,0.475865,1.12743e-13,0.780107,0.0309379,0.687775
0.611,0.476645,1.12799e-13,0.780107,0.0299379,0.687775
0.612,0.477425,1.12826e-13,0.780107,0.0289379,0.687775
0.613,0.478205,1.12937e-13,0.780107,0.0279379,0.687775
0.614,0.478986,1.12993e-13,0.780107,0.0269379,0.687775
0.615,0.479766,1.13159e-13,0.780107,0.0259379,0.687775
0.616,0.480546,1.13215e-13,0.780107,0.0249379,0.687775
0.617,0.481326,1.13271e-13,0.780107,0.0239379,0.687775
0.618,0.482106,1.13382e-13,0.780107,0.0229379,0.687775
0.619,0.482886,1.13437e-13,0.780107,0.0219379,0.687775
0.62,0.483666,1.13548e-13,0.780107,0.0209379,0.687775
0.621,0.484446,1.13604e-13,0.780107,0.0199379,0.687775
0.622,0.485226,1.13659e-13,0.780107,0.0189379,0.687775
0.623,0.486007,1.1377e-13,0.780107,0.0179379,0.687775
0.624,0.486787,1.13826e-13,0.780107,0.0169379,0.687775
0.625,0.487567,1.13909e-13,0.780107,0.0159379,0.687775
0.626,0.488347,1.13937e-13,0.780107,0.0149379,0.687775
0.627,0.489127,1.13964e-13,0.780107,0.0139379,0.687775
0.628,0.489907,1.14075e-13,0.780107,0.0129379,0.687775
0.629,0.490687,1.14103e-13,0.780107,0.0119379,0.687775
0.63,0.491467,1.14131e-13,0.780107,0.0109379,0.687775
0.631,0.492247,1.1427e-13,0.780107,0.00993788,0.687775
0.632,0.493028,1.14325e-13,0.780107,0.00893788,0.687775
0.633,0.493808,1.14408e-13,0.780107,0.00793788,0.687775
0.634,0.494588,1.14436e-13,0.780107,0.00693788,0.687775
0.635,0.495368,1.14464e-13,0.780107,0.00593788,0.687775
0.636,0.496148,1.14575e-13,0.780107,0.00493788,0.687775
0.637,0.496928,1.14603e-13,0.780107,0.00393788,0.687775
0.638,0.497708,1.14714e-13,0.780107,0.00293788,0.687775
0.639,0.498488,1.14742e-13,0.780107,0.00193788,0.687775
0.64,0.499268,1.14797e-13,0.780107,0.000937875,0.687775
0.641,0.500048,1.1488e-13,0.780107,-6.21247e-05,0.687775
0.642,0.500829,1.14964e-13,0.780107,-0.00106212,0.687775
0.643,0.501609,1.15047e-13,0.780107,-0.00206212,0.687775
0.644,0.502389,1.15075e-13,0.780107,-0.00306212,0.687775
0.645,0.503169,1.15158e-13,0.780107,-0.00406212,0.687775
0.646,0.503949,1.15213e-13,0.780107,-0.00506212,0.687775
0.647,0.504729,1.15297e-13,0.780107,-0.00606212,0.687775
0.648,0.505509,1.15324e-13,0.780107,-0.00706212,0.687775
0.649,0.506289,1.15408e-13,0.780107,-0.00806212,0.687775
0.65,0.507069,1.15519e-13,0.780107,-0.00906212,0.687775
0.651,0.50785,1.15602e-13,0.780107,-0.0100621,0.687775
0.652,0.50863,1.1563e-13,0.780107,-0.0110621,0.687775
0.653,0.50941,1.15713e-13,0.780107,-0.0120621,0.687775
0.654,0.51019,1.15769e-13,0.780107,-0.0130621,0.687775
0.655,0.51097,1.15796e-13,0.780107,-0.0140621,0.687775
0.656,0.51175,1.15796e-13,0.780107,-0.0150621,0.687775
0.657,0.51253,1.15852e-13,0.780107,-0.0160621,0.687775
0.658,0.51331,1.15935e-13,0.780107,-0.0170621,0.687775
0.659,0.51409,1.15991e-13,0.780107,-0.0180621,0.687775
0.66,0.51487,1.15991e-13,0.780107,-0.0190621,0.687775
0.661,0.515651,1.16074e-13,0.780107,-0.0200621,0.687775
0.662,0.516431,1.16157e-13,0.780107,-0.0210621,0.687775
0.663,0.517211,1.16157e-13,0.780107,-0.0220621,0.687775
0.664,0.517991,1.16157e-13,0.780107,-0.0230621,0.687775
0.665,0.518771,1.1624e-13,0.780107,-0.0240621,0.687775
0.666,0.519551,1.16324e-13,0.780107,-0.0250621,0.687775
0.667,0.520331,1.16407e-13,0.780107,-0.0260621,0.687775
0.668,0.521111,1.16407e-13,0.780107,-0.0270621,0.687775
0.669,0.521891,1.16462e-13,0.780107,-0.0280621,0.687775
0.67,0.522672,1.16546e-13,0.780107,-0.0290621,0.687775
0.671,0.523452,1.16629e-13,0.780107,-0.0300621,0.687775
0.672,0.524232,1.16573e-13,0.780107,-0.0310621,0.687775
0.673,0.525012,1.16657e-13,0.780107,-0.0320621,0.687775
0.674,0.525792,1.1674e-13,0.780107,-0.0330621,0.687775
0.675,0.526572,1.16823e-13,0.780107,-0.0340621,0.687775
0.676,0.527352,1.16823e-13,0.780107,-0.0350621,0.687775
0.677,0.528132,1.16906e-13,0.780107,-0.0360621,0.687775
0.678,0.528912,1.1699e-13,0.780107,-0.0370621,0.687775
0.679,0.529693,1.17073e-13,0.780107,-0.0380621,0.687775
0.68,0.530473,1.17073e-13,0.780107,-0.0390621,0.687775
0.681,0.531253,1.17073e-13,0.780107,-0.0400621,0.687775
0.682,0.532033,1.17129e-13,0.780107,-0.0410621,0.687775
0.683,0.532813,1.17184e-13,0.780107,-0.0420621,0.687775
0.684,0.533593,1.17184e-13,0.780107,-0.0430621,0.687775
0.685,0.534373,1.1724e-13,0.780107,-0.0440621,0.687775
0.686,0.535153,1.17295e-13,0.780107,-0.0450621,0.687775
0.687,0.535933,1.17351e-13,0.780107,-0.0460621,0.687775
0.688,0.536713,1.17351e-13,0.780107,-0.0470621,0.687775
0.689,0.537494,1.17406e-13,0.780107,-0.0480621,0.687775
0.69,0.538274,1.17406e-13,0.780107,-0.0490621,0.687775
0.691,0.539054,1.17462e-13,0.780107,-0.0500621,0.687775
0.692,0.539834,1.17462e-13,0.780107,-0.0510621,0.687775
0.693,0.540614,1.17517e-13,0.780107,-0.0520621,0.687775
0.694,0.541394,1.17573e-13,0.780107,-0.0530621,0.687775
0.695,0.542174,1.17628e-13,0.780107,-0.0540621,0.687775
0.696,0.542954,1.17628e-13,0.780107,-0.0550621,0.687775
0.697,0.543734,1.17684e-13,0.780107,-0.0560621,0.687775
0.698,0.544515,1.17711e-13,0.780107,-0.0570621,0.687775
0.699,0.545295,1.17767e-13,0.780107,-0.0580621,0.687775
0.7,0.546075,1.17767e-13,0.780107,-0.0590621,0.687775
0.701,0.546855,1.17822e-13,0.780107,-0.0600621,0.687775
0.702,0.547635,1.17878e-13,0.780107,-0.0610621,0.687775
0.703,0.548415,1.17961e-13,0.780107,-0.0620621,0.687775
0.704,0.549195,1.17933e-13,0.780107,-0.0630621,0.687775
0.705,0.549975,1.18017e-13,0.780107,-0.0640621,0.687775
0.706,0.550755,1.18072e-13,0.780107,-0.0650621,0.687775
0.707,0.551536,1.181e-13,0.780107,-0.0660621,0.687775
0.708,0.552316,1.18044e-13,0.780107,-0.0670621,0.687775
0.709,0.553096,1.181e-13,0.780107,-0.0680621,0.687775
0.71,0.553876,1.18128e-13,0.780107,-0.0690621,0.687775
0.711,0.554656,1.18183e-13,0.780107,-0.0700621,0.687775
0.712,0.555436,1.18155e-13,0.780107,-0.0710621,0.687775
0.713,0.556216,1.18211e-13,0.780107,-0.0720621,0.687775
0.714,0.556996,1.18239e-13,0.780107,-0.0730621,0.687775
0.715,0.557776,1.18294e-13,0.780107,-0.0740621,0.687775
0.716,0.558556,1.18211e-13,0.780107,-0.0750621,0.687775
0.717,0.559337,1.18267e-13,0.780107,-0.0760621,0.687775
0.718,0.560117,1.18294e-13,0.780107,-0.0770621,0.687775
0.719,0.560897,1.1835e-13,0.780107,-0.0780621,0.687775
0.72,0.561677,1.18322e-13,0.780107,-0.0790621,0.687775
0.721,0.562457,1.18378e-13,0.780107,-0.0800621,0.687775
0.722,0.563237,1.18405e-13,0.780107,-0.0810621,0.687775
0.723,0.564017,1.18461e-13,0.780107,-0.0820621,0.687775
0.724,0.564797,1.18433e-13,0.780107,-0.0830621,0.687775
0.725,0.565577,1.18433e-13,0.780107,-0.0840621,0.687775
0.726,0.566358,1.18516e-13,0.780107,-0.0850621,0.687775
0.727,0.567138,1.18516e-13,0.780107,-0.0860621,0.687775
0.728,0.567918,1.18489e-13,0.780107,-0.0870621,0.687775
0.729,0.568698,1.18544e-13,0.780107,-0.0880621,0.687775
0.73,0.569478,1.18627e-13,0.780107,-0.0890621,0.687775
0.731,0.570258,1.18683e-13,0.780107,-0.0900621,0.687775
0.732,0.571038,1.18655e-13,0.780107,-0.0910621,0.687775
0.733,0.571818,1.18655e-13,0.780107,-0.0920621,0.687775
0.734,0.572598,1.18683e-13,0.780107,-0.0930621,0.687775
0.735,0.573379,1.18738e-13,0.780107,-0.0940621,0.687775
0.736,0.574159,1.18738e-13,0.780107,-0.0950621,0.687775
0.737,0.574939,1.18766e-13,0.780107,-0.0960621,0.687775
0.738,0.575719,1.18766e-13,0.780107,-0.0970621,0.687775
0.739,0.576499,1.18794e-13,0.780107,-0.0980621,0.687775
0.74,0.577279,1.18738e-13,0.780107,-0.0990621,0.687775
0.741,0.578059,1.18766e-13,0.780107,-0.100062,0.687775
0.742,0.578839,1.18766e-13,0.780107,-0.101062,0.687775
0.743,0.579619,1.18794e-13,0.780107,-0.102062,0.687775
0.744,0.580399,1.18738e-13,0.780107,-0.103062,0.687775
0.745,0.58118,1.18766e-13,0.780107,-0.104062,0.687775
0.746,0.58196,1.18822e-13,0.780107,-0.105062,0.687775
0.747,0.58274,1.18849e-13,0.780107,-0.106062,0.687775
0.748,0.58352,1.18794e-13,0.780107,-0.107062,0.687775
0.749,0.5843,1.18822e-13,0.780107,-0.108062,0.687775
0.75,0.58508,1.18877e-13,0.780107,-0.109062,0.687775
0.751,0.58586,1.18849e-13,0.780107,-0.110062,0.687775
0.752,0.58664,1.18794e-13,0.780107,-0.111062,0.687775
0.753,0.58742,1.18877e-13,0.780107,-0.112062,0.687775
0.754,0.588201,1.18877e-13,0.780107,-0.113062,0.687775
0.755,0.588981,1.18905e-13,0.780107,-0.114062,0.687775
0.756,0.589761,1.18905e-13,0.780107,-0.115062,0.687775
0.757,0.590541,1.18933e-13,0.780107,-0.116062,0.687775
0.758,0.591321,1.18988e-13,0.780107,-0.117062,0.687775
0.759,0.592101,1.19016e-13,0.780107,-0.118062,0.687775
0.76,0.592881,1.18905e-13,0.780107,-0.119062,0.687775
0.761,0.593661,1.18933e-13,0.780107,-0.120062,0.687775
0.762,0.594441,1.18988e-13,0.780107,-0.121062,0.687775
0.763,0.595221,1.19016e-13,0.780107,-0.122062,0.687775
0.764,0.596002,1.18988e-13,0.780107,-0.123062,0.687775
0.765,0.596782,1.18988e-13,0.780107,-0.124062,0.687775
0.766,0.597562,1.19016e-13,0.780107,-0.125062,0.687775
0.767,0.598342,1.19016e-13,0.780107,-0.126062,0.687775
0.768,0.599122,1.18877e-13,0.780107,-0.127062,0.687775
0.769,0.599902,1.18933e-13,0.780107,-0.128062,0.687775
0.77,0.600682,1.1896e-13,0.780107,-0.129062,0.687775
0.771,0.601462,1.1896e-13,0.780107,-0.130062,0.687775
0.772,0.602242,1.18877e-13,0.780107,-0.131062,0.687775
0.773,0.603023,1.18933e-13,0.780107,-0.132062,0.687775
0.774,0.603803,1.1896e-13,0.780107,-0.133062,0.687775
0.775,0.604583,1.1896e-13,0.780107,-0.134062,0.687775
0.776,0.605363,1.18877e-13,0.780107,-0.135062,0.687775
0.777,0.606143,1.18877e-13,0.780107,-0.136062,0.687775
0.778,0.606923,1.18905e-13,0.780107,-0.137062,0.687775
0.779,0.607703,1.18905e-13,0.780107,-0.138062,0.687775
0.78,0.608483,1.18877e-13,0.780107,-0.139062,0.687775
0.781,0.609263,1.18822e-13,0.780107,-0.140062,0.687775
0.782,0.610044,1.18849e-13,0.780107,-0.141062,0.687775
0.783,0.610824,1.18905e-13,0.780107,-0.142062,0.687775
0.784,0.611604,1.18822e-13,0.780107,-0.143062,0.687775
0.785,0.612384,1.18822e-13,0.780107,-0.144062,0.687775
0.786,0.613164,1.18849e-13,0.780107,-0.145062,0.687775
0.787,0.613944,1.18905e-13,0.780107,-0.146062,0.687775
0.788,0.614724,1.18822e-13,0.780107,-0.147062,0.687775
0.789,0.615504,1.18877e-13,0.780107,-0.148062,0.687775
0.79,0.616284,1.18905e-13,0.780107,-0.149062,0.687775
0.791,0.617064,1.1896e-13,0.780107,-0.150062,0.687775
0.792,0.617845,1.18849e-13,0.780107,-0.151062,0.687775
0.793,0.618625,1.18877e-13,0.780107,-0.152062,0.687775
0.794,0.619405,1.18877e-13,0.780107,-0.153062,0.687775
0.795,0.620185,1.18849e-13,0.780107,-0.154062,0.687775
0.796,0.620965,1.18794e-13,0.780107,-0.155062,0.687775
0.797,0.621745,1.18766e-13,0.780107,-0.156062,0.687775
0.798,0.622525,1.18822e-13,0.780107,-0.157062,0.687775
0.799,0.623305,1.18683e-13,0.780107,-0.158062,0.687775
0.8,0.624085,1.18627e-13,0.780107,-0.159062,0.687775
0.801,0.624866,1.186e-13,0.780107,-0.160062,0.687775
0.802,0.625646,1.186e-13,0.780107,-0.161062,0.687775
0.803,0.626426,1.18627e-13,0.780107,-0.162062,0.687775
0.804,0.627206,1.18572e-13,0.780107,-0.163062,0.687775
0.805,0.627986,1.18544e-13,0.780107,-0.164062,0.687775
0.806,0.628766,1.186e-13,0.780107,-0.165062,0.687775
0.807,0.629546,1.18572e-13,0.780107,-0.166062,0.687775
0.808,0.630326,1.18516e-13,0.780107,-0.167062,0.687775
0.809,0.631106,1.18544e-13,0.780107,-0.168062,0.687775
0.81,0.631887,1.18544e-13,0.780107,-0.169062,0.687775
0.811,0.632667,1.18572e-13,0.780107,-0.170062,0.687775
0.812,0.633447,1.18461e-13,0.780107,-0.171062,0.687775
0.813,0.634227,1.18489e-13,0.780107,-0.172062,0.687775
0.814,0.635007,1.18489e-13,0.780107,-0.173062,0.687775
0.815,0.635787,1.18405e-13,0.780107,-0.174062,0.687775
0.816,0.636567,1.1835e-13,0.780107,-0.175062,0.687775
0.817,0.637347,1.18378e-13,0.780107,-0.176062,0.687775
0.818,0.638127,1.18378e-13,0.780107,-0.177062,0.687775
0.819,0.638907,1.18294e-13,0.780107,-0.178062,0.687775
0.82,0.639688,1.18267e-13,0.780107,-0.179062,0.687775
0.821,0.640468,1.18267e-13,0.780107,-0.180062,0.687775
0.822,0.641248,1.18294e-13,0.780107,-0.181062,0.687775
0.823,0.642028,1.18183e-13,0.780107,-0.182062,0.687775
0.824,0.642808,1.18155e-13,0.780107,-0.183062,0.687775
0.825,0.643588,1.18155e-13,0.780107,-0.184062,0.687775
0.826,0.644368,1.18128e-13,0.780107,-0.185062,0.687775
0.827,0.645148,1.18072e-13,0.780107,-0.186062,0.687775
0.828,0.645928,1.18044e-13,0.780107,-0.187062,0.687775
0.829,0.646709,1.18044e-13,0.780107,-0.188062,0.687775
0.83,0.647489,1.18017e-13,0.780107,-0.189062,0.687775
0.831,0.648269,1.17961e-13,0.780107,-0.190062,0.687775
0.832,0.649049,1.17933e-13,0.780107,-0.191062,0.687775
0.833,0.649829,1.17933e-13,0.780107,-0.192062,0.687775
0.834,0.650609,1.17795e-13,0.780107,-0.193062,0.687775
0.835,0.651389,1.17739e-13,0.780107,-0.194062,0.687775
0.836,0.652169,1.17711e-13,0.780107,-0.195062,0.687775
0.837,0.652949,1.17711e-13,0.780107,-0.196062,0.687775
0.838,0.65373,1.17739e-13,0.780107,-0.197062,0.687775
0.839,0.65451,1.17628e-13,0.780107,-0.198062,0.687775
0.84,0.65529,1.17656e-13,0.780107,-0.199062,0.687775
0.841,0.65607,1.17656e-13,0.780107,-0.200062,0.687775
0.842,0.65685,1.17628e-13,0.780107,-0.201062,0.687775
0.843,0.65763,1.17573e-13,0.780107,-0.202062,0.687775
0.844,0.65841,1.17545e-13,0.780107,-0.203062,0.687775
0.845,0.65919,1.17545e-13,0.780107,-0.204062,0.687775
0.846,0.65997,1.17573e-13,0.780107,-0.205062,0.687775
0.847,0.66075,1.17434e-13,0.780107,-0.206062,0.687775
0.848,0.661531,1.17434e-13,0.780107,-0.207062,0.687775
0.849,0.662311,1.17406e-13,0.780107,-0.208062,0.687775
0.85,0.663091,1.17351e-13,0.780107,-0.209062,0.687775
0.851,0.663871,1.17156e-13,0.780107,-0.210062,0.687775
0.852,0.664651,1.17101e-13,0.780107,-0.211062,0.687775
0.853,0.665431,1.17129e-13,0.780107,-0.212062,0.687775
