t,x,delta_y,u,v,theta
1.277,0.996196,5.40878e-14,0.780107,-0.636062,0.687775
1.278,0.996977,5.40592e-14,0.780107,-0.637062,0.687775
1.279,0.997757,5.36689e-14,0.780107,-0.638062,0.687775
1.28,0.998537,5.32497e-14,0.780107,-0.639062,0.687775
1.281,0.999317,5.32459e-14,0.780107,-0.640062,0.687775
1.282,1.0001,5.29915e-14,0.780107,-0.641062,0.687775
0,0,0,0.640938,0.780107,0.883021
0.001,0.000640938,1.48861e-16,0.640938,0.779107,0.883021
0.002,0.00128188,2.97505e-16,0.640938,0.778107,0.883021
0.003,0.00192281,4.45824e-16,0.640938,0.777107,0.883021
0.004,0.00256375,5.94143e-16,0.640938,0.776107,0.883021
0.005,0.00320469,7.42462e-16,0.640938,0.775107,0.883021
0.006,0.00384563,8.90781e-16,0.640938,0.774107,0.883021
0.007,0.00448657,1.03736e-15,0.640938,0.773107,0.883021
0.008,0.0051275,1.18482e-15,0.640938,0.772107,0.883021
0.009,0.00576844,1.3314e-15,0.640938,0.771107,0.883021
0.01,0.00640938,1.47798e-15,0.640938,0.770107,0.883021
0.011,0.00705032,1.62544e-15,0.640938,0.769107,0.883021
0.012,0.00769125,1.77115e-15,0.640938,0.768107,0.883021
0.013,0.00833219,1.91513e-15,0.640938,0.767107,0.883021
0.014,0.00897313,2.06085e-15,0.640938,0.766107,0.883021
0.015,0.00961407,2.20483e-15,0.640938,0.765107,0.883021
0.016,0.010255,2.34882e-15,0.640938,0.764107,0.883021
0.017,0.0108959,2.49453e-15,0.640938,0.763107,0.883021
0.018,0.0115369,2.63678e-15,0.640938,0.762107,0.883021
0.019,0.0121778,2.78076e-15,0.640938,0.761107,0.883021
0.02,0.0128188,2.92474e-15,0.640938,0.760107,0.883021
0.021,0.0134597,3.06699e-15,0.640938,0.759107,0.883021
0.022,0.0141006,3.20924e-15,0.640938,0.758107,0.883021
0.023,0.0147416,3.34802e-15,0.640938,0.757107,0.883021
0.024,0.0153825,3.49373e-15,0.640938,0.756107,0.883021
0.025,0.0160234,3.63598e-15,0.640938,0.755107,0.883021
0.026,0.0166644,3.77823e-15,0.640938,0.754107,0.883021
0.027,0.0173053,3.91701e-15,0.640938,0.753107,0.883021
0.028,0.0179463,4.05925e-15,0.640938,0.752107,0.883021
0.029,0.0185872,4.2015e-15,0.640938,0.751107,0.883021
0.03,0.0192281,4.34028e-15,0.640938,0.750107,0.883021
0.031,0.0198691,4.48253e-15,0.640938,0.749107,0.883021
0.032,0.02051,4.62477e-15,0.640938,0.748107,0.883021
0.033,0.0211509,4.76355e-15,0.640938,0.747107,0.883021
0.034,0.0217919,4.9058e-15,0.640938,0.746107,0.883021
0.035,0.0224328,5.04805e-15,0.640938,0.745107,0.883021
0.036,0.0230738,5.18682e-15,0.640938,0.744107,0.883021
0.037,0.0237147,5.32213e-15,0.640938,0.743107,0.883021
0.038,0.0243556,5.46438e-15,0.640938,0.742107,0.883021
0.039,0.0249966,5.60316e-15,0.640938,0.741107,0.883021
0.04,0.0256375,5.74193e-15,0.640938,0.740107,0.883021
0.041,0.0262785,5.88071e-15,0.640938,0.739107,0.883021
0.042,0.0269194,6.01602e-15,0.640938,0.738107,0.883021
0.043,0.0275603,6.16174e-15,0.640938,0.737107,0.883021
0.044,0.0282013,6.30052e-15,0.640938,0.736107,0.883021
0.045,0.0288422,6.43929e-15,0.640938,0.735107,0.883021
0.046,0.0294831,6.57113e-15,0.640938,0.734107,0.883021
0.047,0.0301241,6.70991e-15,0.640938,0.733107,0.883021
0.048,0.030765,6.84175e-15,0.640938,0.732107,0.883021
0.049,0.031406,6.98053e-15,0.640938,0.731107,0.883021
0.05,0.0320469,7.11931e-15,0.640938,0.730107,0.883021
0.051,0.0326878,7.26502e-15,0.640938,0.729107,0.883021
0.052,0.0333288,7.4038e-15,0.640938,0.728107,0.883021
0.053,0.0339697,7.54952e-15,0.640938,0.727107,0.883021
0.054,0.0346106,7.68136e-15,0.640938,0.726107,0.883021
0.055,0.0352516,7.82707e-15,0.640938,0.725107,0.883021
0.056,0.0358925,7.95891e-15,0.640938,0.724107,0.883021
0.057,0.0365335,8.10463e-15,0.640938,0.723107,0.883021
0.058,0.0371744,8.23647e-15,0.640938,0.722107,0.883021
0.059,0.0378153,8.38218e-15,0.640938,0.721107,0.883021
0.06,0.0384563,8.51402e-15,0.640938,0.720107,0.883021
0.061,0.0390972,8.65974e-15,0.640938,0.719107,0.883021
0.062,0.0397381,8.79158e-15,0.640938,0.718107,0.883021
0.063,0.0403791,8.93036e-15,0.640938,0.717107,0.883021
0.064,0.04102,9.0622e-15,0.640938,0.716107,0.883021
0.065,0.041661,9.20791e-15,0.640938,0.715107,0.883021
0.066,0.0423019,9.33975e-15,0.640938,0.714107,0.883021
0.067,0.0429428,9.47853e-15,0.640938,0.713107,0.883021
0.068,0.0435838,9.61037e-15,0.640938,0.712107,0.883021
0.069,0.0442247,9.74221e-15,0.640938,0.711107,0.883021
0.07,0.0448657,9.88098e-15,0.640938,0.710107,0.883021
0.071,0.0455066,1.00128e-14,0.640938,0.709107,0.883021
0.072,0.0461475,1.01585e-14,0.640938,0.708107,0.883021
0.073,0.0467885,1.02904e-14,0.640938,0.707107,0.883021
0.074,0.0474294,1.04292e-14,0.640938,0.706107,0.883021
0.075,0.0480703,1.0561e-14,0.640938,0.705107,0.883021
0.076,0.0487113,1.06928e-14,0.640938,0.704107,0.883021
0.077,0.0493522,1.08247e-14,0.640938,0.703107,0.883021
0.078,0.0499932,1.09635e-14,0.640938,0.702107,0.883021
0.079,0.0506341,1.10953e-14,0.640938,0.701107,0.883021
0.08,0.051275,1.12341e-14,0.640938,0.700107,0.883021
0.081,0.051916,1.13659e-14,0.640938,0.699107,0.883021
0.082,0.0525569,1.14908e-14,0.640938,0.698107,0.883021
0.083,0.0531978,1.16226e-14,0.640938,0.697107,0.883021
0.084,0.0538388,1.17545e-14,0.640938,0.696107,0.883021
0.085,0.0544797,1.18794e-14,0.640938,0.695107,0.883021
0.086,0.0551207,1.20043e-14,0.640938,0.694107,0.883021
0.087,0.0557616,1.21292e-14,0.640938,0.693107,0.883021
0.088,0.0564025,1.22818e-14,0.640938,0.692107,0.883021
0.089,0.0570435,1.24067e-14,0.640938,0.691107,0.883021
0.09,0.0576844,1.25455e-14,0.640938,0.690107,0.883021
0.091,0.0583253,1.26843e-14,0.640938,0.689107,0.883021
0.092,0.0589663,1.28231e-14,0.640938,0.688107,0.883021
0.093,0.0596072,1.29341e-14,0.640938,0.687107,0.883021
0.094,0.0602482,1.30729e-14,0.640938,0.686107,0.883021
0.095,0.0608891,1.32117e-14,0.640938,0.685107,0.883021
0.096,0.06153,1.33366e-14,0.640938,0.684107,0.883021
0.097,0.062171,1.34615e-14,0.640938,0.683107,0.883021
0.098,0.0628119,1.35725e-14,0.640938,0.682107,0.883021
0.099,0.0634528,1.36974e-14,0.640938,0.681107,0.883021
0.1,0.0640938,1.38223e-14,0.640938,0.680107,0.883021
0.101,0.0647347,1.39333e-14,0.640938,0.679107,0.883021
0.102,0.0653757,1.40582e-14,0.640938,0.678107,0.883021
0.103,0.0660166,1.41831e-14,0.640938,0.677107,0.883021
0.104,0.0666575,1.4308e-14,0.640938,0.676107,0.883021
0.105,0.0672985,1.4419e-14,0.640938,0.675107,0.883021
0.106,0.0679394,1.45439e-14,0.640938,0.674107,0.883021
0.107,0.0685804,1.46827e-14,0.640938,0.673107,0.883021
0.108,0.0692213,1.47937e-14,0.640938,0.672107,0.883021
0.109,0.0698622,1.49186e-14,0.640938,0.671107,0.883021
0.11,0.0705032,1.50296e-14,0.640938,0.670107,0.883021
0.111,0.0711441,1.51407e-14,0.640938,0.669107,0.883021
0.112,0.071785,1.52656e-14,0.640938,0.668107,0.883021
0.113,0.072426,1.53766e-14,0.640938,0.667107,0.883021
0.114,0.0730669,1.54876e-14,0.640938,0.666107,0.883021
0.115,0.0737079,1.56125e-14,0.640938,0.665107,0.883021
0.116,0.0743488,1.57374e-14,0.640938,0.664107,0.883021
0.117,0.0749897,1.58484e-14,0.640938,0.663107,0.883021
0.118,0.0756307,1.59733e-14,0.640938,0.662107,0.883021
0.119,0.0762716,1.60844e-14,0.640938,0.661107,0.883021
0.12,0.0769125,1.62093e-14,0.640938,0.660107,0.883021
0.121,0.0775535,1.63203e-14,0.640938,0.659107,0.883021
0.122,0.0781944,1.64452e-14,0.640938,0.658107,0.883021
0.123,0.0788354,1.65701e-14,0.640938,0.657107,0.883021
0.124,0.0794763,1.66811e-14,0.640938,0.656107,0.883021
0.125,0.0801172,1.67921e-14,0.640938,0.655107,0.883021
0.126,0.0807582,1.69031e-14,0.640938,0.654107,0.883021
0.127,0.0813991,1.70142e-14,0.640938,0.653107,0.883021
0.128,0.08204,1.71252e-14,0.640938,0.652107,0.883021
0.129,0.082681,1.72223e-14,0.640938,0.651107,0.883021
0.13,0.0833219,1.73472e-14,0.640938,0.650107,0.883021
0.131,0.0839629,1.74721e-14,0.640938,0.649107,0.883021
0.132,0.0846038,1.7597e-14,0.640938,0.648107,0.883021
0.133,0.0852447,1.77081e-14,0.640938,0.647107,0.883021
0.134,0.0858857,1.78191e-14,0.640938,0.646107,0.883021
0.135,0.0865266,1.7944e-14,0.640938,0.645107,0.883021
0.136,0.0871676,1.8055e-14,0.640938,0.644107,0.883021
0.137,0.0878085,1.8166e-14,0.640938,0.643107,0.883021
0.138,0.0884494,1.8277e-14,0.640938,0.642107,0.883021
0.139,0.0890904,1.84019e-14,0.640938,0.641107,0.883021
0.14,0.0897313,1.84991e-14,0.640938,0.640107,0.883021
0.141,0.0903722,1.86101e-14,0.640938,0.639107,0.883021
0.142,0.0910132,1.87073e-14,0.640938,0.638107,0.883021
0.143,0.0916541,1.88183e-14,0.640938,0.637107,0.883021
0.144,0.0922951,1.89293e-14,0.640938,0.636107,0.883021
0.145,0.092936,1.90542e-14,0.640938,0.635107,0.883021
0.146,0.0935769,1.91652e-14,0.640938,0.634107,0.883021
0.147,0.0942179,1.92901e-14,0.640938,0.633107,0.883021
0.148,0.0948588,1.94011e-14,0.640938,0.632107,0.883021
0.149,0.0954997,1.95122e-14,0.640938,0.631107,0.883021
0.15,0.0961407,1.96232e-14,0.640938,0.630107,0.883021
0.151,0.0967816,1.97203e-14,0.640938,0.629107,0.883021
0.152,0.0974226,1.98314e-14,0.640938,0.628107,0.883021
0.153,0.0980635,1.99424e-14,0.640938,0.627107,0.883021
0.154,0.0987044,2.00395e-14,0.640938,0.626107,0.883021
0.155,0.0993454,2.01644e-14,0.640938,0.625107,0.883021
0.156,0.0999863,2.02616e-14,0.640938,0.624107,0.883021
0.157,0.100627,2.03587e-14,0.640938,0.623107,0.883021
0.158,0.101268,2.04836e-14,0.640938,0.622107,0.883021
0.159,0.101909,2.05946e-14,0.640938,0.621107,0.883021
0.16,0.10255,2.07057e-14,0.640938,0.620107,0.883021
0.161,0.103191,2.08306e-14,0.640938,0.619107,0.883021
0.162,0.103832,2.09277e-14,0.640938,0.618107,0.883021
0.163,0.104473,2.10387e-14,0.640938,0.617107,0.883021
0.164,0.105114,2.11497e-14,0.640938,0.616107,0.883021
0.165,0.105755,2.12469e-14,0.640938,0.615107,0.883021
0.166,0.106396,2.13579e-14,0.640938,0.614107,0.883021
0.167,0.107037,2.14551e-14,0.640938,0.613107,0.883021
0.168,0.107678,2.15522e-14,0.640938,0.612107,0.883021
0.169,0.108319,2.16632e-14,0.640938,0.611107,0.883021
0.17,0.108959,2.17604e-14,0.640938,0.610107,0.883021
0.171,0.1096,2.18714e-14,0.640938,0.609107,0.883021
0.172,0.110241,2.19824e-14,0.640938,0.608107,0.883021
0.173,0.110882,2.20796e-14,0.640938,0.607107,0.883021
0.174,0.111523,2.21906e-14,0.640938,0.606107,0.883021
0.175,0.112164,2.23294e-14,0.640938,0.605107,0.883021
0.176,0.112805,2.24265e-14,0.640938,0.604107,0.883021
0.177,0.113446,2.25375e-14,0.640938,0.603107,0.883021
0.178,0.114087,2.26347e-14,0.640938,0.602107,0.883021
0.179,0.114728,2.27457e-14,0.640938,0.601107,0.883021
0.18,0.115369,2.28428e-14,0.640938,0.600107,0.883021
0.181,0.11601,2.294e-14,0.640938,0.599107,0.883021
0.182,0.116651,2.30371e-14,0.640938,0.598107,0.883021
0.183,0.117292,2.31482e-14,0.640938,0.597107,0.883021
0.184,0.117933,2.32314e-14,0.640938,0.596107,0.883021
0.185,0.118574,2.33147e-14,0.640938,0.595107,0.883021
0.186,0.119214,2.34257e-14,0.640938,0.594107,0.883021
0.187,0.119855,2.3509e-14,0.640938,0.593107,0.883021
0.188,0.120496,2.35922e-14,0.640938,0.592107,0.883021
0.189,0.121137,2.36755e-14,0.640938,0.591107,0.883021
0.19,0.121778,2.37865e-14,0.640938,0.590107,0.883021
0.191,0.122419,2.38976e-14,0.640938,0.589107,0.883021
0.192,0.12306,2.40086e-14,0.640938,0.588107,0.883021
0.193,0.123701,2.41196e-14,0.640938,0.587107,0.883021
0.194,0.124342,2.42306e-14,0.640938,0.586107,0.883021
0.195,0.124983,2.43416e-14,0.640938,0.585107,0.883021
0.196,0.125624,2.44527e-14,0.640938,0.584107,0.883021
0.197,0.126265,2.45637e-14,0.640938,0.583107,0.883021
0.198,0.126906,2.47025e-14,0.640938,0.582107,0.883021
0.199,0.127547,2.48135e-14,0.640938,0.581107,0.883021
0.2,0.128188,2.49245e-14,0.640938,0.580107,0.883021
0.201,0.128829,2.50633e-14,0.640938,0.579107,0.883021
0.202,0.129469,2.51743e-14,0.640938,0.578107,0.883021
0.203,0.13011,2.52853e-14,0.640938,0.577107,0.883021
0.204,0.130751,2.53964e-14,0.640938,0.576107,0.883021
0.205,0.131392,2.55074e-14,0.640938,0.575107,0.883021
0.206,0.132033,2.56184e-14,0.640938,0.574107,0.883021
0.207,0.132674,2.57294e-14,0.640938,0.573107,0.883021
0.208,0.133315,2.58404e-14,0.640938,0.572107,0.883021
0.209,0.133956,2.59515e-14,0.640938,0.571107,0.883021
0.21,0.134597,2.60625e-14,0.640938,0.570107,0.883021
0.211,0.135238,2.61735e-14,0.640938,0.569107,0.883021
0.212,0.135879,2.62568e-14,0.640938,0.568107,0.883021
0.213,0.13652,2.63678e-14,0.640938,0.567107,0.883021
0.214,0.137161,2.64788e-14,0.640938,0.566107,0.883021
0.215,0.137802,2.65343e-14,0.640938,0.565107,0.883021
0.216,0.138443,2.66454e-14,0.640938,0.564107,0.883021
0.217,0.139084,2.67564e-14,0.640938,0.563107,0.883021
0.218,0.139724,2.68396e-14,0.640938,0.562107,0.883021
0.219,0.140365,2.69507e-14,0.640938,0.561107,0.883021
0.22,0.141006,2.70617e-14,0.640938,0.560107,0.883021
0.221,0.141647,2.71727e-14,0.640938,0.559107,0.883021
0.222,0.142288,2.73115e-14,0.640938,0.558107,0.883021
0.223,0.142929,2.74225e-14,0.640938,0.557107,0.883021
0.224,0.14357,2.75335e-14,0.640938,0.556107,0.883021
0.225,0.144211,2.76446e-14,0.640938,0.555107,0.883021
0.226,0.144852,2.77833e-14,0.640938,0.554107,0.883021
0.227,0.145493,2.78666e-14,0.640938,0.553107,0.883021
0.228,0.146134,2.79776e-14,0.640938,0.552107,0.883021
0.229,0.146775,2.81164e-14,0.640938,0.551107,0.883021
0.23,0.147416,2.81997e-14,0.640938,0.550107,0.883021
0.231,0.148057,2.83107e-14,0.640938,0.549107,0.883021
0.232,0.148698,2.84217e-14,0.640938,0.548107,0.883021
0.233,0.149339,2.8505e-14,0.640938,0.547107,0.883021
0.234,0.149979,2.8616e-14,0.640938,0.546107,0.883021
0.235,0.15062,2.8727e-14,0.640938,0.545107,0.883021
0.236,0.151261,2.88103e-14,0.640938,0.544107,0.883021
0.237,0.151902,2.89213e-14,0.640938,0.543107,0.883021
0.238,0.152543,2.90323e-14,0.640938,0.542107,0.883021
0.239,0.153184,2.91156e-14,0.640938,0.541107,0.883021
0.24,0.153825,2.91989e-14,0.640938,0.540107,0.883021
0.241,0.154466,2.93099e-14,0.640938,0.539107,0.883021
0.242,0.155107,2.93932e-14,0.640938,0.538107,0.883021
0.243,0.155748,2.94764e-14,0.640938,0.537107,0.883021
0.244,0.156389,2.95874e-14,0.640938,0.536107,0.883021
0.245,0.15703,2.96707e-14,0.640938,0.535107,0.883021
0.246,0.157671,2.9754e-14,0.640938,0.534107,0.883021
0.247,0.158312,2.98372e-14,0.640938,0.533107,0.883021
0.248,0.158953,2.99483e-14,0.640938,0.532107,0.883021
0.249,0.159594,3.00593e-14,0.640938,0.531107,0.883021
0.25,0.160234,3.01703e-14,0.640938,0.530107,0.883021
0.251,0.160875,3.02813e-14,0.640938,0.529107,0.883021
0.252,0.161516,3.03924e-14,0.640938,0.528107,0.883021
0.253,0.162157,3.05034e-14,0.640938,0.527107,0.883021
0.254,0.162798,3.06144e-14,0.640938,0.526107,0.883021
0.255,0.163439,3.07254e-14,0.640938,0.525107,0.883021
0.256,0.16408,3.08087e-14,0.640938,0.524107,0.883021
0.257,0.164721,3.09197e-14,0.640938,0.523107,0.883021
0.258,0.165362,3.10307e-14,0.640938,0.522107,0.883021
0.259,0.166003,3.1114e-14,0.640938,0.521107,0.883021
0.26,0.166644,3.11973e-14,0.640938,0.520107,0.883021
0.261,0.167285,3.13083e-14,0.640938,0.519107,0.883021
0.262,0.167926,3.14193e-14,0.640938,0.518107,0.883021
0.263,0.168567,3.15026e-14,0.640938,0.517107,0.883021
0.264,0.169208,3.15858e-14,0.640938,0.516107,0.883021
0.265,0.169849,3.16969e-14,0.640938,0.515107,0.883021
0.266,0.170489,3.17801e-14,0.640938,0.514107,0.883021
0.267,0.17113,3.18634e-14,0.640938,0.513107,0.883021
0.268,0.171771,3.19744e-14,0.640938,0.512107,0.883021
0.269,0.172412,3.20577e-14,0.640938,0.511107,0.883021
0.27,0.173053,3.21132e-14,0.640938,0.510107,0.883021
0.271,0.173694,3.22242e-14,0.640938,0.509107,0.883021
0.272,0.174335,3.23075e-14,0.640938,0.508107,0.883021
0.273,0.174976,3.2363e-14,0.640938,0.507107,0.883021
0.274,0.175617,3.24463e-14,0.640938,0.506107,0.883021
0.275,0.176258,3.25573e-14,0.640938,0.505107,0.883021
0.276,0.176899,3.26406e-14,0.640938,0.504107,0.883021
0.277,0.17754,3.27516e-14,0.640938,0.503107,0.883021
0.278,0.178181,3.28626e-14,0.640938,0.502107,0.883021
0.279,0.178822,3.29459e-14,0.640938,0.501107,0.883021
0.28,0.179463,3.30569e-14,0.640938,0.500107,0.883021
0.281,0.180104,3.31679e-14,0.640938,0.499107,0.883021
0.282,0.180744,3.32512e-14,0.640938,0.498107,0.883021
0.283,0.181385,3.33622e-14,0.640938,0.497107,0.883021
0.284,0.182026,3.34455e-14,0.640938,0.496107,0.883021
0.285,0.182667,3.35287e-14,0.640938,0.495107,0.883021
0.286,0.183308,3.36398e-14,0.640938,0.494107,0.883021
0.287,0.183949,3.37508e-14,0.640938,0.493107,0.883021
0.288,0.18459,3.38063e-14,0.640938,0.492107,0.883021
0.289,0.185231,3.38896e-14,0.640938,0.491107,0.883021
0.29,0.185872,3.40006e-14,0.640938,0.490107,0.883021
0.291,0.186513,3.40561e-14,0.640938,0.489107,0.883021
0.292,0.187154,3.41671e-14,0.640938,0.488107,0.883021
0.293,0.187795,3.42781e-14,0.640938,0.487107,0.883021
0.294,0.188436,3.43059e-14,0.640938,0.486107,0.883021
0.295,0.189077,3.44169e-14,0.640938,0.485107,0.883021
0.296,0.189718,3.45002e-14,0.640938,0.484107,0.883021
0.297,0.190359,3.45557e-14,0.640938,0.483107,0.883021
0.298,0.190999,3.4639e-14,0.640938,0.482107,0.883021
0.299,0.19164,3.475e-14,0.640938,0.481107,0.883021
0.3,0.192281,3.47777e-14,0.640938,0.480107,0.883021
0.301,0.192922,3.48888e-14,0.640938,0.479107,0.883021
0.302,0.193563,3.4972e-14,0.640938,0.478107,0.883021
0.303,0.194204,3.50275e-14,0.640938,0.477107,0.883021
0.304,0.194845,3.51663e-14,0.640938,0.476107,0.883021
0.305,0.195486,3.52496e-14,0.640938,0.475107,0.883021
0.306,0.196127,3.53328e-14,0.640938,0.474107,0.883021
0.307,0.196768,3.54439e-14,0.640938,0.473107,0.883021
0.308,0.197409,3.55549e-14,0.640938,0.472107,0.883021
0.309,0.19805,3.56104e-14,0.640938,0.471107,0.883021
0.31,0.198691,3.57214e-14,0.640938,0.470107,0.883021
0.311,0.199332,3.58324e-14,0.640938,0.469107,0.883021
0.312,0.199973,3.5888e-14,0.640938,0.468107,0.883021
0.313,0.200614,3.59712e-14,0.640938,0.467107,0.883021
0.314,0.201254,3.60822e-14,0.640938,0.466107,0.883021
0.315,0.201895,3.61378e-14,0.640938,0.465107,0.883021
0.316,0.202536,3.6221e-14,0.640938,0.464107,0.883021
0.317,0.203177,3.6332e-14,0.640938,0.463107,0.883021
0.318,0.203818,3.63876e-14,0.640938,0.462107,0.883021
0.319,0.204459,3.64708e-14,0.640938,0.461107,0.883021
0.32,0.2051,3.65541e-14,0.640938,0.460107,0.883021
0.321,0.205741,3.66374e-14,0.640938,0.459107,0.883021
0.322,0.206382,3.66929e-14,0.640938,0.458107,0.883021
0.323,0.207023,3.67761e-14,0.640938,0.457107,0.883021
0.324,0.207664,3.68594e-14,0.640938,0.456107,0.883021
0.325,0.208305,3.69149e-14,0.640938,0.455107,0.883021
0.326,0.208946,3.69704e-14,0.640938,0.454107,0.883021
0.327,0.209587,3.70814e-14,0.640938,0.453107,0.883021
0.328,0.210228,3.7137e-14,0.640938,0.452107,0.883021
0.329,0.210869,3.71925e-14,0.640938,0.451107,0.883021
0.33,0.211509,3.72757e-14,0.640938,0.450107,0.883021
0.331,0.21215,3.7359e-14,0.640938,0.449107,0.883021
0.332,0.212791,3.74423e-14,0.640938,0.448107,0.883021
0.333,0.213432,3.75533e-14,0.640938,0.447107,0.883021
0.334,0.214073,3.76366e-14,0.640938,0.446107,0.883021
0.335,0.214714,3.76921e-14,0.640938,0.445107,0.883021
0.336,0.215355,3.78031e-14,0.640938,0.444107,0.883021
0.337,0.215996,3.78864e-14,0.640938,0.443107,0.883021
0.338,0.216637,3.79419e-14,0.640938,0.442107,0.883021
0.339,0.217278,3.80529e-14,0.640938,0.441107,0.883021
0.34,0.217919,3.81084e-14,0.640938,0.440107,0.883021
0.341,0.21856,3.81917e-14,0.640938,0.439107,0.883021
0.342,0.219201,3.83027e-14,0.640938,0.438107,0.883021
0.343,0.219842,3.83582e-14,0.640938,0.437107,0.883021
0.344,0.220483,3.84137e-14,0.640938,0.436107,0.883021
0.345,0.221124,3.85247e-14,0.640938,0.435107,0.883021
0.346,0.221765,3.85803e-14,0.640938,0.434107,0.883021
0.347,0.222405,3.86358e-14,0.640938,0.433107,0.883021
0.348,0.223046,3.87468e-14,0.640938,0.432107,0.883021
0.349,0.223687,3.88023e-14,0.640938,0.431107,0.883021
0.35,0.224328,3.88301e-14,0.640938,0.430107,0.883021
0.351,0.224969,3.89411e-14,0.640938,0.429107,0.883021
0.352,0.22561,3.89966e-14,0.640938,0.428107,0.883021
0.353,0.226251,3.90243e-14,0.640938,0.427107,0.883021
0.354,0.226892,3.91354e-14,0.640938,0.426107,0.883021
0.355,0.227533,3.91909e-14,0.640938,0.425107,0.883021
0.356,0.228174,3.92186e-14,0.640938,0.424107,0.883021
0.357,0.228815,3.93297e-14,0.640938,0.423107,0.883021
0.358,0.229456,3.93574e-14,0.640938,0.422107,0.883021
0.359,0.230097,3.94129e-14,0.640938,0.421107,0.883021
0.36,0.230738,3.95517e-14,0.640938,0.420107,0.883021
0.361,0.231379,3.96072e-14,0.640938,0.419107,0.883021
0.362,0.23202,3.96627e-14,0.640938,0.418107,0.883021
0.363,0.23266,3.97737e-14,0.640938,0.417107,0.883021
0.364,0.233301,3.9857e-14,0.640938,0.416107,0.883021
0.365,0.233942,3.99125e-14,0.640938,0.415107,0.883021
0.366,0.234583,4.00235e-14,0.640938,0.414107,0.883021
0.367,0.235224,4.00791e-14,0.640938,0.413107,0.883021
0.368,0.235865,4.01068e-14,0.640938,0.412107,0.883021
0.369,0.236506,4.02456e-14,0.640938,0.411107,0.883021
0.37,0.237147,4.03011e-14,0.640938,0.410107,0.883021
0.371,0.237788,4.03844e-14,0.640938,0.409107,0.883021
0.372,0.238429,4.04399e-14,0.640938,0.408107,0.883021
0.373,0.23907,4.04954e-14,0.640938,0.407107,0.883021
0.374,0.239711,4.05787e-14,0.640938,0.406107,0.883021
0.375,0.240352,4.06619e-14,0.640938,0.405107,0.883021
0.376,0.240993,4.06897e-14,0.640938,0.404107,0.883021
0.377,0.241634,4.07729e-14,0.640938,0.403107,0.883021
0.378,0.242275,4.08285e-14,0.640938,0.402107,0.883021
0.379,0.242915,4.0884e-14,0.640938,0.401107,0.883021
0.38,0.243556,4.09395e-14,0.640938,0.400107,0.883021
0.381,0.244197,4.0995e-14,0.640938,0.399107,0.883021
0.382,0.244838,4.10505e-14,0.640938,0.398107,0.883021
0.383,0.245479,4.1106e-14,0.640938,0.397107,0.883021
0.384,0.24612,4.11615e-14,0.640938,0.396107,0.883021
0.385,0.246761,4.11893e-14,0.640938,0.395107,0.883021
0.386,0.247402,4.12725e-14,0.640938,0.394107,0.883021
0.387,0.248043,4.13558e-14,0.640938,0.393107,0.883021
0.388,0.248684,4.14113e-14,0.640938,0.392107,0.883021
0.389,0.249325,4.14946e-14,0.640938,0.391107,0.883021
0.39,0.249966,4.15779e-14,0.640938,0.390107,0.883021
0.391,0.250607,4.16334e-14,0.640938,0.389107,0.883021
0.392,0.251248,4.16889e-14,0.640938,0.388107,0.883021
0.393,0.251889,4.17721e-14,0.640938,0.387107,0.883021
0.394,0.25253,4.17721e-14,0.640938,0.386107,0.883021
0.395,0.25317,4.18277e-14,0.640938,0.385107,0.883021
0.396,0.253811,4.18832e-14,0.640938,0.384107,0.883021
0.397,0.254452,4.19387e-14,0.640938,0.383107,0.883021
0.398,0.255093,4.19664e-14,0.640938,0.382107,0.883021
0.399,0.255734,4.20219e-14,0.640938,0.381107,0.883021
0.4,0.256375,4.21052e-14,0.640938,0.380107,0.883021
0.401,0.257016,4.21052e-14,0.640938,0.379107,0.883021
0.402,0.257657,4.2133e-14,0.640938,0.378107,0.883021
0.403,0.258298,4.21885e-14,0.640938,0.377107,0.883021
0.404,0.258939,4.22717e-14,0.640938,0.376107,0.883021
0.405,0.25958,4.22717e-14,0.640938,0.375107,0.883021
0.406,0.260221,4.22995e-14,0.640938,0.374107,0.883021
0.407,0.260862,4.2355e-14,0.640938,0.373107,0.883021
0.408,0.261503,4.24105e-14,0.640938,0.372107,0.883021
0.409,0.262144,4.24383e-14,0.640938,0.371107,0.883021
0.41,0.262785,4.2466e-14,0.640938,0.370107,0.883021
0.411,0.263425,4.24938e-14,0.640938,0.369107,0.883021
0.412,0.264066,4.24938e-14,0.640938,0.368107,0.883021
0.413,0.264707,4.25493e-14,0.640938,0.367107,0.883021
0.414,0.265348,4.25771e-14,0.640938,0.366107,0.883021
0.415,0.265989,4.26603e-14,0.640938,0.365107,0.883021
0.416,0.26663,4.26603e-14,0.640938,0.364107,0.883021
0.417,0.267271,4.27436e-14,0.640938,0.363107,0.883021
0.418,0.267912,4.27991e-14,0.640938,0.362107,0.883021
0.419,0.268553,4.28824e-14,0.640938,0.361107,0.883021
0.42,0.269194,4.28824e-14,0.640938,0.360107,0.883021
0.421,0.269835,4.29379e-14,0.640938,0.359107,0.883021
0.422,0.270476,4.29934e-14,0.640938,0.358107,0.883021
0.423,0.271117,4.29934e-14,0.640938,0.357107,0.883021
0.424,0.271758,4.30489e-14,0.640938,0.356107,0.883021
0.425,0.272399,4.31322e-14,0.640938,0.355107,0.883021
