t,x,y,u,v,theta
0.120363,0.93,0.69303,7.7266,5.16743,0.687775
0.121658,0.94,0.69971,7.7266,5.15474,0.687775
0.122952,0.95,0.706373,7.7266,5.14204,0.687775
0.124246,0.96,0.71302,7.7266,5.12934,0.687775
0.12554,0.97,0.71965,7.7266,5.11665,0.687775
0.126835,0.98,0.726264,7.7266,5.10395,0.687775
0.128129,0.99,0.732861,7.7266,5.09125,0.687775
0.129423,1,0.739442,7.7266,5.07856,0.687775
0.130717,1.01,0.746007,7.7266,5.06586,0.687775
0.132011,1.02,0.752555,7.7266,5.05317,0.687775
0.133306,1.03,0.759087,7.7266,5.04047,0.687775
0.1346,1.04,0.765602,7.7266,5.02777,0.687775
0.135894,1.05,0.772101,7.7266,5.01508,0.687775
0.137188,1.06,0.778584,7.7266,5.00238,0.687775
0.138483,1.07,0.78505,7.7266,4.98968,0.687775
0.139777,1.08,0.791499,7.7266,4.97699,0.687775
0.141071,1.09,0.797932,7.7266,4.96429,0.687775
0.142365,1.1,0.804349,7.7266,4.95159,0.687775
0.14366,1.11,0.810749,7.7266,4.9389,0.687775
0.144954,1.12,0.817133,7.7266,4.9262,0.687775
0.146248,1.13,0.823501,7.7266,4.9135,0.687775
0.147542,1.14,0.829852,7.7266,4.90081,0.687775
0.148836,1.15,0.836186,7.7266,4.88811,0.687775
0.150131,1.16,0.842504,7.7266,4.87542,0.687775
0.151425,1.17,0.848806,7.7266,4.86272,0.687775
0.152719,1.18,0.855091,7.7266,4.85002,0.687775
0.154013,1.19,0.86136,7.7266,4.83733,0.687775
0.155308,1.2,0.867612,7.7266,4.82463,0.687775
0.156602,1.21,0.873848,7.7266,4.81193,0.687775
0.157896,1.22,0.880068,7.7266,4.79924,0.687775
0.15919,1.23,0.886271,7.7266,4.78654,0.687775
0.160485,1.24,0.892458,7.7266,4.77384,0.687775
0.161779,1.25,0.898628,7.7266,4.76115,0.687775
0.163073,1.26,0.904782,7.7266,4.74845,0.687775
0.164367,1.27,0.910919,7.7266,4.73576,0.687775
0.165661,1.28,0.91704,7.7266,4.72306,0.687775
0.166956,1.29,0.923145,7.7266,4.71036,0.687775
0.16825,1.3,0.929233,7.7266,4.69767,0.687775
0.169544,1.31,0.935304,7.7266,4.68497,0.687775
