E,Res
3.785,2.2684e-07
3.786,2.26519e-07
3.787,2.26195e-07
3.788,2.25868e-07
3.789,2.25537e-07
3.79,2.25204e-07
3.791,2.24867e-07
3.792,2.24528e-07
3.793,2.24186e-07
3.794,2.23841e-07
3.795,2.23493e-07
3.796,2.23142e-07
3.797,2.22788e-07
3.798,2.22432e-07
3.799,2.22072e-07
3.8,2.2171e-07
3.801,2.21346e-07
3.802,2.20978e-07
3.803,2.20608e-07
3.804,2.20236e-07
3.805,2.19861e-07
3.806,2.19483e-07
3.807,2.19103e-07
3.808,2.18721e-07
3.809,2.18335e-07
3.81,2.17948e-07
3.811,2.17558e-07
3.812,2.17166e-07
3.813,2.16771e-07
3.814,2.16374e-07
3.815,2.15975e-07
3.816,2.15574e-07
3.817,2.1517e-07
3.818,2.14764e-07
3.819,2.14356e-07
3.82,2.13946e-07
3.821,2.13534e-07
3.822,2.1312e-07
3.823,2.12703e-07
3.824,2.12285e-07
3.825,2.11864e-07
3.826,2.11442e-07
3.827,2.11018e-07
3.828,2.10591e-07
3.829,2.10163e-07
3.83,2.09733e-07
3.831,2.09301e-07
3.832,2.08867e-07
3.833,2.08432e-07
3.834,2.07994e-07
3.835,2.07555e-07
3.836,2.07115e-07
3.837,2.06672e-07
3.838,2.06228e-07
3.839,2.05782e-07
3.84,2.05335e-07
3.841,2.04885e-07
3.842,2.04435e-07
3.843,2.03983e-07
3.844,2.03529e-07
3.845,2.03074e-07
3.846,2.02617e-07
3.847,2.02159e-07
3.848,2.01699e-07
3.849,2.01238e-07
3.85,2.00775e-07
3.851,2.00312e-07
3.852,1.99846e-07
3.853,1.9938e-07
3.854,1.98912e-07
3.855,1.98443e-07
3.856,1.97972e-07
3.857,1.97501e-07
3.858,1.97028e-07
3.859,1.96554e-07
3.86,1.96079e-07
3.861,1.95602e-07
3.862,1.95125e-07
3.863,1.94646e-07
3.864,1.94167e-07
3.865,1.93686e-07
3.866,1.93204e-07
3.867,1.92721e-07
3.868,1.92237e-07
3.869,1.91752e-07
3.87,1.91266e-07
3.871,1.9078e-07
3.872,1.90292e-07
3.873,1.89803e-07
3.874,1.89314e-07
3.875,1.88823e-07
3.876,1.88332e-07
3.877,1.8784e-07
3.878,1.87347e-07
3.879,1.86853e-07
3.88,1.86359e-07
3.881,1.85863e-07
3.882,1.85367e-07
3.883,1.8487e-07
3.884,1.84373e-07
3.885,1.83875e-07
3.886,1.83376e-07
3.887,1.82876e-07
3.888,1.82376e-07
3.889,1.81876e-07
3.89,1.81374e-07
3.891,1.80872e-07
3.892,1.8037e-07
3.893,1.79867e-07
3.894,1.79363e-07
3.895,1.78859e-07
3.896,1.78354e-07
3.897,1.77849e-07
3.898,1.77344e-07
3.899,1.76838e-07
3.9,1.76331e-07
3.901,1.75824e-07
3.902,1.75317e-07
3.903,1.74809e-07
3.904,1.74301e-07
3.905,1.73793e-07
3.906,1.73284e-07
3.907,1.72775e-07
3.908,1.72266e-07
3.909,1.71756e-07
3.91,1.71246e-07
3.911,1.70736e-07
3.912,1.70225e-07
3.913,1.69714e-07
3.914,1.69203e-07
3.915,1.68692e-07
3.916,1.68181e-07
3.917,1.67669e-07
3.918,1.67158e-07
3.919,1.66646e-07
3.92,1.66134e-07
3.921,1.65622e-07
3.922,1.65109e-07
3.923,1.64597e-07
3.924,1.64085e-07
3.925,1.63572e-07
3.926,1.6306e-07
3.927,1.62547e-07
3.928,1.62034e-07
3.929,1.61522e-07
3.93,1.61009e-07
3.931,1.60496e-07
3.932,1.59984e-07
3.933,1.59471e-07
3.934,1.58959e-07
3.935,1.58446e-07
3.936,1.57934e-07
3.937,1.57421e-07
3.938,1.56909e-07
3.939,1.56397e-07
3.94,1.55885e-07
3.941,1.55373e-07
3.942,1.54861e-07
3.943,1.5435e-07
3.944,1.53838e-07
3.945,1.53327e-07
3.946,1.52816e-07
3.947,1.52305e-07
3.948,1.51794e-07
3.949,1.51284e-07
3.95,1.50773e-07
3.951,1.50263e-07
3.952,1.49754e-07
3.953,1.49244e-07
3.954,1.48735e-07
3.955,1.48226e-07
3.956,1.47717e-07
3.957,1.47209e-07
3.958,1.46701e-07
3.959,1.46193e-07
3.96,1.45686e-07
3.961,1.45179e-07
3.962,1.44672e-07
3.963,1.44166e-07
3.964,1.4366e-07
3.965,1.43154e-07
3.966,1.42649e-07
3.967,1.42144e-07
3.968,1.4164e-07
3.969,1.41136e-07
3.97,1.40632e-07
3.971,1.40129e-07
3.972,1.39627e-07
3.973,1.39125e-07
3.974,1.38623e-07
3.975,1.38122e-07
3.976,1.37621e-07
3.977,1.37121e-07
3.978,1.36621e-07
3.979,1.36122e-07
3.98,1.35623e-07
3.981,1.35125e-07
3.982,1.34627e-07
3.983,1.3413e-07
3.984,1.33633e-07
3.985,1.33137e-07
3.986,1.32642e-07
3.987,1.32147e-07
3.988,1.31652e-07
3.989,1.31159e-07
3.99,1.30666e-07
3.991,1.30173e-07
3.992,1.29681e-07
3.993,1.2919e-07
3.994,1.28699e-07
3.995,1.28209e-07
3.996,1.2772e-07
3.997,1.27231e-07
3.998,1.26743e-07
3.999,1.26255e-07
4,1.25768e-07
4.001,1.25282e-07
4.002,1.24797e-07
4.003,1.24312e-07
4.004,1.23828e-07
4.005,1.23345e-07
4.006,1.22862e-07
4.007,1.2238e-07
4.008,1.21899e-07
4.009,1.21418e-07
4.01,1.20938e-07
4.011,1.20459e-07
4.012,1.19981e-07
4.013,1.19504e-07
4.014,1.19027e-07
4.015,1.18551e-07
4.016,1.18075e-07
4.017,1.17601e-07
4.018,1.17127e-07
4.019,1.16654e-07
4.02,1.16182e-07
4.021,1.15711e-07
4.022,1.1524e-07
4.023,1.14771e-07
4.024,1.14302e-07
4.025,1.13833e-07
4.026,1.13366e-07
4.027,1.129e-07
4.028,1.12434e-07
4.029,1.11969e-07
4.03,1.11505e-07
4.031,1.11042e-07
4.032,1.1058e-07
4.033,1.10118e-07
4.034,1.09658e-07
4.035,1.09198e-07
4.036,1.08739e-07
4.037,1.08281e-07
4.038,1.07824e-07
4.039,1.07368e-07
4.04,1.06913e-07
4.041,1.06458e-07
4.042,1.06005e-07
4.043,1.05552e-07
4.044,1.05101e-07
4.045,1.0465e-07
4.046,1.042e-07
4.047,1.03751e-07
4.048,1.03303e-07
4.049,1.02856e-07
4.05,1.02409e-07
4.051,1.01964e-07
4.052,1.0152e-07
4.053,1.01076e-07
4.054,1.00634e-07
4.055,1.00192e-07
4.056,9.97518e-08
4.057,9.93122e-08
4.058,9.88735e-08
4.059,9.84358e-08
4.06,9.7999e-08
4.061,9.75632e-08
4.062,9.71284e-08
4.063,9.66946e-08
4.064,9.62617e-08
4.065,9.58298e-08
4.066,9.53989e-08
4.067,9.49689e-08
4.068,9.454e-08
4.069,9.4112e-08
4.07,9.36851e-08
4.071,9.32591e-08
4.072,9.28341e-08
4.073,9.24101e-08
4.074,9.19872e-08
4.075,9.15652e-08
4.076,9.11442e-08
4.077,9.07243e-08
4.078,9.03053e-08
4.079,8.98874e-08
4.08,8.94705e-08
4.081,8.90546e-08
4.082,8.86397e-08
4.083,8.82259e-08
4.084,8.78131e-08
4.085,8.74013e-08
4.086,8.69905e-08
4.087,8.65808e-08
4.088,8.61721e-08
4.089,8.57645e-08
4.09,8.53579e-08
4.091,8.49523e-08
4.092,8.45477e-08
4.093,8.41443e-08
4.094,8.37418e-08
4.095,8.33404e-08
4.096,8.29401e-08
4.097,8.25408e-08
4.098,8.21425e-08
4.099,8.17453e-08
4.1,8.13492e-08
4.101,8.09541e-08
4.102,8.05601e-08
4.103,8.01671e-08
4.104,7.97752e-08
4.105,7.93844e-08
4.106,7.89946e-08
4.107,7.86059e-08
4.108,7.82183e-08
4.109,7.78317e-08
4.11,7.74462e-08
4.111,7.70617e-08
4.112,7.66784e-08
4.113,7.62961e-08
4.114,7.59149e-08
4.115,7.55347e-08
4.116,7.51556e-08
4.117,7.47776e-08
4.118,7.44007e-08
4.119,7.40249e-08
4.12,7.36501e-08
4.121,7.32764e-08
4.122,7.29038e-08
4.123,7.25323e-08
4.124,7.21619e-08
4.125,7.17925e-08
4.126,7.14242e-08
4.127,7.1057e-08
4.128,7.06909e-08
4.129,7.03259e-08
4.13,6.9962e-08
4.131,6.95991e-08
4.132,6.92373e-08
4.133,6.88766e-08
4.134,6.8517e-08
4.135,6.81585e-08
4.136,6.78011e-08
4.137,6.74448e-08
4.138,6.70895e-08
4.139,6.67354e-08
4.14,6.63823e-08
4.141,6.60303e-08
4.142,6.56794e-08
4.143,6.53296e-08
4.144,6.49809e-08
4.145,6.46333e-08
4.146,6.42867e-08
4.147,6.39413e-08
4.148,6.35969e-08
4.149,6.32537e-08
4.15,6.29115e-08
4.151,6.25704e-08
4.152,6.22304e-08
4.153,6.18915e-08
4.154,6.15536e-08
4.155,6.12169e-08
4.156,6.08813e-08
4.157,6.05467e-08
4.158,6.02132e-08
4.159,5.98808e-08
4.16,5.95495e-08
4.161,5.92193e-08
4.162,5.88902e-08
4.163,5.85621e-08
4.164,5.82352e-08
4.165,5.79093e-08
4.166,5.75845e-08
4.167,5.72608e-08
4.168,5.69382e-08
4.169,5.66167e-08
4.17,5.62962e-08
4.171,5.59768e-08
4.172,5.56586e-08
4.173,5.53413e-08
4.174,5.50252e-08
4.175,5.47102e-08
4.176,5.43962e-08
4.177,5.40833e-08
4.178,5.37715e-08
4.179,5.34608e-08
4.18,5.31511e-08
4.181,5.28425e-08
4.182,5.2535e-08
4.183,5.22286e-08
4.184,5.19232e-08
4.185,5.16189e-08
4.186,5.13157e-08
4.187,5.10135e-08
4.188,5.07124e-08
4.189,5.04124e-08
4.19,5.01135e-08
4.191,4.98156e-08
4.192,4.95188e-08
4.193,4.9223e-08
4.194,4.89283e-08
4.195,4.86347e-08
4.196,4.83422e-08
4.197,4.80506e-08
4.198,4.77602e-08
4.199,4.74708e-08
4.2,4.71825e-08
4.201,4.68952e-08
4.202,4.6609e-08
4.203,4.63238e-08
4.204,4.60397e-08
4.205,4.57566e-08
4.206,4.54746e-08
4.207,4.51937e-08
4.208,4.49138e-08
4.209,4.46349e-08
4.21,4.43571e-08
4.211,4.40803e-08
4.212,4.38045e-08
4.213,4.35298e-08
4.214,4.32562e-08
4.215,4.29835e-08
4.216,4.2712e-08
4.217,4.24414e-08
4.218,4.21719e-08
4.219,4.19034e-08
4.22,4.16359e-08
4.221,4.13695e-08
4.222,4.11041e-08
4.223,4.08398e-08
4.224,4.05764e-08
4.225,4.03141e-08
4.226,4.00528e-08
4.227,3.97925e-08
4.228,3.95332e-08
4.229,3.9275e-08
4.23,3.90178e-08
4.231,3.87616e-08
4.232,3.85064e-08
4.233,3.82522e-08
4.234,3.7999e-08
4.235,3.77468e-08
4.236,3.74957e-08
4.237,3.72455e-08
4.238,3.69963e-08
4.239,3.67482e-08
4.24,3.6501e-08
4.241,3.62549e-08
4.242,3.60097e-08
4.243,3.57655e-08
4.244,3.55224e-08
4.245,3.52802e-08
4.246,3.5039e-08
4.247,3.47988e-08
4.248,3.45596e-08
4.249,3.43213e-08
4.25,3.40841e-08
4.251,3.38478e-08
4.252,3.36125e-08
4.253,3.33782e-08
4.254,3.31448e-08
4.255,3.29124e-08
4.256,3.2681e-08
4.257,3.24506e-08
4.258,3.22211e-08
4.259,3.19926e-08
4.26,3.17651e-08
4.261,3.15385e-08
4.262,3.13129e-08
4.263,3.10883e-08
4.264,3.08646e-08
4.265,3.06418e-08
4.266,3.042e-08
4.267,3.01992e-08
4.268,2.99793e-08
4.269,2.97603e-08
4.27,2.95423e-08
4.271,2.93253e-08
4.272,2.91091e-08
4.273,2.88939e-08
4.274,2.86797e-08
4.275,2.84664e-08
4.276,2.8254e-08
4.277,2.80425e-08
4.278,2.7832e-08
4.279,2.76224e-08
4.28,2.74138e-08
4.281,2.7206e-08
4.282,2.69992e-08
4.283,2.67933e-08
4.284,2.65883e-08
4.285,2.63842e-08
4.286,2.6181e-08
4.287,2.59787e-08
4.288,2.57774e-08
4.289,2.55769e-08
4.29,2.53774e-08
4.291,2.51788e-08
4.292,2.4981e-08
4.293,2.47842e-08
4.294,2.45882e-08
4.295,2.43932e-08
4.296,2.4199e-08
4.297,2.40057e-08
4.298,2.38133e-08
4.299,2.36218e-08
4.3,2.34312e-08
4.301,2.32414e-08
4.302,2.30526e-08
4.303,2.28646e-08
4.304,2.26775e-08
4.305,2.24912e-08
4.306,2.23058e-08
4.307,2.21213e-08
4.308,2.19377e-08
4.309,2.17549e-08
4.31,2.1573e-08
4.311,2.13919e-08
4.312,2.12117e-08
4.313,2.10323e-08
4.314,2.08538e-08
4.315,2.06762e-08
4.316,2.04994e-08
4.317,2.03234e-08
4.318,2.01483e-08
4.319,1.9974e-08
4.32,1.98006e-08
4.321,1.96279e-08
4.322,1.94562e-08
4.323,1.92852e-08
4.324,1.91151e-08
4.325,1.89458e-08
4.326,1.87774e-08
4.327,1.86097e-08
4.328,1.84429e-08
4.329,1.82769e-08
4.33,1.81118e-08
4.331,1.79474e-08
4.332,1.77838e-08
4.333,1.76211e-08
4.334,1.74591e-08
4.335,1.7298e-08
4.336,1.71377e-08
4.337,1.69781e-08
4.338,1.68194e-08
4.339,1.66615e-08
4.34,1.65043e-08
4.341,1.6348e-08
4.342,1.61924e-08
4.343,1.60376e-08
4.344,1.58836e-08
4.345,1.57304e-08
4.346,1.5578e-08
4.347,1.54263e-08
4.348,1.52754e-08
4.349,1.51253e-08
4.35,1.4976e-08
4.351,1.48274e-08
4.352,1.46796e-08
4.353,1.45325e-08
4.354,1.43862e-08
4.355,1.42407e-08
4.356,1.4096e-08
4.357,1.39519e-08
4.358,1.38087e-08
4.359,1.36662e-08
4.36,1.35244e-08
4.361,1.33834e-08
4.362,1.32431e-08
4.363,1.31036e-08
4.364,1.29648e-08
4.365,1.28267e-08
4.366,1.26894e-08
4.367,1.25528e-08
4.368,1.24169e-08
4.369,1.22818e-08
4.37,1.21474e-08
4.371,1.20137e-08
4.372,1.18807e-08
4.373,1.17484e-08
4.374,1.16169e-08
4.375,1.14861e-08
4.376,1.13559e-08
4.377,1.12265e-08
4.378,1.10978e-08
4.379,1.09698e-08
4.38,1.08425e-08
4.381,1.07159e-08
4.382,1.059e-08
4.383,1.04648e-08
4.384,1.03403e-08
4.385,1.02165e-08
4.386,1.00934e-08
4.387,9.9709e-09
4.388,9.84914e-09
4.389,9.72805e-09
4.39,9.60764e-09
4.391,9.48791e-09
4.392,9.36885e-09
4.393,9.25047e-09
4.394,9.13275e-09
4.395,9.0157e-09
4.396,8.89932e-09
4.397,8.7836e-09
4.398,8.66854e-09
4.399,8.55414e-09
4.4,8.44039e-09
4.401,8.3273e-09
4.402,8.21486e-09
4.403,8.10306e-09
4.404,7.99192e-09
4.405,7.88142e-09
4.406,7.77156e-09
4.407,7.66235e-09
4.408,7.55377e-09
4.409,7.44582e-09
4.41,7.33851e-09
4.411,7.23183e-09
4.412,7.12578e-09
4.413,7.02036e-09
4.414,6.91556e-09
4.415,6.81138e-09
4.416,6.70783e-09
4.417,6.60489e-09
4.418,6.50256e-09
4.419,6.40085e-09
4.42,6.29975e-09
4.421,6.19926e-09
4.422,6.09938e-09
4.423,6.0001e-09
4.424,5.90142e-09
4.425,5.80334e-09
4.426,5.70587e-09
4.427,5.60898e-09
4.428,5.51269e-09
4.429,5.41699e-09
4.43,5.32188e-09
4.431,5.22736e-09
4.432,5.13342e-09
4.433,5.04006e-09
4.434,4.94729e-09
4.435,4.85509e-09
4.436,4.76346e-09
4.437,4.67242e-09
4.438,4.58194e-09
4.439,4.49203e-09
4.44,4.40269e-09
4.441,4.31391e-09
4.442,4.2257e-09
4.443,4.13805e-09
4.444,4.05095e-09
4.445,3.96441e-09
4.446,3.87843e-09
4.447,3.793e-09
4.448,3.70812e-09
4.449,3.62378e-09
4.45,3.53999e-09
4.451,3.45675e-09
4.452,3.37405e-09
4.453,3.29188e-09
4.454,3.21025e-09
4.455,3.12916e-09
4.456,3.0486e-09
4.457,2.96857e-09
4.458,2.88907e-09
4.459,2.8101e-09
4.46,2.73165e-09
4.461,2.65372e-09
4.462,2.57632e-09
4.463,2.49943e-09
4.464,2.42306e-09
4.465,2.3472e-09
4.466,2.27185e-09
4.467,2.19701e-09
4.468,2.12268e-09
4.469,2.04886e-09
4.47,1.97554e-09
4.471,1.90272e-09
4.472,1.8304e-09
4.473,1.75858e-09
4.474,1.68725e-09
4.475,1.61642e-09
4.476,1.54608e-09
4.477,1.47623e-09
4.478,1.40686e-09
4.479,1.33798e-09
4.48,1.26958e-09
4.481,1.20167e-09
4.482,1.13423e-09
4.483,1.06727e-09
4.484,1.00078e-09
4.485,9.34773e-10
4.486,8.69232e-10
4.487,8.0416e-10
4.488,7.39555e-10
4.489,6.75415e-10
4.49,6.11738e-10
4.491,5.48522e-10
4.492,4.85766e-10
4.493,4.23466e-10
4.494,3.61622e-10
4.495,3.0023e-10
4.496,2.3929e-10
4.497,1.78799e-10
4.498,1.18756e-10
4.499,5.91576e-11
4.5,2.77294e-15
4.501,-5.87106e-11
4.502,-1.16984e-10
4.503,-1.74821e-10
4.504,-2.32221e-10
4.505,-2.89188e-10
4.506,-3.45723e-10
4.507,-4.01828e-10
4.508,-4.57506e-10
4.509,-5.12757e-10
4.51,-5.67584e-10
4.511,-6.21988e-10
4.512,-6.75973e-10
4.513,-7.29538e-10
4.514,-7.82688e-10
4.515,-8.35422e-10
4.516,-8.87744e-10
4.517,-9.39654e-10
4.518,-9.91156e-10
4.519,-1.04225e-09
4.52,-1.09294e-09
4.521,-1.14322e-09
4.522,-1.19311e-09
4.523,-1.24259e-09
4.524,-1.29168e-09
4.525,-1.34037e-09
4.526,-1.38866e-09
4.527,-1.43656e-09
4.528,-1.48408e-09
4.529,-1.5312e-09
4.53,-1.57794e-09
4.531,-1.62429e-09
4.532,-1.67025e-09
4.533,-1.71584e-09
4.534,-1.76105e-09
4.535,-1.80587e-09
4.536,-1.85033e-09
4.537,-1.8944e-09
4.538,-1.93811e-09
4.539,-1.98144e-09
4.54,-2.0244e-09
4.541,-2.067e-09
4.542,-2.10923e-09
4.543,-2.1511e-09
4.544,-2.1926e-09
4.545,-2.23375e-09
4.546,-2.27453e-09
4.547,-2.31496e-09
4.548,-2.35504e-09
4.549,-2.39476e-09
4.55,-2.43412e-09
4.551,-2.47314e-09
4.552,-2.51181e-09
4.553,-2.55014e-09
4.554,-2.58811e-09
4.555,-2.62575e-09
4.556,-2.66304e-09
4.557,-2.7e-09
4.558,-2.73661e-09
4.559,-2.77289e-09
4.56,-2.80883e-09
4.561,-2.84444e-09
4.562,-2.87972e-09
4.563,-2.91467e-09
4.564,-2.94929e-09
4.565,-2.98359e-09
4.566,-3.01756e-09
4.567,-3.0512e-09
4.568,-3.08453e-09
4.569,-3.11753e-09
4.57,-3.15022e-09
4.571,-3.18259e-09
4.572,-3.21464e-09
4.573,-3.24638e-09
4.574,-3.27781e-09
4.575,-3.30893e-09
4.576,-3.33974e-09
4.577,-3.37024e-09
4.578,-3.40044e-09
4.579,-3.43033e-09
4.58,-3.45992e-09
4.581,-3.48921e-09
4.582,-3.5182e-09
4.583,-3.5469e-09
4.584,-3.57529e-09
4.585,-3.60339e-09
4.586,-3.6312e-09
4.587,-3.65872e-09
4.588,-3.68595e-09
4.589,-3.71289e-09
4.59,-3.73954e-09
4.591,-3.7659e-09
4.592,-3.79199e-09
4.593,-3.81779e-09
4.594,-3.84331e-09
4.595,-3.86855e-09
4.596,-3.89351e-09
4.597,-3.91819e-09
4.598,-3.9426e-09
4.599,-3.96674e-09
4.6,-3.99061e-09
4.601,-4.0142e-09
4.602,-4.03753e-09
4.603,-4.06059e-09
4.604,-4.08338e-09
4.605,-4.10591e-09
4.606,-4.12817e-09
4.607,-4.15017e-09
4.608,-4.17192e-09
4.609,-4.1934e-09
4.61,-4.21463e-09
4.611,-4.2356e-09
4.612,-4.25632e-09
4.613,-4.27678e-09
4.614,-4.29699e-09
4.615,-4.31695e-09
4.616,-4.33666e-09
4.617,-4.35613e-09
4.618,-4.37535e-09
4.619,-4.39432e-09
4.62,-4.41305e-09
4.621,-4.43154e-09
4.622,-4.44979e-09
4.623,-4.4678e-09
4.624,-4.48557e-09
4.625,-4.5031e-09
4.626,-4.5204e-09
4.627,-4.53747e-09
4.628,-4.5543e-09
4.629,-4.57091e-09
4.63,-4.58728e-09
4.631,-4.60342e-09
4.632,-4.61934e-09
4.633,-4.63503e-09
4.634,-4.6505e-09
4.635,-4.66574e-09
4.636,-4.68077e-09
4.637,-4.69557e-09
4.638,-4.71015e-09
4.639,-4.72451e-09
4.64,-4.73866e-09
4.641,-4.7526e-09
4.642,-4.76631e-09
4.643,-4.77982e-09
4.644,-4.79311e-09
4.645,-4.8062e-09
4.646,-4.81907e-09
4.647,-4.83174e-09
4.648,-4.8442e-09
4.649,-4.85646e-09
4.65,-4.86851e-09
4.651,-4.88036e-09
4.652,-4.89201e-09
4.653,-4.90346e-09
4.654,-4.91471e-09
4.655,-4.92576e-09
4.656,-4.93661e-09
4.657,-4.94727e-09
4.658,-4.95773e-09
4.659,-4.96801e-09
4.66,-4.97809e-09
4.661,-4.98798e-09
4.662,-4.99768e-09
4.663,-5.00719e-09
4.664,-5.01651e-09
4.665,-5.02565e-09
4.666,-5.03461e-09
4.667,-5.04338e-09
4.668,-5.05197e-09
4.669,-5.06038e-09
4.67,-5.0686e-09
4.671,-5.07665e-09
4.672,-5.08452e-09
4.673,-5.09222e-09
4.674,-5.09974e-09
4.675,-5.10708e-09
4.676,-5.11425e-09
4.677,-5.12125e-09
4.678,-5.12808e-09
4.679,-5.13474e-09
4.68,-5.14123e-09
4.681,-5.14755e-09
4.682,-5.15371e-09
4.683,-5.1597e-09
4.684,-5.16553e-09
4.685,-5.17119e-09
4.686,-5.17669e-09
4.687,-5.18203e-09
4.688,-5.18721e-09
4.689,-5.19223e-09
4.69,-5.19709e-09
4.691,-5.2018e-09
4.692,-5.20635e-09
4.693,-5.21075e-09
4.694,-5.21499e-09
4.695,-5.21908e-09
4.696,-5.22302e-09
4.697,-5.2268e-09
4.698,-5.23044e-09
4.699,-5.23393e-09
4.7,-5.23727e-09
4.701,-5.24047e-09
4.702,-5.24352e-09
4.703,-5.24643e-09
4.704,-5.24919e-09
4.705,-5.25181e-09
4.706,-5.25429e-09
4.707,-5.25663e-09
4.708,-5.25883e-09
4.709,-5.26089e-09
4.71,-5.26281e-09
4.711,-5.2646e-09
4.712,-5.26625e-09
4.713,-5.26777e-09
4.714,-5.26915e-09
4.715,-5.2704e-09
4.716,-5.27152e-09
4.717,-5.27251e-09
4.718,-5.27337e-09
4.719,-5.2741e-09
4.72,-5.2747e-09
4.721,-5.27518e-09
4.722,-5.27553e-09
4.723,-5.27575e-09
4.724,-5.27585e-09
4.725,-5.27583e-09
4.726,-5.27568e-09
4.727,-5.27542e-09
4.728,-5.27503e-09
4.729,-5.27452e-09
4.73,-5.2739e-09
4.731,-5.27315e-09
4.732,-5.27229e-09
4.733,-5.27132e-09
4.734,-5.27023e-09
4.735,-5.26902e-09
4.736,-5.2677e-09
4.737,-5.26627e-09
4.738,-5.26473e-09
4.739,-5.26308e-09
4.74,-5.26131e-09
4.741,-5.25944e-09
4.742,-5.25746e-09
4.743,-5.25537e-09
4.744,-5.25318e-09
4.745,-5.25088e-09
4.746,-5.24847e-09
4.747,-5.24596e-09
4.748,-5.24335e-09
4.749,-5.24064e-09
4.75,-5.23782e-09
4.751,-5.23491e-09
4.752,-5.23189e-09
4.753,-5.22877e-09
4.754,-5.22556e-09
4.755,-5.22225e-09
4.756,-5.21884e-09
4.757,-5.21534e-09
4.758,-5.21174e-09
4.759,-5.20805e-09
4.76,-5.20426e-09
4.761,-5.20038e-09
4.762,-5.19641e-09
4.763,-5.19235e-09
4.764,-5.1882e-09
4.765,-5.18396e-09
4.766,-5.17963e-09
4.767,-5.17521e-09
4.768,-5.1707e-09
4.769,-5.16611e-09
4.77,-5.16143e-09
4.771,-5.15667e-09
4.772,-5.15182e-09
4.773,-5.14689e-09
4.774,-5.14187e-09
4.775,-5.13678e-09
4.776,-5.1316e-09
4.777,-5.12634e-09
4.778,-5.121e-09
4.779,-5.11559e-09
4.78,-5.11009e-09
4.781,-5.10451e-09
4.782,-5.09886e-09
4.783,-5.09314e-09
4.784,-5.08733e-09
4.785,-5.08145e-09
4.786,-5.0755e-09
4.787,-5.06947e-09
4.788,-5.06338e-09
4.789,-5.0572e-09
4.79,-5.05096e-09
4.791,-5.04465e-09
4.792,-5.03826e-09
4.793,-5.03181e-09
4.794,-5.02528e-09
4.795,-5.01869e-09
4.796,-5.01203e-09
4.797,-5.00531e-09
4.798,-4.99852e-09
4.799,-4.99166e-09
4.8,-4.98473e-09
4.801,-4.97775e-09
4.802,-4.9707e-09
4.803,-4.96358e-09
4.804,-4.95641e-09
4.805,-4.94917e-09
4.806,-4.94187e-09
4.807,-4.93451e-09
4.808,-4.92709e-09
4.809,-4.91961e-09
4.81,-4.91207e-09
4.811,-4.90447e-09
4.812,-4.89682e-09
4.813,-4.88911e-09
4.814,-4.88134e-09
4.815,-4.87352e-09
4.816,-4.86564e-09
4.817,-4.85771e-09
4.818,-4.84972e-09
4.819,-4.84168e-09
4.82,-4.83359e-09
4.821,-4.82544e-09
4.822,-4.81725e-09
4.823,-4.809e-09
4.824,-4.8007e-09
4.825,-4.79235e-09
4.826,-4.78395e-09
4.827,-4.77551e-09
4.828,-4.76701e-09
4.829,-4.75847e-09
4.83,-4.74988e-09
4.831,-4.74124e-09
4.832,-4.73256e-09
4.833,-4.72383e-09
4.834,-4.71506e-09
4.835,-4.70624e-09
4.836,-4.69738e-09
4.837,-4.68848e-09
4.838,-4.67953e-09
4.839,-4.67054e-09
4.84,-4.66151e-09
4.841,-4.65243e-09
4.842,-4.64332e-09
4.843,-4.63417e-09
4.844,-4.62497e-09
4.845,-4.61574e-09
4.846,-4.60647e-09
4.847,-4.59716e-09
4.848,-4.58781e-09
4.849,-4.57842e-09
4.85,-4.569e-09
4.851,-4.55954e-09
4.852,-4.55005e-09
4.853,-4.54052e-09
4.854,-4.53095e-09
4.855,-4.52135e-09
4.856,-4.51172e-09
4.857,-4.50205e-09
4.858,-4.49235e-09
4.859,-4.48262e-09
4.86,-4.47286e-09
4.861,-4.46306e-09
4.862,-4.45324e-09
4.863,-4.44338e-09
4.864,-4.43349e-09
4.865,-4.42358e-09
4.866,-4.41363e-09
4.867,-4.40365e-09
4.868,-4.39365e-09
4.869,-4.38362e-09
4.87,-4.37356e-09
4.871,-4.36347e-09
4.872,-4.35336e-09
4.873,-4.34322e-09
4.874,-4.33306e-09
4.875,-4.32286e-09
4.876,-4.31265e-09
4.877,-4.30241e-09
4.878,-4.29215e-09
4.879,-4.28186e-09
4.88,-4.27155e-09
4.881,-4.26121e-09
4.882,-4.25086e-09
4.883,-4.24048e-09
4.884,-4.23008e-09
4.885,-4.21966e-09
4.886,-4.20921e-09
4.887,-4.19875e-09
4.888,-4.18827e-09
4.889,-4.17776e-09
4.89,-4.16724e-09
4.891,-4.1567e-09
4.892,-4.14614e-09
4.893,-4.13556e-09
4.894,-4.12497e-09
4.895,-4.11435e-09
4.896,-4.10372e-09
4.897,-4.09308e-09
4.898,-4.08241e-09
4.899,-4.07173e-09
4.9,-4.06104e-09
4.901,-4.05033e-09
4.902,-4.0396e-09
4.903,-4.02887e-09
4.904,-4.01811e-09
4.905,-4.00734e-09
4.906,-3.99656e-09
4.907,-3.98577e-09
4.908,-3.97496e-09
4.909,-3.96414e-09
4.91,-3.95331e-09
4.911,-3.94247e-09
4.912,-3.93161e-09
4.913,-3.92075e-09
4.914,-3.90987e-09
4.915,-3.89899e-09
4.916,-3.88809e-09
