x,psi,E
-5.82113,4.38374e-08,0.5
-5.8085,4.71767e-08,0.5
-5.79588,5.07622e-08,0.5
-5.78325,5.46116e-08,0.5
-5.77063,5.87434e-08,0.5
-5.758,6.31779e-08,0.5
-5.74538,6.79362e-08,0.5
-5.73275,7.30413e-08,0.5
-5.72013,7.85174e-08,0.5
-5.7075,8.43907e-08,0.5
-5.69488,9.06889e-08,0.5
-5.68225,9.74416e-08,0.5
-5.66963,1.0468e-07,0.5
-5.657,1.12439e-07,0.5
-5.64438,1.20753e-07,0.5
-5.63175,1.29662e-07,0.5
-5.61913,1.39206e-07,0.5
-5.6065,1.49428e-07,0.5
-5.59388,1.60375e-07,0.5
-5.58125,1.72097e-07,0.5
-5.56863,1.84647e-07,0.5
-5.556,1.98079e-07,0.5
-5.54338,2.12455e-07,0.5
-5.53075,2.27839e-07,0.5
-5.51813,2.44297e-07,0.5
-5.5055,2.61902e-07,0.5
-5.49288,2.80731e-07,0.5
-5.48025,3.00866e-07,0.5
-5.46763,3.22394e-07,0.5
-5.455,3.45407e-07,0.5
-5.44238,3.70004e-07,0.5
-5.42975,3.96289e-07,0.5
-5.41713,4.24373e-07,0.5
-5.4045,4.54376e-07,0.5
-5.39188,4.86422e-07,0.5
-5.37925,5.20646e-07,0.5
-5.36663,5.57188e-07,0.5
-5.354,5.96201e-07,0.5
-5.34138,6.37843e-07,0.5
-5.32875,6.82285e-07,0.5
-5.31613,7.29707e-07,0.5
-5.3035,7.80301e-07,0.5
-5.29088,8.34269e-07,0.5
-5.27825,8.91829e-07,0.5
-5.26563,9.53207e-07,0.5
-5.253,1.01865e-06,0.5
-5.24038,1.08841e-06,0.5
-5.22775,1.16276e-06,0.5
-5.21513,1.24199e-06,0.5
-5.2025,1.32641e-06,0.5
-5.18988,1.41634e-06,0.5
-5.17725,1.51213e-06,0.5
-5.16463,1.61414e-06,0.5
-5.152,1.72276e-06,0.5
-5.13938,1.83839e-06,0.5
-5.12675,1.96148e-06,0.5
-5.11413,2.09246e-06,0.5
-5.1015,2.23185e-06,0.5
-5.08888,2.38013e-06,0.5
-5.07625,2.53786e-06,0.5
-5.06363,2.70562e-06,0.5
-5.051,2.884e-06,0.5
-5.03838,3.07366e-06,0.5
-5.02575,3.27526e-06,0.5
-5.01313,3.48954e-06,0.5
-5.0005,3.71723e-06,0.5
-4.98788,3.95916e-06,0.5
-4.97525,4.21616e-06,0.5
-4.96263,4.48912e-06,0.5
-4.95,4.77899e-06,0.5
-4.93738,5.08677e-06,0.5
-4.92475,5.41352e-06,0.5
-4.91213,5.76033e-06,0.5
-4.8995,6.12838e-06,0.5
-4.88688,6.5189e-06,0.5
-4.87425,6.93321e-06,0.5
-4.86163,7.37268e-06,0.5
-4.849,7.83875e-06,0.5
-4.83638,8.33296e-06,0.5
-4.82375,8.85691e-06,0.5
-4.81113,9.41231e-06,0.5
-4.7985,1.00009e-05,0.5
-4.78588,1.06247e-05,0.5
-4.77325,1.12855e-05,0.5
-4.76063,1.19856e-05,0.5
-4.748,1.2727e-05,0.5
-4.73538,1.35122e-05,0.5
-4.72275,1.43435e-05,0.5
-4.71013,1.52235e-05,0.5
-4.6975,1.6155e-05,0.5
-4.68488,1.71407e-05,0.5
-4.67225,1.81836e-05,0.5
-4.65963,1.92869e-05,0.5
-4.647,2.04539e-05,0.5
-4.63438,2.16881e-05,0.5
-4.62175,2.29931e-05,0.5
-4.60913,2.43727e-05,0.5
-4.5965,2.5831e-05,0.5
-4.58388,2.73721e-05,0.5
-4.57125,2.90006e-05,0.5
-4.55863,3.07211e-05,0.5
-4.546,3.25384e-05,0.5
-4.53338,3.44578e-05,0.5
-4.52075,3.64846e-05,0.5
-4.50813,3.86244e-05,0.5
-4.4955,4.08832e-05,0.5
-4.48288,4.32672e-05,0.5
-4.47025,4.5783e-05,0.5
-4.45763,4.84373e-05,0.5
-4.445,5.12373e-05,0.5
-4.43238,5.41905e-05,0.5
-4.41975,5.73048e-05,0.5
-4.40713,6.05885e-05,0.5
-4.3945,6.405e-05,0.5
-4.38188,6.76986e-05,0.5
-4.36925,7.15436e-05,0.5
-4.35663,7.55949e-05,0.5
-4.344,7.98629e-05,0.5
-4.33138,8.43585e-05,0.5
-4.31875,8.90928e-05,0.5
-4.30613,9.40779e-05,0.5
-4.2935,9.93261e-05,0.5
-4.28088,0.00010485,0.5
-4.26825,0.000110664,0.5
-4.25563,0.000116782,0.5
-4.243,0.000123218,0.5
-4.23038,0.000129988,0.5
-4.21775,0.000137108,0.5
-4.20513,0.000144596,0.5
-4.1925,0.000152468,0.5
-4.17988,0.000160742,0.5
-4.16725,0.000169439,0.5
-4.15463,0.000178578,0.5
-4.142,0.00018818,0.5
-4.12938,0.000198266,0.5
-4.11675,0.00020886,0.5
-4.10413,0.000219985,0.5
-4.0915,0.000231665,0.5
-4.07888,0.000243927,0.5
-4.06625,0.000256797,0.5
-4.05363,0.000270303,0.5
-4.041,0.000284473,0.5
-4.02838,0.000299339,0.5
-4.01575,0.000314932,0.5
-4.00313,0.000331284,0.5
-3.9905,0.000348429,0.5
-3.97788,0.000366403,0.5
-3.96525,0.000385244,0.5
-3.95263,0.000404988,0.5
-3.94,0.000425676,0.5
-3.92738,0.00044735,0.5
-3.91475,0.000470053,0.5
-3.90213,0.000493829,0.5
-3.8895,0.000518725,0.5
-3.87688,0.00054479,0.5
-3.86425,0.000572072,0.5
-3.85163,0.000600626,0.5
-3.839,0.000630504,0.5
-3.82638,0.000661763,0.5
-3.81375,0.00069446,0.5
-3.80113,0.000728658,0.5
-3.7885,0.000764417,0.5
-3.77588,0.000801803,0.5
-3.76325,0.000840884,0.5
-3.75063,0.00088173,0.5
-3.738,0.000924412,0.5
-3.72538,0.000969005,0.5
-3.71275,0.00101559,0.5
-3.70013,0.00106424,0.5
-3.6875,0.00111505,0.5
