x,psi,E
-4.61196,2.40561e-05,6.95173e-310
-4.59946,2.54818e-05,6.95173e-310
-4.58696,2.69878e-05,6.95173e-310
-4.57446,2.85784e-05,6.95173e-310
-4.56196,3.02579e-05,6.95173e-310
-4.54946,3.20312e-05,6.95173e-310
-4.53695,3.39031e-05,6.95173e-310
-4.52445,3.58788e-05,6.95173e-310
-4.51195,3.79636e-05,6.95173e-310
-4.49945,4.01634e-05,6.95173e-310
-4.48695,4.24839e-05,6.95173e-310
-4.47445,4.49316e-05,6.95173e-310
-4.46195,4.75128e-05,6.95173e-310
-4.44945,5.02344e-05,6.95173e-310
-4.43694,5.31037e-05,6.95173e-310
-4.42444,5.6128e-05,6.95173e-310
-4.41194,5.93153e-05,6.95173e-310
-4.39944,6.26739e-05,6.95173e-310
-4.38694,6.62122e-05,6.95173e-310
-4.37444,6.99394e-05,6.95173e-310
-4.36194,7.38648e-05,6.95173e-310
-4.34944,7.79984e-05,6.95173e-310
-4.33693,8.23504e-05,6.95173e-310
-4.32443,8.69317e-05,6.95173e-310
-4.31193,9.17535e-05,6.95173e-310
-4.29943,9.68276e-05,6.95173e-310
-4.28693,0.000102166,6.95173e-310
-4.27443,0.000107783,6.95173e-310
-4.26193,0.00011369,6.95173e-310
-4.24943,0.000119902,6.95173e-310
-4.23692,0.000126434,6.95173e-310
-4.22442,0.000133301,6.95173e-310
-4.21192,0.000140519,6.95173e-310
-4.19942,0.000148104,6.95173e-310
-4.18692,0.000156075,6.95173e-310
-4.17442,0.000164449,6.95173e-310
-4.16192,0.000173245,6.95173e-310
-4.14942,0.000182483,6.95173e-310
-4.13691,0.000192184,6.95173e-310
-4.12441,0.000202369,6.95173e-310
-4.11191,0.00021306,6.95173e-310
-4.09941,0.000224281,6.95173e-310
-4.08691,0.000236056,6.95173e-310
-4.07441,0.00024841,6.95173e-310
-4.06191,0.000261371,6.95173e-310
-4.04941,0.000274964,6.95173e-310
-4.0369,0.000289219,6.95173e-310
-4.0244,0.000304166,6.95173e-310
-4.0119,0.000319835,6.95173e-310
-3.9994,0.000336259,6.95173e-310
-3.9869,0.00035347,6.95173e-310
-3.9744,0.000371505,6.95173e-310
-3.9619,0.000390399,6.95173e-310
-3.9494,0.00041019,6.95173e-310
-3.93689,0.000430917,6.95173e-310
-3.92439,0.00045262,6.95173e-310
-3.91189,0.000475342,6.95173e-310
-3.89939,0.000499127,6.95173e-310
-3.88689,0.000524019,6.95173e-310
-3.87439,0.000550068,6.95173e-310
-3.86189,0.000577321,6.95173e-310
-3.84939,0.000605829,6.95173e-310
-3.83688,0.000635646,6.95173e-310
-3.82438,0.000666827,6.95173e-310
-3.81188,0.000699427,6.95173e-310
-3.79938,0.000733507,6.95173e-310
-3.78688,0.000769126,6.95173e-310
-3.77438,0.00080635,6.95173e-310
-3.76188,0.000845243,6.95173e-310
-3.74938,0.000885874,6.95173e-310
-3.73687,0.000928312,6.95173e-310
-3.72437,0.000972632,6.95173e-310
-3.71187,0.00101891,6.95173e-310
-3.69937,0.00106722,6.95173e-310
-3.68687,0.00111765,6.95173e-310
-3.67437,0.00117027,6.95173e-310
-3.66187,0.00122519,6.95173e-310
-3.64937,0.00128248,6.95173e-310
-3.63686,0.00134224,6.95173e-310
-3.62436,0.00140456,6.95173e-310
-3.61186,0.00146955,6.95173e-310
-3.59936,0.0015373,6.95173e-310
-3.58686,0.00160793,6.95173e-310
-3.57436,0.00168154,6.95173e-310
-3.56186,0.00175824,6.95173e-310
-3.54936,0.00183816,6.95173e-310
-3.53685,0.00192141,6.95173e-310
-3.52435,0.00200811,6.95173e-310
-3.51185,0.0020984,6.95173e-310
-3.49935,0.00219241,6.95173e-310
-3.48685,0.00229027,6.95173e-310
-3.47435,0.00239212,6.95173e-310
-3.46185,0.00249811,6.95173e-310
-3.44935,0.00260839,6.95173e-310
