x,y,M,S
0.140625,0.640625,1.06292,0
0.140625,0.65625,1.0927,0
0.140625,0.671875,1.12281,0
0.140625,0.6875,1.15328,0
0.140625,0.703125,1.18412,0
0.140625,0.71875,1.21534,0
0.140625,0.734375,1.24697,0
0.140625,0.75,1.27902,0
0.140625,0.765625,1.31152,0
0.140625,0.78125,1.34447,0
0.140625,0.796875,1.37791,0
0.140625,0.8125,1.41185,0
0.140625,0.828125,1.44631,0
0.140625,0.84375,1.4813,0
0.140625,0.859375,1.51685,0
0.140625,0.875,1.55295,0
0.140625,0.890625,1.58962,0
0.140625,0.90625,1.62684,0
0.140625,0.921875,1.66459,0
0.140625,0.9375,1.70285,0
0.140625,0.953125,1.74154,0
0.140625,0.96875,1.7806,0
0.140625,0.984375,1.81992,0
0.140625,1,1.85938,0
0.15625,0,0,0
0.15625,0.015625,0.0242632,0
0.15625,0.03125,0.0485313,0
0.15625,0.046875,0.0728093,0
0.15625,0.0625,0.0971023,0
0.15625,0.078125,0.121415,0
0.15625,0.09375,0.145753,0
0.15625,0.109375,0.170121,0
0.15625,0.125,0.194524,0
0.15625,0.140625,0.218968,0
0.15625,0.15625,0.243457,0
0.15625,0.171875,0.267997,0
0.15625,0.1875,0.292593,0
0.15625,0.203125,0.317251,0
0.15625,0.21875,0.341976,0
0.15625,0.234375,0.366774,0
0.15625,0.25,0.391651,0
0.15625,0.265625,0.416613,0
0.15625,0.28125,0.441665,0
0.15625,0.296875,0.466815,0
0.15625,0.3125,0.492067,0
0.15625,0.328125,0.517429,0
0.15625,0.34375,0.542908,0
0.15625,0.359375,0.56851,0
0.15625,0.375,0.594242,0
0.15625,0.390625,0.620112,0
0.15625,0.40625,0.646127,0
0.15625,0.421875,0.672294,0
0.15625,0.4375,0.698623,0
0.15625,0.453125,0.72512,0
0.15625,0.46875,0.751795,0
0.15625,0.484375,0.778657,0
0.15625,0.5,0.805714,0
0.15625,0.515625,0.832977,0
0.15625,0.53125,0.860455,0
0.15625,0.546875,0.888158,0
0.15625,0.5625,0.916097,0
0.15625,0.578125,0.944284,0
0.15625,0.59375,0.972729,0
0.15625,0.609375,1.00144,0
0.15625,0.625,1.03044,0
0.15625,0.640625,1.05974,0
0.15625,0.65625,1.08934,0
0.15625,0.671875,1.11927,0
0.15625,0.6875,1.14954,0
0.15625,0.703125,1.18016,0
0.15625,0.71875,1.21115,0
0.15625,0.734375,1.24253,0
0.15625,0.75,1.2743,0
0.15625,0.765625,1.30649,0
0.15625,0.78125,1.33912,0
0.15625,0.796875,1.37219,0
0.15625,0.8125,1.40573,0
0.15625,0.828125,1.43975,0
0.15625,0.84375,1.47425,0
0.15625,0.859375,1.50925,0
0.15625,0.875,1.54475,0
0.15625,0.890625,1.58074,0
0.15625,0.90625,1.61721,0
0.15625,0.921875,1.65414,0
0.15625,0.9375,1.69149,0
0.15625,0.953125,1.7292,0
0.15625,0.96875,1.76721,0
0.15625,0.984375,1.80543,0
0.15625,1,1.84375,0
0.171875,0,0,0
0.171875,0.015625,0.0242112,0
0.171875,0.03125,0.0484274,0
0.171875,0.046875,0.0726532,0
0.171875,0.0625,0.0968938,0
0.171875,0.078125,0.121154,0
0.171875,0.09375,0.145439,0
0.171875,0.109375,0.169753,0
0.171875,0.125,0.194102,0
0.171875,0.140625,0.21849,0
0.171875,0.15625,0.242923,0
0.171875,0.171875,0.267407,0
0.171875,0.1875,0.291945,0
0.171875,0.203125,0.316545,0
0.171875,0.21875,0.34121,0
0.171875,0.234375,0.365947,0
0.171875,0.25,0.390762,0
0.171875,0.265625,0.415659,0
0.171875,0.28125,0.440646,0
0.171875,0.296875,0.465728,0
0.171875,0.3125,0.490911,0
0.171875,0.328125,0.516201,0
0.171875,0.34375,0.541606,0
0.171875,0.359375,0.567132,0
0.171875,0.375,0.592785,0
0.171875,0.390625,0.618573,0
0.171875,0.40625,0.644503,0
0.171875,0.421875,0.670583,0
0.171875,0.4375,0.69682,0
0.171875,0.453125,0.723222,0
0.171875,0.46875,0.749798,0
0.171875,0.484375,0.776556,0
0.171875,0.5,0.803504,0
0.171875,0.515625,0.830653,0
0.171875,0.53125,0.858012,0
0.171875,0.546875,0.885589,0
0.171875,0.5625,0.913396,0
0.171875,0.578125,0.941443,0
0.171875,0.59375,0.969741,0
0.171875,0.609375,0.9983,0
0.171875,0.625,1.02713,0
0.171875,0.640625,1.05625,0
0.171875,0.65625,1.08567,0
0.171875,0.671875,1.1154,0
0.171875,0.6875,1.14545,0
0.171875,0.703125,1.17584,0
0.171875,0.71875,1.20658,0
0.171875,0.734375,1.23768,0
0.171875,0.75,1.26916,0
0.171875,0.765625,1.30104,0
0.171875,0.78125,1.33332,0
0.171875,0.796875,1.36601,0
0.171875,0.8125,1.39914,0
0.171875,0.828125,1.4327,0
0.171875,0.84375,1.4667,0
0.171875,0.859375,1.50115,0
0.171875,0.875,1.53605,0
0.171875,0.890625,1.57138,0
0.171875,0.90625,1.60712,0
0.171875,0.921875,1.64326,0
0.171875,0.9375,1.67976,0
0.171875,0.953125,1.71656,0
0.171875,0.96875,1.75361,0
0.171875,0.984375,1.79082,0
0.171875,1,1.82812,0
0.1875,0,0,0
0.1875,0.015625,0.0241545,0
0.1875,0.03125,0.0483137,0
0.1875,0.046875,0.0724825,0
0.1875,0.0625,0.0966657,0
0.1875,0.078125,0.120868,0
0.1875,0.09375,0.145095,0
0.1875,0.109375,0.16935,0
0.1875,0.125,0.19364,0
0.1875,0.140625,0.217968,0
0.1875,0.15625,0.24234,0
0.1875,0.171875,0.266762,0
0.1875,0.1875,0.291238,0
0.1875,0.203125,0.315773,0
0.1875,0.21875,0.340373,0
0.1875,0.234375,0.365043,0
0.1875,0.25,0.389789,0
0.1875,0.265625,0.414617,0
0.1875,0.28125,0.439531,0
0.1875,0.296875,0.464539,0
0.1875,0.3125,0.489647,0
0.1875,0.328125,0.514859,0
0.1875,0.34375,0.540183,0
0.1875,0.359375,0.565626,0
0.1875,0.375,0.591193,0
0.1875,0.390625,0.616892,0
0.1875,0.40625,0.64273,0
0.1875,0.421875,0.668714,0
0.1875,0.4375,0.694852,0
0.1875,0.453125,0.72115,0
0.1875,0.46875,0.747618,0
0.1875,0.484375,0.774264,0
0.1875,0.5,0.801095,0
0.1875,0.515625,0.82812,0
0.1875,0.53125,0.85535,0
0.1875,0.546875,0.882791,0
0.1875,0.5625,0.910456,0
0.1875,0.578125,0.938352,0
0.1875,0.59375,0.966491,0
0.1875,0.609375,0.994882,0
0.1875,0.625,1.02354,0
0.1875,0.640625,1.05247,0
0.1875,0.65625,1.08168,0
0.1875,0.671875,1.1112,0
0.1875,0.6875,1.14102,0
0.1875,0.703125,1.17116,0
0.1875,0.71875,1.20164,0
0.1875,0.734375,1.23246,0
0.1875,0.75,1.26363,0
0.1875,0.765625,1.29518,0
0.1875,0.78125,1.3271,0
0.1875,0.796875,1.35941,0
0.1875,0.8125,1.39211,0
0.1875,0.828125,1.42521,0
0.1875,0.84375,1.45871,0
0.1875,0.859375,1.49262,0
0.1875,0.875,1.52691,0
0.1875,0.890625,1.5616,0
0.1875,0.90625,1.59665,0
0.1875,0.921875,1.63204,0
0.1875,0.9375,1.66773,0
0.1875,0.953125,1.70368,0
0.1875,0.96875,1.73983,0
0.1875,0.984375,1.77613,0
0.1875,1,1.8125,0
0.203125,0,0,0
0.203125,0.015625,0.0240929,0
