2 0.799007 0.742549
4 0.600637 0.688557
8 0.0755259 0.283307
16 0.10081 0.167825
32 0.0218547 0.458683
64 0.0722667 0.0269978
128 0.0812873 0.0179811
256 0.00215759 0.131345
512 0.0278052 0.0625864
1024 0.00526953 0.0286143
2048 0.00635001 0.0291786
4096 0.00180098 0.014636
8192 0.00404183 0.00334065
16384 0.000180649 0.00278564
32768 0.00234609 0.00746328
65536 0.00264071 0.00413282
131072 0.00170428 0.00305304
262144 0.00112841 0.00194711
524288 0.00076337 0.00331065
1048576 0.000137145 0.000348545
